,geneID,genename,moduleColor,GS.Mass_min,p.GS.Mass_min,MM.blue,p.MM.blue,MM.greenyellow,p.MM.greenyellow,MM.pink,p.MM.pink,MM.tan,p.MM.tan,MM.magenta,p.MM.magenta,MM.black,p.MM.black,MM.brown,p.MM.brown,MM.yellow,p.MM.yellow,MM.grey,p.MM.grey
3446,ENSGALG00010013527,ADARB1,black,0.396563962,0.061006225,-0.118612196,0.589865629,0.242071375,0.265774912,0.298373309,0.16669883,0.192316615,0.379330023,0.174763228,0.425124963,0.138021517,0.529983118,0.090982136,0.679709003,0.144038302,0.512021277,0.527676337,0.009660546
5973,ENSGALG00010021914,,black,0.240175462,0.269652559,-0.112437016,0.609503186,0.121681489,0.580206756,0.052315338,0.812605634,0.303775887,0.158783775,0.090932282,0.679875461,0.230287265,0.290456377,-0.09560174,0.664348185,-0.088789251,0.687044444,0.379648938,0.073972775
7249,ENSGALG00010025735,,black,0.117763044,0.592549923,0.004204345,0.984810078,0.13399784,0.542157987,0.103162935,0.639488078,0.160372755,0.464790498,0.345692757,0.106160319,0.282137499,0.192126123,0.165565455,0.45026231,-0.058078306,0.792378814,0.27989623,0.195832719
2390,ENSGALG00010010259,IGF1,black,0.097112476,0.65935263,0.01786943,0.935500971,0.152716114,0.486645004,-0.141593076,0.519285313,0.263166606,0.225034853,0.178137626,0.416097242,0.301646013,0.161872045,-0.156409566,0.476039023,-0.143628849,0.513234204,0.345349058,0.106531452
8161,ENSGALG00010029258,TMEM100,black,-0.30248898,0.160644781,0.280983368,0.194028803,-0.218123569,0.317381117,-0.491622552,0.017193321,-0.145899898,0.506524169,0.082806437,0.707195265,0.302717717,0.160312892,-0.216168855,0.321844734,-0.348003186,0.10369008,-0.304563111,0.157652843
4345,ENSGALG00010016979,PLSCR5,black,-0.221415445,0.30994954,0.194780824,0.373135155,-0.022776558,0.917840747,-0.475154857,0.021946697,0.010389248,0.962475305,0.261008774,0.229000327,0.314818405,0.143433485,0.079919859,0.716986981,-0.190798193,0.383176236,-0.104024659,0.636677902
626,ENSGALG00010002952,NBAS,black,-0.039961729,0.856340971,0.095808435,0.663663883,0.191940929,0.380279593,0.018540254,0.933084831,0.139468122,0.525637671,-0.045972625,0.835001451,0.319090691,0.137787473,-0.041737133,0.850027221,-0.239792711,0.270439725,0.324152423,0.131305726
4585,ENSGALG00010017706,FGFRL1,black,0.126942628,0.563812249,-0.005082981,0.981636122,0.088327961,0.688591021,0.168937939,0.440956099,0.018078031,0.934749582,0.084139217,0.702689262,0.322689067,0.133156657,0.037642963,0.864599828,-0.268713461,0.215050818,0.351862292,0.09965878
4027,ENSGALG00010016006,PLTP,black,-0.242657882,0.264582592,0.444247139,0.033694519,0.412469829,0.050475784,-0.30324654,0.159547428,0.29654619,0.169436729,0.342674028,0.109452617,0.333609625,0.119787273,0.258079727,0.23445637,0.188095852,0.390075813,0.299002137,0.165763709
253,ENSGALG00010001502,LGSN,black,0.108297081,0.622817104,-0.19128618,0.381937742,-0.410981484,0.051396709,-0.361710247,0.089897243,-0.126718423,0.564506665,-0.177194997,0.418608495,0.334862818,0.118317831,-0.386768422,0.068282728,-0.657516015,0.000651046,-0.311079517,0.148507811
4325,ENSGALG00010016941,SLC8A1,black,0.089589233,0.684365212,0.121076584,0.58210491,0.23310667,0.284425439,0.13164825,0.549326604,0.235439972,0.279494143,0.218743639,0.315973075,0.353157152,0.098332439,0.107379834,0.625782666,-0.070650611,0.748715381,0.430766676,0.040169338
1886,ENSGALG00010008202,KCNG2,black,-0.058413638,0.791205714,0.178479898,0.415187442,0.095093591,0.666031604,0.073763141,0.738014378,-0.156061124,0.477034551,0.100143182,0.649373499,0.358490653,0.093006635,0.230168197,0.290712812,-0.170853448,0.435716197,0.329243938,0.125009692
1326,ENSGALG00010005880,SLC25A4,black,0.182479261,0.404637663,-0.154050433,0.482799834,-0.374046207,0.078697381,-0.156146099,0.476791674,-0.188309468,0.38952788,0.155006496,0.480054137,0.365793364,0.086066157,-0.027341555,0.901445298,-0.401107321,0.05784033,-0.172694046,0.43071273
342,ENSGALG00010001856,CHST15,black,-0.318649795,0.138362675,0.423758893,0.04390084,0.500537126,0.014992151,-0.476401474,0.021553409,0.193170059,0.377177918,0.478588618,0.020877133,0.367469718,0.084529158,0.227085714,0.297400633,-0.013223129,0.952249788,0.222361627,0.307833356
4596,ENSGALG00010017723,KCNK12,black,0.275718876,0.202870086,-0.079217768,0.719375179,-0.050789797,0.817979975,0.090870566,0.680081545,-0.127748348,0.561319896,0.185254274,0.397405764,0.372235359,0.080271995,-0.025963718,0.906390078,-0.196250769,0.369467621,0.305890201,0.155759154
99,ENSGALG00010000786,ANKRD33B,black,-0.395903574,0.061477242,0.336998124,0.115844291,-0.205285591,0.347385229,-0.525579776,0.010006717,0.115920182,0.598393246,0.26612168,0.219678405,0.373015769,0.079590513,-0.010491907,0.962104769,-0.158170782,0.471023265,-0.129096218,0.557161574
2426,ENSGALG00010010403,,black,0.454915797,0.029180719,-0.317885102,0.139364371,-0.484256191,0.019204048,-0.107674362,0.624829808,-0.09588067,0.663424797,-0.181557225,0.407056593,0.377235749,0.075980677,-0.19186011,0.380484046,-0.4565629,0.028528991,-0.12479491,0.570479846
829,ENSGALG00010003920,LPAR6,black,-0.427572697,0.041837886,0.374451859,0.078347862,0.0020673,0.992530713,-0.60339735,0.002302168,0.070797382,0.748209751,0.418794597,0.046704257,0.377265171,0.075955951,-0.046192912,0.83422144,-0.145852637,0.50666337,-0.025419587,0.90834379
7481,ENSGALG00010027103,ACVR2B,black,0.081299487,0.712301585,-0.009318312,0.966341146,0.082084862,0.709638825,-0.245778291,0.258296556,-0.109107515,0.620201588,0.241605508,0.26672442,0.377789769,0.075516103,-0.066269761,0.763852787,-0.270974817,0.211066739,0.307832193,0.153016936
2722,ENSGALG00010011389,RC3H1,black,-0.009471614,0.965787714,0.218582495,0.316338631,0.426530596,0.042393876,0.15780704,0.472056946,0.253264528,0.243609769,0.444713081,0.033486492,0.379228565,0.074319627,0.207927574,0.341078174,-0.045266544,0.837502605,0.641999248,0.000958168
2895,ENSGALG00010011976,TNFRSF11A,black,0.480759673,0.020222866,-0.332484986,0.12111721,-0.463543734,0.025894476,-0.111735296,0.611751638,-0.304716113,0.157433697,-0.05057739,0.818728897,0.382271189,0.071836738,-0.066717698,0.762301059,-0.608348286,0.002070167,-0.199352835,0.361796399
3445,ENSGALG00010013524,ZDHHC15,black,0.084432772,0.701698075,0.166203361,0.448494178,0.018844939,0.931987616,0.059033543,0.789038236,0.47078147,0.023372368,0.104612357,0.634764126,0.382586852,0.071582794,0.051311482,0.816141222,-0.022270888,0.919659001,0.373296387,0.079346535
1052,ENSGALG00010005029,FAT4,black,0.28558077,0.186525257,-0.013553133,0.951059475,0.164283078,0.45382781,-0.199735242,0.36085718,0.136874812,0.533439666,0.454912405,0.029182073,0.385184388,0.069518921,0.10903058,0.620449688,-0.155436888,0.478820686,0.26159879,0.227911502
6053,ENSGALG00010022205,GALNT18,black,0.228810459,0.293646946,-0.132415706,0.546980335,-0.472419457,0.022829938,-0.126057849,0.56655483,-0.291642182,0.176939268,-0.227776654,0.295893341,0.386533232,0.068465206,-0.223183051,0.306003401,-0.599234196,0.002513951,-0.142968002,0.515194763
2078,ENSGALG00010009091,EXT1,black,-0.222570999,0.307366286,0.130252823,0.55360445,-0.149217802,0.496798559,-0.469443554,0.02382307,-0.044480169,0.840289975,0.233764434,0.283029807,0.389181576,0.066431738,0.143550027,0.51346786,-0.326822334,0.127976411,-0.331271792,0.122563826
5241,ENSGALG00010019906,,black,-0.330677645,0.123276831,0.465887162,0.025055107,0.33970517,0.112762831,-0.195827057,0.370522653,0.419728723,0.046166364,0.348838771,0.102807199,0.391610999,0.064607177,0.401204182,0.057774241,0.0497603,0.821611296,0.345880167,0.105958351
2792,ENSGALG00010011625,ERBB4,black,0.038675585,0.860920146,0.193739123,0.375746809,0.319320172,0.137488763,0.194746964,0.373219883,0.179638731,0.412115219,0.208021174,0.340855981,0.394306463,0.062627895,0.202557732,0.353968867,0.009930194,0.964132291,0.593710117,0.002820224
5308,ENSGALG00010020140,SECISBP2L,black,0.362101392,0.089524833,-0.111292892,0.613170934,0.029730537,0.892880221,0.399162731,0.0591795,0.073333297,0.739489453,-0.043030628,0.845432835,0.397468184,0.060365789,0.078565472,0.721596277,-0.405339592,0.055006405,0.351152033,0.100391894
8116,ENSGALG00010029181,,black,-0.157968909,0.471596803,0.298278963,0.166839446,0.417905299,0.047220862,-0.495672991,0.016162756,0.141657612,0.519092965,0.437453043,0.036845685,0.402842795,0.056664977,0.282354426,0.191769926,-0.146290276,0.505375084,0.059056796,0.788956965
5533,ENSGALG00010020932,CASP9,black,-0.306916828,0.154305221,0.482373718,0.019747273,0.475394384,0.021870685,-0.085225006,0.699025448,0.284335125,0.188538382,-0.058421463,0.791178343,0.404068781,0.05584583,0.379489823,0.074103918,-0.102447835,0.641823743,0.214470658,0.325753238
6359,ENSGALG00010023163,CRTAC1,black,0.12792055,0.56078786,-0.008288674,0.970058601,-0.252043956,0.245966427,-0.187458999,0.391711939,-0.170148624,0.437640372,0.003170099,0.98854644,0.404678222,0.055442044,0.286096407,0.185696242,-0.399284033,0.059095273,-0.195530226,0.371262786
1077,ENSGALG00010005150,ALCAM,black,0.073078664,0.740363682,0.052671478,0.811352155,-0.236251144,0.277792474,0.040002983,0.856194163,0.076743715,0.727810917,-0.089369129,0.685102001,0.405049929,0.055196878,-0.123273054,0.575225413,-0.476212024,0.021612809,0.099210099,0.652439731
340,ENSGALG00010001852,CPXM2,black,0.427548525,0.041850717,-0.271636325,0.209910699,-0.306052314,0.155528928,0.076038866,0.73021988,-0.320173194,0.136382461,0.017461483,0.936970566,0.40711233,0.053851745,-0.042462926,0.847448674,-0.521846177,0.010648485,0.085062156,0.699574547
147,ENSGALG00010001166,TRIM59,black,-0.364743026,0.087039777,0.556322216,0.005837669,0.643589775,0.000921843,-0.373239835,0.079395658,0.212064651,0.331339514,0.732641074,7.02E-05,0.409190743,0.052521943,0.577876902,0.003877984,0.229655329,0.291818989,0.46389641,0.025766735
1973,ENSGALG00010008418,TMEM245,black,0.1240743,0.572724752,0.2532635,0.243611747,0.153375748,0.48474219,0.177718611,0.41721252,0.073810797,0.737850892,0.039160653,0.859192598,0.411923677,0.050812221,0.281393313,0.193351514,-0.063936077,0.771951165,0.418978017,0.046598256
7142,ENSGALG00010025334,RHOF,black,-0.141811322,0.518634972,0.160481993,0.464482405,0.139974901,0.524119363,-0.31152521,0.147896355,-0.078837093,0.720671128,0.151290122,0.490771232,0.412173613,0.050658042,0.160905678,0.463288455,-0.258008613,0.234589887,-0.03001675,0.891854833
4135,ENSGALG00010016451,USP46,black,0.443130795,0.034197092,-0.07078575,0.74824982,0.20314434,0.352546974,0.189317852,0.3869472,0.058326188,0.7915116,0.292607012,0.175445395,0.414117448,0.049471292,0.119390644,0.587409412,-0.127306403,0.562686361,0.524422293,0.010202172
7201,ENSGALG00010025531,B4GALT3,black,-0.258265888,0.234107084,0.267951442,0.216404582,0.143605813,0.513302488,-0.367718809,0.08430254,0.15750526,0.472915419,0.346415636,0.105382841,0.416661241,0.047951006,0.251763584,0.246509847,-0.090323072,0.681910728,0.224529664,0.303017927
3629,ENSGALG00010014318,,black,-0.196101342,0.369839491,0.360002098,0.091537122,0.488847941,0.017929584,-0.199568,0.361267764,0.197879294,0.36542877,0.15265852,0.486811318,0.41742021,0.047504527,0.408590238,0.052903516,-0.130865946,0.55172299,0.1730688,0.429697801
4961,ENSGALG00010018832,EEPD1,black,0.020879107,0.924665462,0.0825789,0.707965501,-0.024512016,0.91160358,-0.37480957,0.078040621,-0.243623475,0.26262707,0.436612916,0.03725096,0.418386326,0.046940878,0.356677293,0.094792738,-0.136689177,0.53400022,0.093705415,0.670638355
1146,ENSGALG00010005321,HS6ST3,black,-0.113865494,0.604936619,0.072885529,0.741026978,-0.269770353,0.213182575,-0.444385148,0.033632796,-0.332551904,0.121037779,0.051192809,0.816559421,0.418498058,0.046876029,-0.098689037,0.654154384,-0.521377549,0.010731377,-0.381022252,0.072848185
958,ENSGALG00010004445,EPHA6,black,0.37191201,0.080555637,-0.243854447,0.26216068,-0.322626969,0.133235614,-0.09809213,0.656120697,-0.094873537,0.666761094,0.069139119,0.753928306,0.419653291,0.04620962,-0.197844396,0.365515053,-0.392265017,0.064122597,0.057718604,0.793637653
6927,ENSGALG00010024744,KLF13,black,0.086042857,0.696270021,0.186960947,0.392994159,0.247600259,0.254670955,0.360040586,0.091499929,0.110055031,0.617149302,0.038275794,0.862344447,0.419786329,0.046133352,0.190517733,0.383889061,-0.255426699,0.239471275,0.503599232,0.014291361
1920,ENSGALG00010008274,NFAT5,black,-0.070800963,0.748197413,0.324307577,0.131110568,0.637288548,0.00107303,0.112304344,0.609928033,0.490532607,0.017479562,0.48532261,0.018901716,0.421217756,0.045318941,0.384913772,0.069731803,0.058503097,0.790892829,0.695980105,0.000226014
573,ENSGALG00010002741,PDK4,black,0.014339815,0.948222354,0.191073613,0.382476949,0.007005709,0.974691518,0.293267174,0.174428283,0.030278536,0.890917108,-0.058063368,0.792431083,0.42276953,0.044448778,0.186300383,0.394698389,-0.354754839,0.096713958,0.298749456,0.166139028
3020,ENSGALG00010012329,ATXN10,black,-0.205949129,0.345794779,0.348070913,0.103618312,0.045094684,0.838111615,-0.210310517,0.3354482,0.126729102,0.564473578,0.171582131,0.433731647,0.423049525,0.04429317,0.048898908,0.824652392,-0.147186156,0.502742853,0.325115611,0.130097561
7816,ENSGALG00010027997,,black,-0.212400905,0.330555369,0.543000481,0.007418444,0.330383495,0.123630934,0.307023826,0.154154239,0.238728882,0.272635254,0.089172517,0.685760386,0.423890449,0.043828381,0.411409442,0.051130583,0.096845882,0.660233162,0.598058154,0.00257668
578,ENSGALG00010002758,GREB1,black,0.693425799,0.000243653,-0.482323066,0.019762059,-0.266093295,0.219729451,-0.071620102,0.745377319,-0.186353894,0.394560178,0.010010072,0.963843956,0.424251216,0.043630153,-0.125497061,0.568296191,-0.58864976,0.003127878,0.02681962,0.903318011
582,ENSGALG00010002767,,black,0.308015914,0.152759284,-0.197031561,0.367528007,-0.251221006,0.247563689,-0.213705723,0.327523078,0.020373887,0.926483513,-0.2016198,0.356249305,0.424906245,0.043272031,-0.197077451,0.367414193,-0.515120868,0.011889872,-0.019057088,0.93122371
7255,ENSGALG00010025787,KCNE4,black,-0.333466379,0.119956078,0.507205586,0.01350055,0.38470094,0.069899576,-0.223621885,0.305028519,0.015660959,0.943459113,0.557842478,0.005676665,0.425964878,0.042698115,0.378389865,0.075015317,-0.053218333,0.809428302,0.34864249,0.103014091
137,ENSGALG00010001142,,black,0.10647976,0.628698168,0.130639233,0.552418353,0.40175963,0.057396372,0.065716183,0.76577169,0.321279043,0.134957753,0.32215562,0.133836019,0.426587795,0.042363209,0.158392031,0.470395087,-0.069830371,0.75154297,0.579394997,0.003763929
698,ENSGALG00010003280,,black,-0.310893171,0.148763993,0.603405615,0.002301763,0.511646598,0.012576249,-0.059460856,0.787545034,0.408700325,0.052833405,0.456241813,0.02865512,0.428326527,0.041439271,0.289901755,0.179656173,0.296496353,0.169511844,0.702086642,0.000188265
413,ENSGALG00010002251,GRK5,black,0.145689735,0.507143317,0.050001347,0.820760735,0.171968472,0.432681424,0.052725884,0.811160707,0.114576928,0.60266762,0.159162919,0.468209711,0.429358478,0.040898424,-0.023195308,0.916335333,-0.30007472,0.164177136,0.495566323,0.016189236
5138,ENSGALG00010019411,LSM5,black,-0.135875777,0.536459665,0.479046277,0.020737813,0.375970886,0.077049418,-0.007382291,0.973331554,0.167598956,0.444638673,0.063556899,0.773269193,0.42994535,0.040593324,0.261113158,0.228807446,-0.086411683,0.695028619,0.420530248,0.045708687
5570,ENSGALG00010021020,ZDHHC13,black,-0.180425148,0.410037455,0.492098686,0.01706948,0.269826114,0.21308431,0.013136241,0.952563209,0.22645106,0.298789322,0.235241934,0.279910579,0.430177269,0.040473248,0.317444346,0.139944074,-0.007505841,0.972885391,0.292360538,0.175826186
2055,ENSGALG00010009011,ACP6,black,-0.262353196,0.226524295,0.389710209,0.066031414,0.315181591,0.142947228,-0.243957429,0.261952904,0.288381485,0.182052787,0.310224894,0.149685288,0.430881176,0.040110509,0.013274363,0.952064982,-0.22167943,0.309358232,0.352303307,0.099205567
3748,ENSGALG00010014889,PVALB,black,0.015393673,0.94442264,0.131039536,0.551190831,-0.147610961,0.501497064,-0.132497718,0.54672988,-0.038913548,0.860072574,-0.023176275,0.91640375,0.431351851,0.039869387,-0.062081911,0.778402006,-0.342574496,0.109562427,0.229091955,0.293037115
817,ENSGALG00010003870,MED4,black,-0.251428832,0.247159688,0.416214459,0.048215357,0.145361309,0.508111607,-0.276154988,0.202127523,-0.086741297,0.693919838,0.102694289,0.6410184,0.433041132,0.039013348,0.255973657,0.238431697,-0.166500824,0.447670928,0.026916618,0.902969943
4366,ENSGALG00010017056,AGTR1,black,0.012627689,0.954397769,0.057782353,0.793414516,-0.047886504,0.828229744,-0.309080836,0.151271843,-0.20265095,0.353742691,-0.029914708,0.89222039,0.436244315,0.037429877,-0.064226843,0.77094087,-0.557674195,0.005694303,-0.220601758,0.311776492
4327,ENSGALG00010016944,,black,0.22316168,0.306050927,-0.207510045,0.342070369,-0.242287747,0.265334647,-0.317796668,0.139480546,-0.103113895,0.639648148,-0.026693473,0.903770705,0.436977281,0.037074762,-0.055643101,0.80091088,-0.484541393,0.019122812,-0.066665406,0.762482162
5905,ENSGALG00010021716,TFCP2L1,black,-0.14531098,0.50826007,0.256163067,0.238072382,-0.093944912,0.669842743,-0.027588042,0.900561076,-0.143749489,0.512876688,-0.125703026,0.56765635,0.43903787,0.03609064,0.156523879,0.475712651,-0.380576779,0.073211548,0.014300464,0.948364257
8299,ENSGALG00010029533,MLXIPL,black,0.021435207,0.922664739,-0.029669399,0.893099273,-0.221377883,0.310033732,-0.40375515,0.056054509,-0.282840769,0.190972978,0.183448298,0.402104034,0.439201193,0.036013529,0.2058164,0.346112575,-0.479089996,0.020724543,-0.315191705,0.142933703
1966,ENSGALG00010008396,LRRTM2,black,-0.140042112,0.523918156,0.276501617,0.201538633,0.278737817,0.197767395,-0.600903649,0.002427126,0.313208113,0.145603605,0.332899574,0.120625703,0.439469578,0.035887096,0.165604361,0.450154367,-0.112982654,0.607757211,0.120442476,0.584097583
5632,ENSGALG00010021137,PLAU,black,0.105790002,0.63093606,0.063112145,0.774815937,-0.166907607,0.446546416,-0.200773077,0.358315334,0.163442932,0.456171715,-0.017482049,0.936896473,0.443040716,0.034237902,-0.084005998,0.70313923,-0.425177505,0.043124402,0.052667701,0.811365445
4736,ENSGALG00010018128,,black,0.061606359,0.780058803,-0.010375556,0.962524724,0.141866655,0.51847015,-0.142730053,0.515901573,-0.018818062,0.932084402,0.16401613,0.45457188,0.44337219,0.034087917,0.273602399,0.206499913,-0.523698178,0.010326038,0.075087888,0.733473947
6875,ENSGALG00010024646,RORA,black,-0.017331498,0.937438867,0.236650877,0.276956326,0.15685689,0.474762528,0.014420096,0.947932861,0.325456085,0.129672409,0.242286925,0.265336318,0.444765678,0.033463073,-0.104240998,0.635973153,-0.131086645,0.551046455,0.532635755,0.008880846
3064,ENSGALG00010012498,KCNT2,black,0.281108472,0.193821942,-0.215348226,0.323729905,-0.441965726,0.034727906,-0.223951985,0.30429645,-0.044823418,0.83907307,-0.220760686,0.311419139,0.447035034,0.032464936,-0.423353597,0.044124663,-0.664476076,0.000543573,-0.065705433,0.765808968
3365,ENSGALG00010013355,FAM171B,black,0.077013598,0.726889195,0.067700917,0.758898131,0.044183285,0.841342791,-0.158690793,0.469547513,0.184292152,0.399904907,0.102231775,0.642530088,0.447146638,0.032416465,-0.204304217,0.349745395,-0.291427281,0.177273198,0.233827821,0.282895543
1867,ENSGALG00010008169,HTR4,black,0.016542434,0.940282084,0.229013457,0.293207094,0.09396374,0.669780212,-0.406372402,0.054331391,0.066970372,0.761426144,0.216135324,0.321921632,0.447363867,0.032322284,0.228305944,0.294741898,0.035002445,0.874021358,0.145783673,0.506866529
5059,ENSGALG00010019123,PLEKHO2,black,-0.02465832,0.911077992,0.269230752,0.214135054,0.366334466,0.08556777,0.041932531,0.84933288,0.130749376,0.552080478,0.137128148,0.532675121,0.448744994,0.031728555,0.303249874,0.159542611,-0.168621422,0.441825144,0.481948987,0.019871538
5215,ENSGALG00010019786,R3HDM1,black,-0.178194411,0.415946227,0.326686413,0.128144418,0.267702251,0.216848512,-0.227105151,0.297358168,0.329800925,0.12433441,0.447493867,0.032266026,0.452949131,0.029974368,0.246822922,0.256213774,-0.220441382,0.312137355,0.228458841,0.294409799
5840,ENSGALG00010021600,FMN1,black,-0.089876027,0.683405597,0.259651602,0.231517875,0.167703902,0.444349458,0.173908613,0.427428054,0.32808222,0.126426657,0.005757553,0.979199496,0.455395295,0.028989779,0.062324523,0.777557118,-0.345506844,0.106360953,0.435801578,0.037645673
2355,ENSGALG00010010099,TNR,black,0.14303105,0.515007562,-0.045214249,0.837687909,-0.224159704,0.303836343,0.042970934,0.845644758,-0.241217025,0.267517859,-0.104171367,0.636199951,0.456343803,0.028615008,0.074199225,0.736518803,-0.497349215,0.015751243,-0.007392492,0.973294717
8037,ENSGALG00010028669,ZBTB34,black,-0.274920022,0.204235052,0.531127963,0.009112184,0.593150386,0.002852944,-0.279740109,0.196092705,0.676383464,0.000394907,0.344971373,0.10694038,0.457940074,0.027993023,0.279541502,0.196423783,-0.013862502,0.949943686,0.46757455,0.024464333
6230,ENSGALG00010022788,CYBRD1,black,-0.055504458,0.801397306,0.188370782,0.389370688,0.162569661,0.458614699,-0.029146354,0.894973623,0.028056633,0.898880413,0.400459941,0.058283542,0.459071933,0.02755857,0.153354467,0.48480352,-0.193778504,0.375647889,0.400138899,0.058504301
3874,ENSGALG00010015306,BCAT1,black,0.001405569,0.994921553,0.323650447,0.131938558,0.247258977,0.255347575,0.143847868,0.512585231,0.10017939,0.649254626,0.084577342,0.701210107,0.459556516,0.027374221,0.229125469,0.292964563,-0.209979086,0.336227904,0.378296064,0.075093429
5202,ENSGALG00010019713,NUDT14,black,-0.086619569,0.694329244,0.266688543,0.218660671,0.214561312,0.325543873,-0.038948346,0.859948641,-0.088787905,0.687048958,-0.039795363,0.856933049,0.459783215,0.027288317,0.349367015,0.10225192,-0.163419751,0.456236474,0.261459617,0.228168026
1814,ENSGALG00010008065,CHMP5,black,-0.204803403,0.348543697,0.312941042,0.145965764,-0.090255783,0.682135662,-0.240458859,0.269070661,0.003010493,0.989123061,0.139496619,0.525552239,0.46028072,0.02710055,0.031980695,0.884823415,-0.397056701,0.060656588,0.08134174,0.712158245
314,ENSGALG00010001713,PNPLA4,black,-0.048347938,0.826598842,0.345079909,0.106822748,0.177639578,0.417423062,-0.188815997,0.388230348,0.360456896,0.091098343,0.32108828,0.135202756,0.460703851,0.026941667,0.043993487,0.842015992,-0.20316968,0.352485627,0.312259669,0.146892624
4671,ENSGALG00010017927,,black,0.28934348,0.180533724,-0.115878509,0.598525665,-0.246388209,0.257079187,-0.121694427,0.580166188,-0.159393425,0.467557266,-0.241054131,0.267850999,0.461989741,0.026463388,-0.11077237,0.614842564,-0.605830194,0.002185554,-0.060508292,0.783887932
586,ENSGALG00010002788,,black,0.411302001,0.051197295,-0.197818144,0.365579964,-0.099100241,0.652801098,-0.188184766,0.389847693,0.059476251,0.787491251,0.077074954,0.726679698,0.463927337,0.025755557,0.020837616,0.924814756,-0.3173987,0.140004208,0.189151578,0.387372064
761,ENSGALG00010003681,NT5C1B,black,-0.062826736,0.775808956,0.300292396,0.163856445,0.390560573,0.065391316,0.09906828,0.652906246,0.117072496,0.594736663,0.240606728,0.268767362,0.463989047,0.025733265,0.374311292,0.078468845,-0.052315066,0.812606592,0.458621113,0.027730963
1272,ENSGALG00010005567,NDST3,black,0.362686555,0.088969846,-0.199272172,0.361994695,-0.369015305,0.08313036,-0.122093483,0.578915485,-0.034160506,0.87702899,0.002258586,0.991839605,0.464643356,0.025497854,-0.169670395,0.438948516,-0.457798009,0.028047938,0.118089598,0.591517022
6313,ENSGALG00010023050,RUFY2,black,-0.240672468,0.26863259,0.444080056,0.033769365,0.274483057,0.204984288,-0.249194645,0.251525268,0.450440385,0.031011599,0.406975457,0.053940223,0.467055924,0.024644708,0.277483305,0.19987713,-0.158719603,0.469465823,0.431450475,0.039819007
1894,ENSGALG00010008218,ARHGAP42,black,-0.081739903,0.710807981,0.221776756,0.309140402,0.363880238,0.087845686,-0.096389919,0.661740172,0.251106199,0.247787052,0.50613173,0.013732192,0.471401786,0.023165742,0.215529747,0.323312339,-0.112376528,0.60969687,0.527465198,0.009694955
3536,ENSGALG00010013942,CACNA2D4,black,-0.157180243,0.473840887,0.159592968,0.466992838,0.046983444,0.831423516,-0.333789752,0.119575254,-0.244854088,0.260148268,0.356588151,0.094881192,0.471735337,0.023055245,0.231102102,0.288705246,-0.447531332,0.032249827,-0.104687589,0.634519304
7054,ENSGALG00010024974,CD44,black,0.104795515,0.634168153,0.061647029,0.779917075,-0.207113033,0.343015394,-0.322277519,0.133680558,0.014629478,0.947177856,0.104942516,0.633689989,0.471874701,0.023009203,-0.275171486,0.203804721,-0.414477899,0.049253623,0.134359809,0.541057475
4188,ENSGALG00010016604,TP53BP2,black,0.089213454,0.685623283,0.239153675,0.271757215,0.33964213,0.112833903,0.281650491,0.19292744,0.183965281,0.400755955,0.093935854,0.669872826,0.472055416,0.022949609,0.416977578,0.047764519,-0.13497101,0.539201558,0.581093457,0.003639679
8423,ENSGALG00010029770,TLCD3A,black,-0.056899068,0.796507621,0.227059176,0.297458622,-0.044915984,0.83874496,-0.057452339,0.794569817,-0.054833386,0.803752758,0.392683015,0.06381435,0.472308382,0.022866399,0.180708473,0.409290311,-0.239536691,0.270967068,0.19188877,0.380411537
7731,ENSGALG00010027863,CHDH,black,0.086733684,0.69394544,0.17468946,0.425323494,0.082003895,0.709913185,-0.227306425,0.296918635,0.154008235,0.482921202,0.175594466,0.422891325,0.473092747,0.022609931,-0.160060199,0.465672601,-0.295266276,0.171373157,0.303060455,0.159816492
553,ENSGALG00010002656,GLRA3,black,-0.135948657,0.536239087,0.190671335,0.38349857,0.021857941,0.921144138,-0.181010308,0.408495178,0.078319866,0.722433141,0.17917599,0.413340507,0.473470557,0.022487225,-0.209785372,0.336684126,-0.545574383,0.007088094,0.138364538,0.528951191
7461,ENSGALG00010027046,HESX1,black,-0.278253325,0.198580377,0.279600834,0.196324837,-0.089218405,0.685606701,-0.397086931,0.060635188,0.046952469,0.831533107,-0.14260076,0.516285826,0.474753014,0.022074697,-0.040306009,0.855115953,-0.559107266,0.005545557,-0.133780778,0.54281843
1360,ENSGALG00010006024,AMER2,black,-0.277817696,0.199313297,0.473178196,0.022582132,0.260670325,0.229626453,-0.009882369,0.964304927,0.089307562,0.685308143,0.343688087,0.108338431,0.475196215,0.021933558,0.323556189,0.132057631,0.082679371,0.707625362,0.411161804,0.051284447
40,ENSGALG00010000312,CABP7,black,-0.257815897,0.234951964,0.391273005,0.0648587,0.474709139,0.022088709,-0.18654442,0.394068301,0.109203665,0.619891576,0.497352242,0.015750508,0.477420844,0.021236052,0.50775608,0.013383048,-0.012982819,0.953116642,0.486849488,0.018475562
4894,ENSGALG00010018540,TNFSF10,black,-0.198663168,0.363493854,0.268686756,0.215098165,0.145648669,0.507264342,-0.247937897,0.254002697,0.27209231,0.209116303,0.235793976,0.27875071,0.477871358,0.021097,0.011273314,0.959284635,-0.275050005,0.204012535,0.144932628,0.50937683
