,geneID,genename,moduleColor,GS.Mass_min,p.GS.Mass_min,MM.blue,p.MM.blue,MM.greenyellow,p.MM.greenyellow,MM.pink,p.MM.pink,MM.tan,p.MM.tan,MM.magenta,p.MM.magenta,MM.black,p.MM.black,MM.brown,p.MM.brown,MM.yellow,p.MM.yellow,MM.grey,p.MM.grey
3511,ENSGALG00010013820,MASP1,brown,-0.289284876,0.180626013,0.584837947,0.003377896,0.506383533,0.013677586,-0.046278022,0.833920118,0.3290841,0.125203966,0.696504597,0.000222532,0.373096157,0.079520564,0.636367932,0.001096802,0.296632262,0.169307056,0.518896848,0.011179059
4921,ENSGALG00010018618,FAHD1,brown,-0.050488613,0.819041963,0.337032591,0.115804675,0.179721677,0.411895797,0.221942215,0.308770298,0.205990266,0.345696319,0.156198973,0.476640578,0.373119629,0.079500148,0.554588483,0.006025911,-0.019613629,0.929219996,0.306546473,0.154828621
7035,ENSGALG00010024928,THAP4,brown,-0.042489042,0.847355921,0.338324246,0.114327185,0.443684285,0.033947177,0.097875211,0.656835813,0.150353174,0.493491818,0.396650031,0.060945041,0.373172991,0.07945375,0.831500546,8.84E-07,0.176589764,0.420225238,0.477623047,0.02117355
7576,ENSGALG00010027287,DHX30,brown,-0.088153102,0.689177588,0.327867718,0.12668955,0.514471739,0.012015723,0.036909695,0.867214441,0.171259627,0.43460938,0.507943621,0.013343209,0.373430038,0.079230533,0.907216588,2.38E-09,0.197360579,0.366712437,0.383940201,0.070501768
4670,ENSGALG00010017922,MERTK,brown,0.107197697,0.626372206,0.240304602,0.269387298,0.693237295,0.000245001,0.110759221,0.614884817,0.389925822,0.065868665,0.648157207,0.000824015,0.373668943,0.079023494,0.738860239,5.66E-05,0.232675279,0.285343094,0.711250676,0.000141898
8054,ENSGALG00010028753,SV2A,brown,0.130073749,0.554154517,0.070103838,0.75059991,0.368951022,0.08318819,-0.001697749,0.993865898,-0.085726542,0.697335282,0.3907562,0.065244733,0.37369735,0.078998903,0.784782122,9.26E-06,0.030623507,0.889681624,0.296850958,0.168977884
4071,ENSGALG00010016245,FAM96A,brown,-0.036441892,0.868883189,0.241643555,0.266646793,0.232996148,0.284660365,-0.139128129,0.526657453,-0.026776382,0.903473173,0.104221092,0.636037987,0.373825629,0.078887929,0.357186977,0.094288164,-0.144723579,0.509994375,0.285673904,0.186375334
4832,ENSGALG00010018406,TMEM260,brown,-0.165790887,0.449637046,0.491684914,0.01717706,0.443961118,0.033822723,0.367199474,0.084775535,0.294707064,0.172224007,0.321780764,0.134314892,0.374043815,0.078699445,0.708050291,0.000156811,0.177027755,0.419054905,0.583365498,0.003478879
6973,ENSGALG00010024826,RBM33,brown,-0.331519378,0.122267594,0.633120889,0.001184276,0.668945354,0.000482934,0.201045475,0.357649916,0.743557022,4.78E-05,0.498187744,0.015548609,0.374100634,0.078650417,0.568840491,0.004618689,0.267946014,0.216414246,0.712527735,0.000136301
3385,ENSGALG00010013388,SOWAHC,brown,-0.070447377,0.749415692,0.225104759,0.301748412,0.410115831,0.051938296,0.136383341,0.534924347,0.001116558,0.995965768,0.230870362,0.289202596,0.374125238,0.078629194,0.763584516,2.24E-05,-0.122088287,0.578931763,0.225451172,0.300985297
6633,ENSGALG00010024008,CCNE1,brown,-0.217616311,0.318535818,0.495897656,0.016107098,0.465804413,0.02508437,-0.051717545,0.814710644,0.227263268,0.297012845,0.295837658,0.170506806,0.374475918,0.078327169,0.620873943,0.001569929,0.1954588,0.371441008,0.430360785,0.040378431
2167,ENSGALG00010009345,ZFAT,brown,-0.193178036,0.377157835,0.428120384,0.04154798,0.437655347,0.036748615,-0.086965776,0.693165065,0.254141393,0.241925835,0.388148268,0.067219585,0.374584845,0.078233533,0.342544899,0.109595095,0.005390246,0.980526227,0.414155287,0.049448406
5572,ENSGALG00010021025,CUEDC2,brown,-0.031458522,0.886692128,0.409615557,0.052253297,0.530078128,0.00927618,0.225398853,0.301100474,0.19611466,0.36980634,0.293325254,0.174338995,0.374859305,0.077997976,0.84271197,4.52E-07,0.14293508,0.515292528,0.4831638,0.019517786
7904,ENSGALG00010028177,COMP,brown,0.087290757,0.69207287,0.291226217,0.17758602,0.319798752,0.136867297,0.222721538,0.307030729,0.222628651,0.30723775,-0.074860604,0.73425233,0.374984501,0.077890702,0.4591537,0.027527394,-0.007349042,0.973451626,0.403235712,0.056401446
3383,ENSGALG00010013383,14-Sep,brown,-0.257431395,0.23567547,0.413882353,0.049613663,0.395000088,0.062126158,-0.158551086,0.469943759,0.43676295,0.037178327,0.329716978,0.124436017,0.375039026,0.077844019,0.420564136,0.045689414,-0.057278251,0.795179424,0.268635305,0.215189405
3222,ENSGALG00010012992,HARS1,brown,-0.052482772,0.812016274,0.327922379,0.126622521,0.497077039,0.015817476,0.067657686,0.759047665,0.149145939,0.497008226,0.458018945,0.027962574,0.37581137,0.077185002,0.885420064,1.98E-08,0.162175948,0.459718333,0.45483442,0.029213223
6201,ENSGALG00010022674,,brown,-0.183755531,0.401302594,0.359211843,0.092303282,0.516141635,0.011694158,-0.065555399,0.766329278,0.039844606,0.856757791,0.392918072,0.063641508,0.375868442,0.077136472,0.875986172,4.34E-08,0.041590295,0.850549079,0.255733137,0.238888477
5078,ENSGALG00010019213,RHBDF1,brown,-0.216314313,0.321511278,0.507668314,0.013401725,0.708965696,0.000152413,0.167810842,0.444054849,0.431995001,0.03954175,0.485839004,0.018756709,0.37602344,0.077004788,0.744057963,4.70E-05,0.152041534,0.48859479,0.64775936,0.000832167
7725,ENSGALG00010027826,ARHGEF11,brown,-0.053472385,0.8085349,0.349902974,0.101690792,0.478176056,0.021003372,0.180539207,0.409736584,0.190829696,0.383096213,0.385533106,0.069245329,0.37625824,0.076805629,0.910264386,1.70E-09,0.165315991,0.450954762,0.441733967,0.034834269
588,ENSGALG00010002796,PRDM8,brown,-0.321399248,0.134803534,0.448579176,0.031799377,0.403505665,0.056220936,0.045303107,0.83737305,0.018382522,0.933652892,0.174897536,0.424763629,0.376508657,0.076593653,0.752403558,3.45E-05,-0.095868586,0.66346479,0.140150814,0.523592817
4999,ENSGALG00010018958,PELI3,brown,-0.016752787,0.939524053,0.247814981,0.254245843,0.308312181,0.152344439,-0.045217621,0.83767596,0.160196052,0.465289087,0.105305733,0.632509127,0.376555464,0.076554081,0.456111326,0.028706504,-0.261395717,0.22828587,0.154907666,0.480337598
5666,ENSGALG00010021193,USP37,brown,-0.264899271,0.2218838,0.598923928,0.002530373,0.650689638,0.000773717,0.232875954,0.284915986,0.509762269,0.012961886,0.40659551,0.054186419,0.376610398,0.076507656,0.593806913,0.002814598,0.262784951,0.225732895,0.705302375,0.000170685
3710,ENSGALG00010014734,ZUP1,brown,-0.070485345,0.749284845,0.426009917,0.042673832,0.666483928,0.000515565,0.140490818,0.522575824,0.535345823,0.008477251,0.483745514,0.019350204,0.37666155,0.076464447,0.539116602,0.007941042,0.180822977,0.408988569,0.79416239,6.07E-06
1550,ENSGALG00010007033,CEBPZOS,brown,-0.204827347,0.348486117,0.497637432,0.015681353,0.441862027,0.034775465,0.131780769,0.54892114,0.282687206,0.19122437,0.276232368,0.201995962,0.376811324,0.076338037,0.459184644,0.027515603,-0.066822999,0.761936407,0.473767383,0.022391198
7361,ENSGALG00010026234,ZDHHC5,brown,-0.156559402,0.475611255,0.38462972,0.069955787,0.53517594,0.008502097,0.026556957,0.904260641,0.237083913,0.27605231,0.529791327,0.009321402,0.376841948,0.07631221,0.903796202,3.43E-09,0.21071546,0.334497021,0.409273511,0.052469518
1935,ENSGALG00010008318,ADPRH,brown,-0.223156305,0.30606288,0.440747848,0.035289722,0.514104947,0.012087318,0.204798102,0.348556445,0.130366732,0.553254684,0.464728774,0.02546725,0.377032712,0.076151473,0.844792337,3.97E-07,0.116122416,0.597750825,0.404985952,0.055239015
6984,ENSGALG00010024846,LMO2,brown,-0.14427535,0.5113197,0.377395869,0.075846187,0.353979219,0.097497189,-0.131619633,0.549414183,0.256606235,0.237233068,0.246576587,0.256703939,0.377155107,0.076048479,0.476946181,0.021383355,-0.00282326,0.989799502,0.141463389,0.519671946
3179,ENSGALG00010012900,RBX1,brown,-0.366690135,0.085241355,0.66245697,0.000573049,0.491681002,0.01717808,0.185910744,0.39570558,0.218467442,0.316599787,0.263995902,0.223523007,0.377199789,0.076010906,0.604756417,0.002236391,0.148008287,0.500333233,0.500821419,0.014925931
2718,ENSGALG00010011381,C1H12orf29,brown,-0.277382026,0.200048114,0.436037189,0.037530711,0.210303602,0.335464457,0.029233048,0.894662917,0.183242076,0.40264248,-0.014398314,0.948011407,0.377357316,0.075878552,0.532125578,0.008958572,-0.003024242,0.989073389,0.310272736,0.149619199
5245,ENSGALG00010019926,KIF7,brown,-0.265962253,0.219965205,0.52307326,0.01043393,0.665355601,0.000531147,-0.061932978,0.778920782,0.334897181,0.118277724,0.540588455,0.007739519,0.37764176,0.075640005,0.838843836,5.73E-07,0.218855809,0.315718768,0.485409791,0.018877172
4550,ENSGALG00010017629,ZBTB8AL,brown,-0.141563637,0.519373068,0.385495743,0.069274604,0.392468513,0.063972389,0.108387237,0.622525926,0.130841984,0.551796464,0.359477994,0.092044715,0.377652759,0.075630793,0.79966033,4.68E-06,0.08228944,0.708945753,0.330354994,0.123665282
5411,ENSGALG00010020537,CCDC167,brown,-0.207028384,0.343217087,0.440069954,0.035605536,0.366922734,0.085028393,-0.00343795,0.987578764,0.310736683,0.148979369,0.550731232,0.006462921,0.377722051,0.075572772,0.637683417,0.00106297,0.18366766,0.401531721,0.373048516,0.079562013
3168,ENSGALG00010012877,SLC25A32,brown,-0.262036931,0.227105164,0.403709519,0.05608492,0.21770003,0.318345068,-0.016042831,0.942082657,0.14957575,0.495754864,0.038991928,0.859793432,0.377751736,0.075547927,0.305074972,0.15692054,0.001325329,0.995211465,0.343989845,0.108008489
4802,ENSGALG00010018347,CTXN2,brown,-0.130759094,0.552050671,0.348907716,0.1027346,0.311993465,0.147255865,0.124395656,0.571723155,-0.04489065,0.838834758,0.144072774,0.511919224,0.378376864,0.07502614,0.60232755,0.00235509,0.057989386,0.79268996,0.387261286,0.067901527
6083,ENSGALG00010022255,NOC4L,brown,-0.305556986,0.156233124,0.682134332,0.000336698,0.628991654,0.001304068,0.092125347,0.675895895,0.582535769,0.003536894,0.367380842,0.084610125,0.37839769,0.075008804,0.552668262,0.006240279,0.266474562,0.219044479,0.67028913,0.000465883
7638,ENSGALG00010027471,SDHC,brown,-0.089287148,0.6853765,0.411337547,0.051175216,0.441500723,0.034941574,0.202815261,0.353344224,0.079526969,0.718323102,0.205103343,0.347822818,0.378425122,0.074985974,0.826119972,1.20E-06,0.107926135,0.624015734,0.425970124,0.042695286
3489,ENSGALG00010013719,NCDN,brown,0.088937859,0.686546464,0.192672361,0.378432101,0.400941221,0.057953798,-0.033819802,0.878246546,-0.020572083,0.925770255,0.513387923,0.012228285,0.378440006,0.074973588,0.656171562,0.000673786,-0.007969368,0.971211567,0.294548977,0.172465069
8294,ENSGALG00010029525,SLC38A10,brown,0.136310994,0.53514306,0.115169234,0.60078127,0.462662488,0.026215883,0.024080919,0.913152468,0.223328973,0.305679019,0.617661854,0.001687186,0.37877492,0.074695311,0.614649627,0.001803834,0.128228345,0.55983746,0.569033299,0.00460173
7364,ENSGALG00010026249,YPEL4,brown,0.017250625,0.937730243,0.256532155,0.237373234,0.3166195,0.141033564,0.171222085,0.434711616,-0.065264356,0.767338876,0.207733763,0.341538523,0.378930806,0.074566053,0.732916345,6.96E-05,0.08306666,0.706314723,0.34913212,0.102498564
6802,ENSGALG00010024498,CCDC102A,brown,0.065093579,0.767931453,0.289926371,0.179617547,0.483488234,0.019424178,0.053696481,0.807747033,0.087914428,0.689978506,0.345683505,0.106170297,0.379031532,0.074482623,0.740703639,5.30E-05,0.12072998,0.583193742,0.416804318,0.047866589
6182,ENSGALG00010022599,RNLS,brown,-0.21376876,0.327377011,0.509410749,0.013034887,0.536235856,0.008348062,0.041689276,0.850197296,0.251437268,0.247143297,0.541149412,0.007663838,0.379366459,0.074205715,0.681980026,0.000338157,0.158393348,0.470391349,0.517249503,0.011484744
7663,ENSGALG00010027568,NELFB,brown,-0.287729845,0.183086752,0.560261516,0.005428123,0.5671003,0.004774134,0.280826137,0.194288999,0.271127815,0.210798983,0.325867011,0.129160615,0.37965097,0.073971102,0.804432109,3.72E-06,0.162791776,0.457992688,0.552479605,0.006261678
8047,ENSGALG00010028740,DAZAP1,brown,-0.275538187,0.203178282,0.513511735,0.012203847,0.691289032,0.000259313,0.041248774,0.85176307,0.235001544,0.2804166,0.504673472,0.014051944,0.379706381,0.073925474,0.838725928,5.77E-07,0.147458157,0.501945006,0.44639496,0.032744039
3908,ENSGALG00010015521,DKC1,brown,-0.516090896,0.011703823,0.745177515,4.51E-05,0.705261589,0.000170899,-0.033599824,0.879032814,0.376161117,0.076887963,0.531980698,0.008980747,0.380218341,0.073504914,0.733401584,6.84E-05,0.216171871,0.321837819,0.555645947,0.005910504
4493,ENSGALG00010017519,NTN3,brown,0.247826008,0.254224025,-0.092401683,0.674975346,0.224583645,0.302898623,-0.007982896,0.971162717,-0.0134744,0.951343455,0.120341903,0.5844139,0.380452417,0.073313232,0.48897789,0.01789454,-0.261601209,0.227907046,0.136298875,0.535179703
4361,ENSGALG00010017017,RMND5A,brown,-0.140949728,0.521204661,0.352427443,0.099078273,0.317134314,0.140352871,-0.132142015,0.547816536,0.009744869,0.964801279,0.251027722,0.247939809,0.380482845,0.073288344,0.654912391,0.000695699,-0.014478042,0.947723908,0.142136748,0.517665976
7151,ENSGALG00010025348,HIPK1,brown,0.120552435,0.583751828,0.228363902,0.294615983,0.644130978,0.000909755,0.195181814,0.372132614,0.218809691,0.31582331,0.497743452,0.015655708,0.380562549,0.073223178,0.700034905,0.000200286,0.201191417,0.357293703,0.661755664,0.000583604
5752,ENSGALG00010021414,BUD31,brown,-0.191368735,0.381728447,0.468221686,0.02424075,0.60814819,0.002079143,0.067182443,0.76069204,0.125891307,0.567071728,0.373356583,0.079294272,0.38078846,0.073038714,0.76214849,2.37E-05,0.069172105,0.75381443,0.492364792,0.017000582
4329,ENSGALG00010016949,,brown,-0.323688222,0.13189086,0.558274537,0.00563159,0.63610309,0.001103724,0.11735639,0.593837248,0.425543604,0.042925782,0.330398862,0.123612416,0.380846312,0.072991532,0.769362324,1.78E-05,0.113785051,0.605193402,0.460446004,0.027038399
2513,ENSGALG00010010761,MEI1,brown,-0.375558706,0.077400127,0.444684337,0.033499296,0.526449872,0.009861832,0.008530156,0.969186686,0.368056932,0.083995651,0.421531317,0.045142047,0.380908487,0.07294085,0.460074711,0.027178176,-0.182640385,0.40421578,0.292549714,0.175533867
5661,ENSGALG00010021186,SWT1,brown,-0.169159539,0.440348203,0.348386827,0.103284034,0.409442142,0.052362834,-0.107209757,0.626333163,0.109003187,0.620538037,0.393555764,0.063174406,0.381916374,0.072122994,0.538529205,0.008022672,-0.179812799,0.411654821,0.275660663,0.202969343
7234,ENSGALG00010025642,RPS8,brown,-0.162451255,0.458946463,0.478995341,0.020753281,0.552844334,0.006220362,0.171828231,0.433062496,0.165603911,0.450155616,0.198741514,0.36330079,0.381997989,0.072057072,0.737541028,5.92E-05,0.060127579,0.785216677,0.560969491,0.005357127
7835,ENSGALG00010028043,NT5DC2,brown,-0.328458472,0.125966475,0.612962658,0.001872106,0.46832818,0.024204114,0.012804038,0.953761576,0.510334635,0.012843739,0.403710787,0.056084075,0.382253129,0.071851287,0.539148567,0.00793662,0.285226705,0.187095969,0.630054659,0.001272282
8381,ENSGALG00010029697,GIT1,brown,-0.083660452,0.704306816,0.300060961,0.16419742,0.466783868,0.024739753,0.037626074,0.864660033,0.017152498,0.938083789,0.341760085,0.110463968,0.382281667,0.071828298,0.905079447,2.99E-09,0.056980184,0.796223443,0.253407275,0.243335119
4173,ENSGALG00010016558,NR2F2,brown,-0.312897395,0.146025011,0.518581588,0.011237036,0.614070696,0.001827021,-0.048563939,0.825835642,0.246269801,0.257315236,0.429730059,0.04070504,0.382434472,0.071705295,0.838216842,5.95E-07,0.088478384,0.688086563,0.434211956,0.038428565
3091,ENSGALG00010012631,GLRX2,brown,-0.139059309,0.526863987,0.536908279,0.008251544,0.653101078,0.000728294,0.280722576,0.194460507,0.321253124,0.134991023,0.397139266,0.060598153,0.382992083,0.071257794,0.675615604,0.0004033,0.085550162,0.69792952,0.600510898,0.00244732
1832,ENSGALG00010008105,MMUT,brown,-0.038156305,0.862770223,0.378594352,0.074845246,0.388288057,0.067112588,0.07692976,0.727175486,0.227932129,0.295554824,0.121533561,0.580670699,0.383049307,0.07121199,0.634837967,0.001137304,0.177528892,0.417718025,0.426972257,0.042157535
4747,ENSGALG00010018172,ACTL6A,brown,-0.145953039,0.506367673,0.473717801,0.022407215,0.653662366,0.000718056,0.137026754,0.532981058,0.431598343,0.039743566,0.576365049,0.003994443,0.383183034,0.071105038,0.628727996,0.001312055,0.130071004,0.554162949,0.715583733,0.000123681
8345,ENSGALG00010029619,,brown,-0.000145354,0.999474819,0.199905106,0.360440436,-0.002100501,0.99241076,-0.04528633,0.837432495,-0.088013647,0.689645519,0.15397152,0.483026815,0.383253135,0.071049021,0.316999795,0.140530507,-0.132651864,0.546259279,0.146211993,0.505605408
346,ENSGALG00010001866,PUS7L,brown,-0.027076601,0.902395897,0.421902427,0.044933385,0.417656031,0.047366461,0.129224002,0.556768071,0.316902187,0.140659502,0.539606118,0.007873542,0.383316882,0.070998111,0.6841317,0.000318297,0.274448523,0.205043581,0.660383089,0.000604747
936,ENSGALG00010004369,,brown,-0.124925842,0.570072372,0.305388846,0.156472673,0.378162156,0.075205046,0.036104121,0.870088423,-0.112657649,0.608796941,0.216504539,0.321075508,0.383381279,0.07094671,0.816103014,2.06E-06,-0.144573742,0.510437228,0.153493695,0.48440235
8269,ENSGALG00010029446,PRPSAP1,brown,0.458247321,0.027874553,-0.044667083,0.839627274,0.137679529,0.531012877,0.333667909,0.119718641,-0.00787195,0.971563338,0.167366403,0.445279909,0.383763972,0.07064183,0.513349434,0.01223589,0.02446767,0.911762897,0.564883305,0.004978493
6620,ENSGALG00010023979,FAM118B,brown,-0.046469331,0.833242889,0.406547285,0.05421773,0.52512986,0.010082321,0.207758588,0.341479538,0.235191122,0.28001749,0.431023497,0.040037478,0.383958939,0.070486888,0.609736377,0.002008801,0.127962759,0.560657485,0.610253503,0.001986337
7713,ENSGALG00010027731,OLFML2A,brown,0.154495825,0.481519739,0.064022838,0.771649668,0.276667188,0.201257753,-0.087032889,0.692939464,0.107456858,0.625533423,0.615193013,0.001782299,0.384271757,0.07023883,0.531919701,0.008990096,-0.056867335,0.796618797,0.340647767,0.111704038
6582,ENSGALG00010023841,OSBPL7,brown,-0.189896708,0.385470153,0.377222482,0.075991828,0.401171094,0.05779681,-0.058900539,0.789503153,-0.07125307,0.74664053,0.389620664,0.066099095,0.38445479,0.070093996,0.883926481,2.25E-08,0.064908695,0.768573123,0.214461738,0.325773844
1071,ENSGALG00010005123,MTIF3,brown,0.12715002,0.563170244,0.233184071,0.284260986,0.468093022,0.024285072,0.354286381,0.097186454,0.270163227,0.212490876,0.2042472,0.349882808,0.384643922,0.069944575,0.534427234,0.008612315,-0.017767696,0.935867441,0.628160431,0.001329392
5475,ENSGALG00010020700,MTHFD2,brown,0.066955696,0.761476955,0.035746175,0.871365953,0.15966683,0.466784001,-0.14399652,0.512144984,-0.225051974,0.301864797,0.295556439,0.170932821,0.38468231,0.069914277,0.498073295,0.01557614,-0.177750365,0.417127943,0.142595718,0.516300814
8205,ENSGALG00010029316,INTS2,brown,-0.204667721,0.348870085,0.539348505,0.007909005,0.661748839,0.000583707,0.290068133,0.179395213,0.498265597,0.015529903,0.335421831,0.117666596,0.384997013,0.069666268,0.682230177,0.000335794,0.211689378,0.332215965,0.746968249,4.22E-05
354,ENSGALG00010001895,P4HA3,brown,-0.137177603,0.532525929,0.414464363,0.049261783,0.593305885,0.002843822,0.149583746,0.495731563,0.290211326,0.179170828,0.578501035,0.003830746,0.385583068,0.069206198,0.891036617,1.20E-08,0.173131535,0.429528023,0.590524559,0.003010752
696,ENSGALG00010003273,NFIX,brown,-0.173575846,0.428326643,0.438577857,0.036308531,0.623080973,0.001493447,0.038464852,0.861670854,0.128996958,0.557467326,0.446504643,0.032696077,0.385742689,0.069081292,0.919476341,5.68E-10,0.166776594,0.446908426,0.426528458,0.042395022
2301,ENSGALG00010009731,NMI,brown,-0.141407845,0.519837579,0.303766676,0.15879704,0.272966146,0.207599593,-0.322623912,0.133239502,0.146191371,0.505666091,0.460733196,0.026930676,0.385818952,0.069021675,0.381796436,0.072219952,-0.131702793,0.549159705,0.244311311,0.261239719
620,ENSGALG00010002937,GALNT7,brown,0.079519074,0.718349959,0.261830776,0.227484329,0.352076666,0.099438286,0.083412578,0.705144772,0.192817286,0.37806665,0.196585853,0.368634498,0.385863178,0.068987121,0.376901234,0.076262228,0.067579708,0.759317404,0.474453609,0.022170457
3228,ENSGALG00010013008,C4HXorf56,brown,-0.222438919,0.307660882,0.494104902,0.016555597,0.520254155,0.010932248,0.138329998,0.529055057,0.112443354,0.609482895,0.449698671,0.031323658,0.385877871,0.068975644,0.847698825,3.30E-07,0.192870417,0.377932722,0.53235832,0.008923044
3193,ENSGALG00010012934,NDUFA1,brown,-0.046990588,0.83139824,0.354403437,0.097068228,0.441163642,0.035097112,0.062166307,0.778108072,-0.021291773,0.92318074,0.313851457,0.144733823,0.386095673,0.068805685,0.80909614,2.95E-06,0.010322849,0.962714968,0.387613078,0.067630429
5804,ENSGALG00010021516,SRSF5,brown,-0.284025463,0.189041131,0.615808215,0.001758182,0.531270743,0.009090066,-0.091705219,0.677296317,0.463632484,0.025862282,0.531517775,0.009051904,0.386193765,0.068729245,0.538012769,0.008095014,0.154893937,0.480376983,0.43755043,0.036798932
397,ENSGALG00010002149,SLC51AL,brown,-0.031633583,0.886065567,0.251262171,0.247483634,0.18802213,0.390265013,-0.036390481,0.869066614,-0.169083495,0.440556757,0.10072567,0.647462152,0.386249964,0.06868548,0.227332432,0.296861872,-0.185357376,0.397138471,0.269165007,0.214251297
8275,ENSGALG00010029473,COG1,brown,-0.279469655,0.196543645,0.531126702,0.009112379,0.6204518,0.001584932,0.187670781,0.391167427,0.310409694,0.149430117,0.502783575,0.014475363,0.386547095,0.06845444,0.891796952,1.12E-08,0.27175638,0.209701348,0.549329475,0.00662813
4138,ENSGALG00010016454,,brown,-0.283388274,0.190078512,0.533430179,0.008760926,0.557531977,0.005709244,-0.150723093,0.492416803,0.285904811,0.186003984,0.559869094,0.005467813,0.386550408,0.068451867,0.597613982,0.002600714,0.145130061,0.508793931,0.334634844,0.118584165
4292,ENSGALG00010016889,FUNDC2,brown,-0.304565302,0.157649703,0.448177002,0.03197167,0.556358994,0.005833729,-0.208953817,0.338646725,0.132148178,0.547797703,0.627733581,0.001342559,0.38672697,0.068314862,0.608334241,0.002070796,0.055228745,0.802364854,0.372839159,0.079744352
5523,ENSGALG00010020890,RPS15A,brown,-0.204772391,0.348618282,0.535362856,0.008474763,0.641219996,0.000976407,0.121513853,0.580732518,0.269912793,0.21293162,0.352853229,0.098642572,0.386783075,0.06827137,0.765454605,2.08E-05,0.147927679,0.500569238,0.62518991,0.001423353
27,ENSGALG00010000210,CCDC157,brown,-0.009051358,0.967304909,0.286064573,0.185747349,0.31275944,0.146212388,0.114800329,0.601955852,-0.042779094,0.846325885,0.319782187,0.136888774,0.386814077,0.068247348,0.743382067,4.81E-05,0.039762274,0.857050818,0.292853161,0.175065675
3784,ENSGALG00010015025,TRAF3IP1,brown,-0.125665423,0.567773142,0.400858337,0.058010482,0.415760144,0.048485327,0.0086356,0.968805972,0.521926504,0.01063433,0.271475426,0.210191492,0.387189936,0.067956611,0.525158575,0.010077481,0.15861424,0.469764617,0.48522882,0.018928151
4536,ENSGALG00010017599,KCNK13,brown,-0.295228565,0.171430443,0.473578783,0.022452175,0.613297865,0.001858368,-0.072947402,0.740814465,0.306987461,0.154205541,0.268397322,0.215611767,0.387264135,0.067899327,0.515353285,0.011845075,-0.216718465,0.320585875,0.278693625,0.197841455
7093,ENSGALG00010025161,,brown,0.020111804,0.92742677,0.285995763,0.185857854,0.215667075,0.322996648,0.193341184,0.376747238,-0.054741597,0.804075065,-0.024810575,0.910531067,0.387562546,0.067669319,0.514612339,0.011988372,-0.199213344,0.36213935,0.315689921,0.142268612
7497,ENSGALG00010027137,FKBP8,brown,-0.108434811,0.622372296,0.407116632,0.053848966,0.564477131,0.005016715,0.109228828,0.619810455,0.087534577,0.691253834,0.507815746,0.013370363,0.387594581,0.067644663,0.950003322,4.37E-12,0.20809072,0.340690946,0.467484472,0.024495585
5037,ENSGALG00010019049,POLD2,brown,-0.389647466,0.066078832,0.531662618,0.00902959,0.440535091,0.035388601,-0.149471639,0.496058317,0.152131674,0.488334025,0.525865286,0.009958983,0.38779728,0.067488809,0.784799095,9.25E-06,0.088583186,0.687735174,0.246081083,0.257691734
3855,ENSGALG00010015193,LYPLA2,brown,-0.178009992,0.416436787,0.42973147,0.040704307,0.511539703,0.012597871,0.086266664,0.695516634,0.025325488,0.908681708,0.434344092,0.038363004,0.387829106,0.067464363,0.942665203,1.78E-11,0.158403745,0.47036184,0.362423349,0.089219161
7477,ENSGALG00010027098,EXOG,brown,-0.197863105,0.365468794,0.492157971,0.017054111,0.628879682,0.001307455,0.075784619,0.731089427,0.428185389,0.041513676,0.312325767,0.146802529,0.387940692,0.067378706,0.671137587,0.000455387,0.056358896,0.798400667,0.64269944,0.000942028
8307,ENSGALG00010029547,,brown,0.01013997,0.963375073,0.121928856,0.579431309,0.288927666,0.181189252,0.003530524,0.987244322,0.00885421,0.968016683,0.337996911,0.114700309,0.388680498,0.066812901,0.759399737,2.64E-05,-0.051101027,0.816882886,0.21250812,0.330305579
3671,ENSGALG00010014512,HMGN4,brown,-0.315351518,0.142720122,0.649601599,0.000794994,0.763378025,2.26E-05,0.109065133,0.620338258,0.575798231,0.004038855,0.455373558,0.028998413,0.388919065,0.066631219,0.713690253,0.000131374,0.236713615,0.276825236,0.71376856,0.000131048
7634,ENSGALG00010027445,PPM1M,brown,-0.231535794,0.287775913,0.501828163,0.014693346,0.748343694,4.02E-05,-0.123466825,0.574620222,0.385841857,0.069003778,0.70377561,0.000178845,0.388944094,0.06661218,0.689731157,0.000271274,0.17700551,0.419114301,0.515950849,0.011730535
5852,ENSGALG00010021619,FHOD1,brown,-0.273554755,0.206582124,0.474456552,0.022169514,0.578291464,0.003846554,-0.087617558,0.690975158,0.277356725,0.200090844,0.357485283,0.093993776,0.388960971,0.066599344,0.704126805,0.000176939,0.014211397,0.948685448,0.365541339,0.086299027
7466,ENSGALG00010027076,VDHAP,brown,-0.307476975,0.153515967,0.599750957,0.002486799,0.522189076,0.010588167,0.109271344,0.6196734,0.22598111,0.299820198,0.428137153,0.041539128,0.389132695,0.066468848,0.738682032,5.69E-05,0.116407194,0.59684668,0.460902507,0.026867331
4770,ENSGALG00010018276,ARHGAP17,brown,-0.365039405,0.086764216,0.629944385,0.001275548,0.572222397,0.004328703,-0.037721242,0.864320791,0.670809549,0.00045942,0.451208937,0.03069086,0.389240539,0.066386995,0.513544397,0.012197407,0.138247392,0.529303501,0.527515457,0.009686755
8186,ENSGALG00010029291,RNFT1,brown,-0.53346008,0.008756438,0.666627233,0.000513614,0.66715321,0.000506509,-0.248464708,0.252962285,0.502217412,0.014604216,0.563541225,0.005105722,0.389830676,0.065940445,0.432153428,0.039461369,0.141786739,0.518708208,0.445964472,0.03293282
