"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GSF2960.NOF1.POA","GSF2960.NOF10.POA","GSF2960.NOF11.POA","GSF2960.NOF12.POA","GSF2960.NOF2.POA","GSF2960.NOF3.POA","GSF2960.NOF4.POA","GSF2960.NOF5.POA","GSF2960.NOF6.POA","GSF2960.NOF7.POA","GSF2960.NOF8.POA","GSF2960.NOF9.POA","GSF2960.NOM1.POA","GSF2960.NOM10.POA","GSF2960.NOM11.POA","GSF2960.NOM12.POA","GSF2960.NOM2.POA","GSF2960.NOM3.POA","GSF2960.NOM4.POA","GSF2960.NOM5.POA","GSF2960.NOM6.POA","GSF2960.NOM7.POA","GSF2960.NOM8.POA","GSF2960.NOM9.POA"
"449","ENSGALG00010014153",1355.81361420978,-0.894295204403821,0.0480456004708436,-18.6134671154026,2.49909991434447e-77,2.64291175486993e-74,1036,813,963,1051,950,709,857,924,961,1035,1010,1094,1830,1943,1994,1644,1908,1886,1254,1891,1896,1642,1334,2021
"450","ENSGALG00010014167",337.63636701867,-1.04060675569188,0.0968699076241439,-10.7423118408396,6.4410943087609e-27,5.42965580389967e-25,225,214,244,220,228,160,189,177,271,232,232,326,468,424,513,461,549,466,322,413,426,423,417,505
"451","ENSGALG00010014170",668.650962234789,-0.860759669556004,0.0614214401703027,-14.0139936017355,1.2799991582068e-44,2.18973973638524e-42,586,426,529,471,553,397,435,461,520,509,494,584,828,898,856,695,933,941,731,888,948,693,674,1045
"452","ENSGALG00010014176",507.688795718688,-1.29494731506304,0.118947832931637,-10.8866827007036,1.33411660116714e-27,1.16690063318627e-25,476,246,314,304,353,283,261,274,311,358,331,427,623,596,790,502,824,771,830,720,804,428,578,773
"453","ENSGALG00010014184",625.090556216443,-0.806304745437464,0.0571316466052741,-14.1131018156762,3.15394403689477e-45,5.55906530018134e-43,551,380,534,533,474,394,367,443,544,461,524,539,842,696,875,678,867,777,669,770,919,599,714,917
"454","ENSGALG00010014190",53.228769011172,-0.75882884279275,0.17068688387173,-4.44573610801287,8.75914184335763e-06,0.000259275056141932,53,27,46,48,48,29,31,41,46,29,44,34,93,52,104,64,98,66,44,55,70,49,53,68
"455","ENSGALG00010014197",4779.77623092333,-0.332881169312919,0.0673092874649528,-4.9455458800726,7.59307836415887e-07,2.43334106364353e-05,4907,3780,4276,4242,4917,3359,3406,3739,5171,4951,5140,5045,5515,4716,6085,4522,6293,5127,3460,5630,6226,4400,5385,5546
"456","ENSGALG00010014203",282.803878168603,-0.605247714747371,0.113815141409603,-5.31781366917762,1.05021535417948e-07,3.5932809456382e-06,314,229,205,244,224,181,148,180,292,281,217,275,410,306,373,316,409,360,254,304,390,230,279,429
"457","ENSGALG00010014220",112.90535576605,-0.721367417130924,0.117904753239462,-6.11822167733851,9.46253741748739e-10,3.644956880054e-08,80,68,87,86,75,56,93,91,90,108,78,95,182,153,160,128,162,172,114,132,120,135,107,139
"458","ENSGALG00010014263",115.45551097595,-0.528315310514244,0.102805406930064,-5.13898370027991,2.76228355846506e-07,9.18104132446401e-06,124,89,91,98,96,91,81,106,89,105,99,106,130,132,137,120,162,147,114,116,172,98,125,150
"459","ENSGALG00010014265",2295.23015880384,-0.35306679828955,0.0755579811645922,-4.67279290483482,2.97131331923737e-06,9.21741009138356e-05,2274,1858,2264,2485,1807,1648,1883,2023,2012,2327,2276,1825,2577,2694,2649,2099,2383,3005,2192,2722,3129,2142,1950,3186
"460","ENSGALG00010014292",218.539197039001,-0.913187057078245,0.0991065971584787,-9.21419040972613,3.13636080319236e-20,2.00468600129323e-18,182,123,183,141,164,117,111,168,194,133,203,198,308,291,272,280,325,244,206,324,326,211,260,306
"461","ENSGALG00010014323",108.526604593413,-0.853277359520396,0.153374179405155,-5.56337033280138,2.64613502417413e-08,9.35637955508136e-07,93,69,95,107,72,45,83,56,89,72,111,98,154,160,149,140,133,133,103,193,134,64,121,154
"462","ENSGALG00010014334",5217.27195379486,-0.593370184184924,0.103620006686848,-5.72640557704421,1.02580813931314e-08,3.71751591421487e-07,5523,3746,4218,4674,4187,3011,3661,3167,6496,4691,4970,3933,7759,4897,6417,5869,6854,6198,4637,7278,6094,5581,6140,5924
"463","ENSGALG00010014350",49.6734715129852,-0.761143219346116,0.192247078115714,-3.95919265357044,7.52035555375782e-05,0.0020392609826775,41,31,42,40,53,32,19,48,42,35,36,42,87,45,73,30,86,71,35,61,91,43,57,72
"464","ENSGALG00010014371",505.32035641987,-0.997035873141494,0.0850131211074198,-11.7280233939614,9.15720943528793e-32,9.42706348324818e-30,357,268,401,372,380,287,296,268,377,459,377,377,678,640,691,478,726,803,492,594,767,595,634,872
"465","ENSGALG00010014372",290.869001665201,-0.919676165222485,0.0956680527255801,-9.61320042606635,7.03283269845216e-22,4.84100253142568e-20,298,196,210,217,182,171,171,177,180,204,209,245,422,382,426,366,421,351,329,421,444,307,267,394
"466","ENSGALG00010014397",1353.13363078985,-0.87698610567209,0.0549071578768126,-15.972163549963,1.99735758398913e-57,8.01215888777432e-55,1167,781,1043,1057,1025,894,764,872,1053,987,1062,1053,1789,1662,1890,1513,2020,2016,1417,1645,2086,1385,1576,1810
"467","ENSGALG00010014427",281.020802079939,-0.821473944077903,0.103800178504115,-7.91399355874265,2.49261201833155e-15,1.28303343403765e-13,260,167,175,243,227,231,177,162,188,234,222,209,342,316,432,290,413,444,271,343,450,262,323,394
"468","ENSGALG00010014476",102.83453772186,-0.801823212407602,0.154605698207565,-5.18624618434904,2.14575123478753e-07,7.19352279950529e-06,82,65,78,75,59,36,70,72,103,86,79,80,193,123,132,147,147,123,132,103,132,128,100,113
"469","ENSGALG00010014537",169.824043182635,-0.807201241499423,0.119231643413796,-6.77002529184313,1.28759884686841e-11,5.48668036103306e-10,141,110,123,110,106,91,112,121,81,119,142,172,218,279,238,215,212,239,188,195,250,218,162,222
"470","ENSGALG00010014539",1576.11405874881,-0.423823250409675,0.0771197305667971,-5.49565263382995,3.89268084237848e-08,1.35579509698769e-06,1456,1014,1442,1330,1485,1088,1190,1247,1396,1415,1503,1930,1810,1892,2288,1461,2145,2174,1203,1812,1870,1457,1543,2074
"471","ENSGALG00010014570",205.149844041814,-0.665291035857143,0.131142598279408,-5.07303534157296,3.91519750030066e-07,1.29390603752834e-05,212,133,172,177,131,116,118,187,144,181,148,160,328,281,335,254,296,267,217,229,238,195,133,301
"472","ENSGALG00010014579",1625.19872118852,-0.505995657051805,0.0856822278185084,-5.90549137125149,3.51597190293958e-09,1.31093913932359e-07,1529,1123,1276,1301,1501,1404,1158,1386,1379,1678,1370,1448,1767,1766,2185,1534,2280,2245,1251,1786,2236,1570,1657,2444
"473","ENSGALG00010014592",1077.46775112776,-1.18652351076153,0.144686085906066,-8.20067460759046,2.39041758824162e-16,1.29338268855883e-14,792,885,819,819,591,396,743,494,929,754,1041,701,1259,1290,1321,1101,1674,1241,1076,2066,1070,1509,1584,1678
"474","ENSGALG00010014658",5807.47986445803,-0.642048152193244,0.0908608284325289,-7.06628107259679,1.59140920510796e-12,7.03911151445662e-11,5706,3187,4826,5697,5050,3552,3577,3751,5685,4818,5754,6726,7767,6373,6877,6792,7966,6823,5632,7502,7402,4773,6390,7983
"475","ENSGALG00010014672",957.76802330149,-0.367627318954319,0.122721273952163,-2.99562828118637,0.00273880074676272,0.0488014690639705,731,669,852,987,653,518,877,867,940,1065,876,1019,1134,1356,1256,990,1206,1215,520,1323,1064,946,888,1296
"476","ENSGALG00010014677",2449.62297493642,-0.407843899931622,0.0700483486059489,-5.82231998395726,5.80362969985404e-09,2.1365070980507e-07,2324,1678,2186,2064,2406,1777,1967,2152,2170,2444,2173,2580,2629,2976,3550,2153,2947,3377,2031,2951,2733,2287,2304,3423
"477","ENSGALG00010014717",272.555862599005,-0.598582489671339,0.116927199531996,-5.11927500245604,3.06712444566283e-07,1.0165201902107e-05,333,180,280,225,201,143,184,224,259,237,267,303,305,289,358,244,454,344,315,319,359,208,223,363
"478","ENSGALG00010014729",359.512092713345,-0.223060974241118,0.0694177357209052,-3.21331388764879,0.00131212805330447,0.0269206096015713,406,312,357,340,374,262,304,333,391,353,381,400,371,294,429,326,431,389,273,437,390,342,413,382
"479","ENSGALG00010014736",2212.06382076267,-1.01512422391348,0.0713522801750354,-14.2269346042378,6.23557533790079e-46,1.13341324852812e-43,1980,1393,1585,1591,1501,1145,1157,1534,1706,1623,1738,1861,2849,2524,3159,2397,3291,2981,2950,2930,3240,2395,2366,3221
"480","ENSGALG00010014737",137.396992460492,-1.00495701632279,0.109330403058605,-9.19192638285711,3.85868120228125e-20,2.45289827465234e-18,100,69,77,101,109,94,79,81,112,112,97,96,173,157,208,162,177,259,139,183,180,148,158,237
"481","ENSGALG00010014754",166.708200351536,-1.20583960641132,0.097739370963387,-12.3372965727703,5.70390639376177e-35,6.56965773055749e-33,145,86,107,95,88,102,87,98,144,120,97,99,257,222,257,212,257,224,193,253,212,191,195,254
"482","ENSGALG00010014758",518.501907448817,-0.977646827509934,0.114995427018532,-8.50161482814772,1.8697130223375e-17,1.05584328101224e-15,408,157,395,437,417,300,309,294,362,438,377,453,607,695,851,569,706,676,446,760,820,610,684,765
"483","ENSGALG00010014796",148.815817163162,-0.628026142139215,0.154589855499189,-4.06253140033829,4.85434153703656e-05,0.00133816481280442,142,111,110,100,70,95,131,148,102,116,104,108,240,201,187,164,217,226,138,154,263,137,112,206
"484","ENSGALG00010014805",748.970240179424,-0.904475958836274,0.158344171145251,-5.71208875132249,1.11597857393962e-08,4.01925038719493e-07,838,440,460,599,375,326,466,519,487,545,612,667,1182,1060,1117,1036,1306,925,1034,757,1107,667,557,915
"485","ENSGALG00010014810",190.967180992917,-1.04778707640186,0.0870504330456417,-12.0365521427388,2.28299424937317e-33,2.52934020028173e-31,157,112,140,148,122,90,98,126,127,127,136,140,325,236,270,214,284,311,203,232,300,190,215,304
"486","ENSGALG00010014837",5967.14772278861,-0.348199209526088,0.066702296350296,-5.22019823271861,1.78731715783784e-07,6.02662623105149e-06,5507,4466,5674,5550,5832,4721,4527,5128,5167,5885,5764,5442,6704,6927,7081,5292,7295,7524,4107,6611,8790,6033,6146,8213
"487","ENSGALG00010014887",362.606527809677,-0.985778676836232,0.0886092368822361,-11.1250103434065,9.47948788972666e-29,8.75197481120558e-27,261,218,207,276,236,186,238,264,301,288,269,314,487,492,542,416,557,501,398,603,494,347,395,432
"488","ENSGALG00010014907",2063.0945743496,-0.717221308618698,0.046606242916433,-15.3889535765564,1.94146645069738e-53,5.94344190025331e-51,1882,1358,1643,1752,1694,1258,1401,1497,1925,1686,1862,1724,2593,2413,2636,1956,3055,2747,1841,2942,3047,2030,2251,2705
"489","ENSGALG00010014914",194.134811352293,-0.909763464504351,0.0998623018103774,-9.11017919686898,8.22460114249509e-20,5.11640561982061e-18,152,118,136,139,144,135,115,129,147,151,164,118,276,238,224,198,251,295,224,223,343,220,224,292
"490","ENSGALG00010014934",174.766837743805,-0.705674292851698,0.174172791817829,-4.0515759406887,5.0873808374707e-05,0.00139579012458247,159,90,131,141,142,72,129,140,181,165,121,151,261,213,243,294,221,207,259,157,174,154,161,206
"491","ENSGALG00010014935",1589.57794609414,0.176053277749336,0.0493357420892737,3.56847328719138,0.000359067454223649,0.00873856003134666,1856,1416,1821,1925,1965,1285,1465,1565,1819,1982,2039,1685,1697,1294,1713,1373,1674,1581,1097,1585,1584,1284,1327,1574
"492","ENSGALG00010014971",121.936052832265,-0.949241388536692,0.13499062381081,-7.03190608161837,2.03730927778074e-12,8.97727985925126e-11,94,57,64,99,82,47,77,106,71,87,81,97,206,200,182,128,185,208,146,138,181,141,106,150
"493","ENSGALG00010014987",299.04570231866,-0.659173042930311,0.0990071868037671,-6.65783024657387,2.77899471083545e-11,1.1504642516423e-09,262,197,325,223,205,175,213,246,297,271,252,218,344,309,533,333,386,370,283,375,371,285,344,401
"494","ENSGALG00010014992",676.765443411725,-0.538531816985548,0.0740065262284769,-7.27681522738905,3.4179288209694e-13,1.57157177764178e-11,523,493,627,645,667,483,547,506,593,623,604,663,770,689,928,626,876,854,518,930,918,583,784,924
"495","ENSGALG00010015013",229.255689616099,-0.655066202715431,0.0947514592069619,-6.91352099691251,4.72769663348227e-12,2.04450910547581e-10,224,138,203,190,202,172,155,187,168,182,199,234,318,246,281,223,285,312,281,279,310,188,234,305
"496","ENSGALG00010015054",263.732482200438,-1.06185456407284,0.126398760514199,-8.40083051252355,4.4333188489145e-17,2.49143952509287e-15,265,165,190,179,210,134,68,175,172,206,211,200,378,355,353,274,405,368,312,360,416,277,320,364
"497","ENSGALG00010015104",19.7020164229411,2.13717438093901,0.482877892729358,4.42591059379239,9.60362969700925e-06,0.000282832972823566,16,21,44,56,11,23,36,11,80,33,43,26,2,15,5,9,4,12,2,16,4,5,3,12
"498","ENSGALG00010015114",16.138370534254,-0.953395433607004,0.258382639049691,-3.68985871927583,0.000224378628897376,0.00567434041296344,13,6,9,14,17,8,6,7,8,20,12,11,22,19,16,28,20,29,15,20,26,18,23,21
"499","ENSGALG00010015118",264.595427634505,-0.967516854814814,0.212024891569439,-4.56322296713897,5.03742665991347e-06,0.000153404147473229,379,90,131,236,158,132,148,174,155,178,238,246,507,337,419,398,398,316,301,463,264,182,295,246
"500","ENSGALG00010015138",2088.41471055589,-0.454226494493511,0.0547408477782143,-8.29776141454432,1.06091466269925e-16,5.84910913326084e-15,2106,1421,1932,1954,1885,1394,1443,1587,1879,1902,2032,2045,2531,2398,3014,2157,2949,2639,1768,2340,2814,1830,1902,2714
"501","ENSGALG00010015148",691.541824430445,-0.689296259738628,0.0638574658377223,-10.7942939904678,3.66266659723225e-27,3.1329265092355e-25,512,452,605,555,573,416,470,558,533,545,580,594,942,835,955,765,907,907,719,775,941,824,658,999
"502","ENSGALG00010015155",311.726216582238,-1.33853452662981,0.415173511380134,-3.22403643281626,0.00126397317630474,0.0259784451589276,601,146,249,140,262,238,144,298,173,130,229,155,291,215,461,217,406,216,1269,165,429,196,230,371
"503","ENSGALG00010015163",466.060265781133,-0.741273465766353,0.102148170786021,-7.25684522847859,3.96222626055824e-13,1.8146684287037e-11,467,331,350,371,340,317,230,422,317,357,499,360,488,541,773,506,624,590,476,595,654,460,550,610
"504","ENSGALG00010015167",2754.48153284307,-0.52641464305303,0.122568007652496,-4.29487802841272,1.74789407509639e-05,0.000500819009251142,2284,1961,2212,2107,2325,2445,1716,1939,2261,2974,2302,1957,2880,3358,3585,2524,3267,4054,1802,2945,4644,3566,3033,4308
"505","ENSGALG00010015181",1235.67769813084,-0.576477718786102,0.125620184180575,-4.58905328428298,4.45260771550513e-06,0.000135950618253205,1152,919,1101,1051,969,928,811,980,775,1147,1070,921,1492,1705,1683,1114,1756,1662,1242,1411,2445,964,928,1663
"506","ENSGALG00010015196",1824.01610253029,-0.250365822687395,0.0673638383838371,-3.71662049987144,0.000201905366702525,0.00516212116670433,2054,1475,1764,1795,1617,1362,1460,1306,1874,1704,1974,1776,2314,2029,2339,1697,2087,2121,1161,2401,2380,1682,1663,2265
"507","ENSGALG00010015212",4598.31542596272,-0.813645551947759,0.104578763854408,-7.78021772260088,7.23998388608927e-15,3.64600573796002e-13,3813,3645,4099,3709,3211,2401,4001,2556,3312,4001,3945,4002,4938,5292,5729,4432,7115,6388,3656,7139,5689,5597,5308,6909
"508","ENSGALG00010015413",451.152325875304,-0.646706911792032,0.0623265284485938,-10.3761099469134,3.18489501913573e-25,2.43749235247408e-23,386,253,377,348,374,316,309,298,394,409,404,400,586,516,623,490,624,631,447,537,674,467,446,572
"509","ENSGALG00010015466",376.1340765017,-1.11131597612397,0.106471690341684,-10.4376663182259,1.66862274319607e-25,1.30275760883221e-23,309,225,240,301,253,160,220,235,250,239,247,347,543,508,526,450,585,468,522,552,611,353,382,499
"510","ENSGALG00010015485",1537.65438391686,-1.554369852924,0.463403387293485,-3.35424793073337,0.000795810229924843,0.0178031930859917,3596,671,919,719,1329,858,480,1505,783,882,1005,909,1051,974,1679,983,1983,766,7870,900,1937,720,1228,1511
"511","ENSGALG00010015493",509.470279669063,-0.755496479193375,0.0704050156827561,-10.7307195640383,7.3025298895391e-27,6.1115345471229e-25,466,295,397,394,391,312,313,402,411,410,417,526,680,640,675,561,719,677,500,648,733,460,505,781
"512","ENSGALG00010015541",148.499680662874,-0.669922951381968,0.140413688852492,-4.77106581884433,1.83253641329619e-06,5.76159353942556e-05,163,80,103,171,92,72,101,127,100,119,185,116,210,171,206,142,255,187,120,180,228,145,153,187
"513","ENSGALG00010015589",1018.42716687444,-0.457324144308539,0.0916875620059634,-4.98785368814577,6.10537774803968e-07,1.97838048309041e-05,1057,829,897,830,938,597,789,678,947,1020,958,1193,1207,997,1326,1027,1441,1202,717,1401,1277,1050,1147,1137
"514","ENSGALG00010015616",841.496671013666,-0.551666767256786,0.0774371854311376,-7.12405498967115,1.04797200989186e-12,4.74120795635565e-11,893,497,701,695,791,624,527,606,686,858,732,842,1067,847,1209,862,1125,1127,711,966,1139,794,951,1120
"515","ENSGALG00010015621",1726.82352152563,-1.63257890699905,0.366287555532971,-4.45709629589665,8.30772904040936e-06,0.000246540336548679,1562,2022,1353,551,891,374,1295,307,416,1369,2242,957,1568,1603,1914,1774,4054,909,1641,3845,1375,2160,3526,3591
"516","ENSGALG00010015624",240.729452510923,-0.493177172318063,0.110341663281767,-4.46954629511694,7.8385692242542e-06,0.00023381045073269,209,154,259,271,234,152,126,211,229,186,243,228,322,279,277,241,318,343,218,301,338,167,215,333
"517","ENSGALG00010015628",2574.89020558311,-0.405103966130414,0.0674114518848386,-6.00942354457026,1.86184139394642e-09,7.05498401816897e-08,2583,1801,2280,2328,2221,1776,2090,2312,2116,2694,2370,2768,2816,2887,3673,2286,3572,3340,1988,3003,3173,2479,2418,3429
"518","ENSGALG00010015647",417.596840607651,-0.617885846031117,0.148813570834975,-4.15207996531657,3.2946709022975e-05,0.000921319870346799,439,258,425,408,432,326,230,303,414,353,340,241,486,477,484,406,393,533,649,455,553,449,431,490
"519","ENSGALG00010015650",202.586631731073,-1.03438601299209,0.251955873270263,-4.10542528565131,4.03571710373734e-05,0.00112046532381328,292,116,125,146,183,109,118,174,137,120,183,179,277,169,290,202,293,152,546,194,248,164,150,221
"520","ENSGALG00010015674",1274.94458481167,-0.930733346264669,0.0602607946989684,-15.4450891481622,8.14149841227091e-54,2.5597311089175e-51,1011,712,906,919,998,754,736,822,1010,993,984,1044,1798,1579,1786,1350,2093,1776,1034,1741,1955,1423,1553,1825
"521","ENSGALG00010015797",815.909630411644,-0.996094546030861,0.143388040992169,-6.94684535152596,3.73544791124802e-12,1.62143528177419e-10,707,422,536,516,549,488,559,384,372,677,639,630,1307,1006,1798,1101,1233,1138,939,988,995,730,955,919
"522","ENSGALG00010015837",1317.52628413254,-0.603933820741272,0.165639026422406,-3.64608410098442,0.000266266864462353,0.0066756086945917,1554,1431,1412,931,1212,1206,1252,807,1344,1249,1363,731,965,1091,1020,1026,1957,1154,1055,1928,1510,1455,1845,2094
"523","ENSGALG00010015840",299.487778930691,-0.705532799558924,0.203813358929116,-3.46166121428919,0.000536852481674159,0.0125630049397938,452,176,277,235,294,194,179,300,252,261,271,235,291,289,347,249,362,278,640,247,436,247,245,389
"524","ENSGALG00010015852",32.6420734269044,8.41757163235111,0.924177896723667,9.1081724224227,8.37813344385797e-20,5.18419289108509e-18,81,61,71,61,65,64,52,60,61,99,74,55,0,0,0,0,0,0,0,0,0,0,0,0
"525","ENSGALG00010015863",40.749662205756,1.22036135618541,0.402170464686182,3.03443803894866,0.00240984251076477,0.0437921154252253,21,12,67,90,111,54,33,34,67,108,39,98,14,9,38,31,16,22,14,39,31,7,29,25
"526","ENSGALG00010015894",164.293498474236,-0.915037112879417,0.0961592605800065,-9.51585013611962,1.80233108736376e-21,1.21898357786643e-19,138,102,103,115,105,93,119,98,135,103,127,154,228,241,244,171,223,252,168,261,227,166,166,219
"527","ENSGALG00010015917",433.764056788747,-0.445008605890952,0.139044504947973,-3.20047603504693,0.00137200778478354,0.0279030883922849,575,290,334,429,463,334,359,427,373,418,354,477,484,425,471,368,517,379,617,389,582,348,389,615
"528","ENSGALG00010015946",1970.33444125311,-0.507246199337197,0.0716277562073232,-7.08169885803761,1.42397839909675e-12,6.34679720946074e-11,1880,1249,1772,1953,1748,1088,1423,1677,1986,1787,1752,2036,2545,2380,2127,1868,2581,2635,1662,2479,2755,1747,1870,2828
"529","ENSGALG00010016043",309.347911165863,-0.447137417281679,0.134907617089663,-3.31439711802559,0.00091840970275556,0.0200447656138001,326,184,268,277,152,278,209,286,301,287,251,249,357,330,365,324,432,427,237,395,554,375,249,359
"530","ENSGALG00010016114",36.3315898858725,-1.03312085490782,0.189154491888773,-5.46178335281258,4.71375122561395e-08,1.63686770171842e-06,27,23,20,33,15,23,17,29,26,25,35,31,49,67,53,34,67,47,28,64,40,37,34,56
"531","ENSGALG00010016139",30.4407504787272,-0.976815716564239,0.20929231745143,-4.66723159482874,3.05285159143103e-06,9.42011208570748e-05,20,14,27,32,18,22,9,21,23,35,20,24,40,41,41,35,47,37,43,52,50,21,29,32
"532","ENSGALG00010016168",602.964803570295,-0.874981423882642,0.0551640910505227,-15.861431000128,1.17192849058715e-56,4.39775617129044e-54,568,386,441,445,436,336,344,403,504,459,426,475,812,769,865,705,843,806,650,818,831,719,643,805
"533","ENSGALG00010016251",1441.92644665163,-0.754420453146468,0.0741934060652548,-10.1682951781852,2.7467395428302e-24,2.04825776293229e-22,1260,934,1144,1298,1052,816,916,1054,1067,1214,1143,1041,2205,1884,1831,1705,1744,1909,1710,1863,2153,1502,1331,1852
"534","ENSGALG00010016305",1052.7682073944,-0.712931511625677,0.0700430204311842,-10.1784804144207,2.47394375175433e-24,1.8567346880102e-22,893,576,915,810,724,616,692,763,850,768,963,908,1466,1644,1447,1175,1320,1528,1056,1304,1479,1078,932,1494
"535","ENSGALG00010016308",7111.97990238651,-1.06025790947964,0.0649113066642057,-16.3339480279528,5.66001095107207e-60,2.53241951514697e-57,5557,3925,4899,4946,4696,3622,3703,4234,5304,5100,5388,6281,11030,8716,11151,8811,10132,10276,7714,10941,8672,7708,7936,10458
"536","ENSGALG00010016314",1022.87590484066,-0.93521800162003,0.0599548512641519,-15.5987043900685,7.42864261380537e-55,2.40048332017772e-52,803,610,764,748,771,532,597,646,771,862,706,813,1353,1281,1577,1283,1693,1438,909,1328,1428,1148,1144,1458
"537","ENSGALG00010016402",3081.14257318071,-0.325750859188353,0.100122076771259,-3.25353677923172,0.0011397796973969,0.0239333162812601,3867,2470,3040,2923,3057,2521,2233,2996,2921,3450,3207,3165,2955,2810,3527,2750,3321,2982,4122,3239,3629,2370,2832,3690
"538","ENSGALG00010016412",1276.49816280209,-0.546999161156494,0.178160006399143,-3.07026909244164,0.00213865986864178,0.0397583599754263,1774,1023,1360,934,1313,821,805,1110,1307,1432,1318,1532,1017,1007,1294,1069,1592,1196,2605,1200,1374,873,1169,1369
"539","ENSGALG00010016418",291.167133621222,-0.545883234965531,0.0810200869193743,-6.73762835516033,1.60992706965156e-11,6.8351392705316e-10,296,168,253,274,221,214,186,237,328,241,297,255,416,336,333,289,351,351,286,382,359,281,287,395
"540","ENSGALG00010016445",250.939472248429,-0.817516137680704,0.0738821667417004,-11.0651348455822,1.85184136773198e-28,1.68300551803329e-26,198,139,178,194,180,156,153,154,205,235,218,205,348,329,322,327,340,360,214,337,344,263,279,373
"541","ENSGALG00010016463",182.992065619678,-0.915596385239549,0.162622881817675,-5.63018177396506,1.8001979585228e-08,6.42383523052017e-07,213,95,147,137,130,78,70,150,111,129,149,166,216,239,224,233,273,286,265,215,323,176,145,239
"542","ENSGALG00010016468",242.109007090622,-0.591331381154398,0.101805332594099,-5.80845193553915,6.30531249998855e-09,2.31387067231441e-07,260,161,196,223,214,197,177,164,162,188,235,165,308,262,400,254,355,302,197,305,338,240,260,282
"543","ENSGALG00010016496",12045.6811124908,-1.42624452341264,0.430395038028276,-3.31380336062086,0.000920362083304362,0.0200497605151304,22654,5096,8571,4886,12066,8843,3542,15224,6275,5812,8125,5899,9257,9387,13455,7830,13805,6853,51958,7353,16234,8023,11050,15642
"544","ENSGALG00010016546",36.9866735910654,1.3601116034843,0.301334821330512,4.51362241336354,6.3729637214957e-06,0.000191567666594727,36,16,86,62,47,51,66,43,118,33,44,44,20,20,20,25,24,29,17,20,20,23,16,22
"545","ENSGALG00010016549",2954.9921472669,-0.149994817865895,0.0424812310921607,-3.53084913053695,0.000414227944597856,0.00999733128528395,3460,2513,2918,3334,2959,2164,2388,2734,3444,3191,3247,3366,2980,2828,3070,2627,3465,2975,2596,3169,3338,2494,2844,3432
"546","ENSGALG00010016566",139.083172801585,-1.03876327533455,0.187259616358895,-5.5471825454544,2.90309602806813e-08,1.02338533619747e-06,112,124,93,103,76,80,44,99,115,80,97,98,167,177,191,141,272,198,140,147,339,113,159,195
"547","ENSGALG00010016588",2061.8487725169,0.108347730360758,0.030813916701229,3.51619469252465,0.000437779831999632,0.0105003974961891,2593,1693,2318,2345,2264,1700,1826,2104,2366,2284,2322,2438,2019,2001,2306,1778,2130,2140,1427,2064,2257,1720,1698,2289
"548","ENSGALG00010016618",664.791000278874,-0.471862359824458,0.0956410523074241,-4.93368013463221,8.06945507559486e-07,2.57183481902452e-05,611,539,609,562,574,499,410,476,545,766,620,547,829,746,687,607,729,889,537,874,1068,752,681,895
"549","ENSGALG00010016876",507.72936610743,0.307841095511348,0.091226050525197,3.3744867144755,0.000739534855489207,0.0166724980114456,543,406,689,557,575,521,535,541,648,539,612,508,473,477,465,406,430,584,279,477,592,484,394,572
"550","ENSGALG00010016887",1770.92602045863,-0.903670293322377,0.27378769055174,-3.30062425926195,0.000964699839396295,0.0208982369305346,2595,1022,1275,1410,1472,1135,1079,1872,1476,1323,1591,1206,2241,1295,2198,1598,2162,1514,4906,1306,2253,1446,1411,1966
"551","ENSGALG00010017127",1010.58231718828,-0.577141831887904,0.188070327316991,-3.06875539656575,0.00214952508232963,0.0397583599754263,1481,641,1049,843,1068,615,718,1147,830,1032,919,1041,999,845,1192,796,1110,1029,2120,1151,1024,631,798,1089
"552","ENSGALG00010017341",445.194501050143,0.152046175230007,0.0497208285386829,3.05799761787386,0.00222821347333049,0.0410789339702909,527,406,497,481,454,357,382,487,495,509,530,515,443,478,509,387,456,479,302,431,490,374,356,457
"553","ENSGALG00010017344",2602.81763632681,0.217878943617222,0.062643430100232,3.478081313054,0.000505016703017366,0.011940770947563,2932,2082,3035,3336,2838,2245,2651,2692,3135,3009,3136,2634,2441,2655,2949,1977,2256,2846,1791,2566,2661,2449,1898,2958
"554","ENSGALG00010017518",269.341663454535,-0.30677213657052,0.102663756390741,-2.9881249951827,0.00280694731002291,0.0496249514551619,365,211,305,227,256,188,190,269,311,206,282,320,282,248,254,248,297,268,270,340,315,253,296,301
"555","ENSGALG00010017522",247.972021205029,-0.379343276729318,0.116617879725426,-3.25287406718826,0.00114244116215502,0.0239459784492781,301,166,231,243,250,197,181,201,261,266,300,248,289,212,262,216,294,242,352,248,264,218,237,281
"556","ENSGALG00010017542",287.3727959799,0.423104511404951,0.12643214519059,3.34649476023004,0.000818402262806462,0.0182384550253402,328,228,368,334,339,314,354,346,268,297,339,322,251,313,350,232,217,344,194,235,213,260,173,320
"557","ENSGALG00010017612",830.261716130159,-1.27897313784102,0.376877196021033,-3.39360712546175,0.000689785736560126,0.0157030870321017,1587,431,517,485,668,612,259,741,463,337,751,596,1033,637,1023,668,920,731,3082,657,1022,488,603,1084
