,geneID,genename,moduleColor,GS.Mass_min,p.GS.Mass_min,MM.brown,p.MM.brown,MM.grey,p.MM.grey,MM.green,p.MM.green,MM.lightgreen,p.MM.lightgreen,MM.pink,p.MM.pink,MM.black,p.MM.black,MM.lightcyan,p.MM.lightcyan,MM.cyan,p.MM.cyan,MM.grey60,p.MM.grey60,MM.purple,p.MM.purple,MM.salmon,p.MM.salmon,MM.midnightblue,p.MM.midnightblue
1891,ENSGALG00010007920,FAT3,black,0.727088232,8.48E-05,-0.725331182,9.00E-05,0.32267243,0.133177807,0.000279669,0.998989524,0.455822416,0.028820535,0.438173286,0.036501017,0.505011257,0.013977342,0.361309197,0.090280282,-0.101343802,0.645436195,-0.243979049,0.261909297,0.005859448,0.978831457,-0.250174189,0.249605156,0.099234755,0.652358637
5307,ENSGALG00010018487,,black,0.647355722,0.000840507,-0.593416193,0.002837366,0.570322335,0.004489685,0.35754668,0.09393327,0.307341348,0.153706806,0.395262696,0.061937005,0.50516932,0.013942544,0.167956769,0.443653001,0.223985743,0.304221646,0.253571911,0.243018605,0.16616284,0.448606383,0.021272169,0.923251266,-0.194761514,0.373183474
128,ENSGALG00010000802,SEMA5A,black,0.729949233,7.70E-05,-0.58870032,0.003124669,0.244011629,0.261843594,0.416008165,0.048337799,0.260503511,0.22993547,0.376655908,0.076469212,0.658412497,0.000636253,0.188608403,0.388761829,0.567479197,0.004739921,0.1803795,0.410157903,0.185651881,0.396375519,0.02380708,0.914136502,-0.177726481,0.417191557
2837,ENSGALG00010010973,PGAP1,black,0.678757555,0.000369902,-0.576147105,0.004011471,0.228113513,0.2951602,0.296985111,0.168776184,0.327045214,0.127701261,0.147178741,0.502764613,0.591567567,0.002947209,0.41968453,0.046191702,0.423712228,0.043926566,0.025533849,0.907933487,0.190652671,0.383546004,0.014621426,0.947206889,-0.169254565,0.440087663
7745,ENSGALG00010025407,MLXIP,black,0.553617842,0.00613349,-0.552920672,0.006211743,0.457726708,0.028075531,0.07516295,0.733216939,0.367273097,0.084708361,0.412770906,0.050291057,0.476516941,0.02151727,0.252801387,0.244502256,-0.065394531,0.766887265,-0.123017077,0.576025315,-0.034376884,0.876255872,-0.341158998,0.111132834,-0.097612175,0.657703353
6647,ENSGALG00010022508,USF3,black,0.610243049,0.001986789,-0.53834196,0.008048839,0.206791398,0.343782127,0.252769317,0.244564135,0.400665009,0.058142865,0.509498155,0.013016704,0.720836264,0.000104357,0.300446832,0.163629189,0.407415817,0.053655963,-0.066438895,0.763266777,0.023244241,0.916159437,0.087005228,0.693032445,0.048118573,0.827409427
5997,ENSGALG00010020984,PSEN1,black,0.735250453,6.42E-05,-0.538176521,0.008072017,0.647153218,0.000844719,0.479607325,0.020568043,0.399125154,0.05920561,0.127756164,0.561295742,0.552162801,0.006297751,0.398257182,0.059811191,0.292534956,0.175556659,0.467965651,0.024329012,0.588342021,0.003147466,0.175682128,0.42265614,0.001371646,0.995044118
528,ENSGALG00010002396,SEC23IP,black,0.742197347,5.02E-05,-0.533715448,0.008718192,0.529941729,0.009297664,0.523320004,0.010391219,0.281415292,0.193315247,0.427354518,0.041953815,0.629494346,0.001288953,0.144680033,0.510123061,0.433421534,0.038822589,0.438023699,0.036572391,0.319382281,0.137407998,0.041958132,0.849241914,-0.106076661,0.630005624
1813,ENSGALG00010007717,GALR1,black,0.577459925,0.003909816,-0.517329355,0.01146977,0.406737098,0.054094573,0.304561259,0.157655497,0.583137733,0.003494724,0.421565736,0.045122663,0.39357421,0.063160934,0.015094377,0.945501642,0.039268288,0.858809343,0.100747513,0.647390518,0.004675563,0.983107835,-0.617699094,0.001685785,0.06954773,0.752518027
5856,ENSGALG00010020557,,black,0.655110067,0.000692219,-0.515896189,0.011740974,0.33921559,0.113315644,0.589450784,0.003077373,0.361408091,0.090185717,0.337502268,0.115265825,0.466970982,0.024674352,0.341643054,0.110593965,0.494022708,0.016576401,0.306088157,0.155478058,0.116286615,0.597229438,0.201765278,0.355895039,0.0970881,0.659433122
7783,ENSGALG00010025549,DHCR24,black,0.76392053,2.21E-05,-0.514427061,0.012024425,0.689455467,0.000273439,0.454129519,0.029495989,0.168736248,0.441509766,0.433544573,0.038761046,0.509991924,0.012914374,0.003647596,0.986821381,0.226914748,0.29777433,0.490103137,0.017593405,0.351226375,0.100314974,-0.026465933,0.90458733,-0.016379815,0.940868133
5298,ENSGALG00010018458,SEMA5B,black,0.57070492,0.004456873,-0.514006283,0.012106636,0.230359767,0.290300298,-0.000118965,0.999570167,0.364275911,0.087475409,0.439386728,0.035926089,0.8069588,3.28E-06,0.107378961,0.62578549,0.178856315,0.414188138,-0.17219907,0.432055221,0.070203,0.750258032,-0.124389856,0.571741226,-0.287558636,0.183359079
4900,ENSGALG00010017475,STUM,black,0.576685231,0.003969537,-0.502034239,0.014646104,0.404547213,0.055528654,-0.117815407,0.592384245,0.350858333,0.100696206,0.27556689,0.203129302,0.476815699,0.021423992,0.048473215,0.82615618,-0.249764779,0.250406527,-0.055466213,0.801531501,0.287745824,0.18306135,-0.261033481,0.228954664,-0.095797374,0.663700496
5229,ENSGALG00010018325,,black,0.586122009,0.003291859,-0.498759252,0.015411722,0.402828009,0.056674912,0.030008687,0.891883719,0.089251814,0.685494822,0.395198295,0.061983351,0.701861685,0.000189552,0.410421364,0.05174664,0.123224566,0.575376895,-0.090099644,0.682657703,0.185534323,0.396679971,0.166469451,0.447757717,-0.096492459,0.661401152
4929,ENSGALG00010017535,LIMD1,black,0.490149555,0.017581072,-0.494517143,0.016451577,0.510495524,0.012810687,-0.142342091,0.517054989,0.385417403,0.069336015,0.209706468,0.33687006,0.368482703,0.083610404,0.206163346,0.345282237,-0.322056867,0.133962056,-0.018233604,0.934189237,0.284398933,0.188434901,-0.003476931,0.987437937,-0.072052394,0.743890313
3797,ENSGALG00010013690,CREB3L2,black,0.563208353,0.005137696,-0.481647993,0.019959983,-0.024056433,0.913240452,0.127573147,0.561861429,0.507883998,0.013355864,0.473084937,0.022612473,0.723036776,9.71E-05,0.281389183,0.193358329,0.392896807,0.06365713,-0.218412539,0.316724457,-0.097608555,0.657715295,-0.090948239,0.67982218,-0.143521991,0.513550981
120,ENSGALG00010000786,ANKRD33B,black,0.391894355,0.064396888,-0.477639354,0.021168516,-0.045148855,0.837919642,-0.304951838,0.157096486,0.099762089,0.650625159,0.255998484,0.238384579,0.375789764,0.07720338,0.111723523,0.611789389,-0.137517454,0.531501231,-0.520744313,0.010844227,-0.107868636,0.624201612,-0.197945595,0.365264882,-0.018647664,0.932698019
4636,ENSGALG00010016766,AOAH,black,0.583163333,0.00349294,-0.4761129,0.02164394,0.56909528,0.004596289,0.161365667,0.461993996,0.137372535,0.531938068,0.352442246,0.099063102,0.56148013,0.005306402,0.20474571,0.348682456,0.069299405,0.753375005,0.203067656,0.35273266,0.37211034,0.080381573,0.106888186,0.627374533,-0.039845892,0.856753214
2913,ENSGALG00010011178,RSPO2,black,0.592559367,0.00288784,-0.475494901,0.02183885,0.199613785,0.361155334,0.12440148,0.571705013,0.095534592,0.664570546,0.373522467,0.079150384,0.542087157,0.007538695,0.257936667,0.234725017,0.24841236,0.253065546,-0.051696971,0.814783114,0.154326006,0.482007611,0.284080989,0.188950914,0.16053546,0.464331646
3069,ENSGALG00010011658,TENM1,black,0.550025105,0.006545711,-0.473353204,0.022525282,0.420239671,0.045874198,0.002858318,0.989672841,0.172490174,0.431265407,0.476487706,0.021526416,0.830800333,9.20E-07,0.166046444,0.448928776,0.133772359,0.542844053,-0.059160282,0.788595286,0.174087921,0.426944281,-0.071068807,0.747274946,-0.23131659,0.288245398
4020,ENSGALG00010014632,NWD2,black,0.358671756,0.092829637,-0.470443601,0.023485534,0.32901517,0.125287813,-0.465990752,0.025018513,0.291942476,0.176473377,0.267406819,0.217375605,0.55621704,0.005848947,0.047765728,0.828656731,-0.421531772,0.045141791,-0.325703988,0.129363481,0.259394949,0.231996005,-0.276078114,0.202258282,-0.228450591,0.294427712
1667,ENSGALG00010006939,FBXO31,black,0.561521886,0.005302272,-0.469810727,0.023698692,0.313242213,0.145557411,-0.043002462,0.845532826,0.25007646,0.249796297,0.60196031,0.002373494,0.818574006,1.81E-06,-0.060040819,0.785519565,0.107622009,0.624999138,-0.11716378,0.594447401,0.115987563,0.598179172,-0.065830197,0.765376367,-0.295292582,0.171333205
7583,ENSGALG00010024915,STXBP5L,black,0.536757592,0.008273093,-0.4689642,0.023986237,0.343134656,0.108945472,-0.091284348,0.678700251,0.321403272,0.134798372,0.506509509,0.013650334,0.85095488,2.67E-07,0.313722857,0.144907392,0.020270342,0.926856168,-0.142221438,0.517413945,0.197130966,0.367281493,-0.077654056,0.724703329,-0.0545679,0.804685065
4686,ENSGALG00010016876,MTURN,black,0.501441525,0.014782318,-0.466256797,0.024924725,0.458938943,0.027609336,-0.04050657,0.854402466,0.38049536,0.073278108,0.599050028,0.002523688,0.787691194,8.14E-06,0.045890086,0.835293749,-0.03225755,0.883832866,-0.084008662,0.703130232,0.111927622,0.611135048,-0.071279437,0.746549764,-0.047660727,0.829027985
2564,ENSGALG00010010099,TNR,black,0.546616588,0.006957853,-0.464761358,0.025455583,0.320949967,0.135380596,0.097169543,0.6591642,0.177205071,0.418581613,0.624845145,0.001434616,0.844366264,4.08E-07,-0.033134784,0.880695368,0.287643238,0.183224475,-0.052241267,0.812866394,0.009125641,0.967036725,-0.021799172,0.921355518,-0.24967261,0.250587166
7845,ENSGALG00010025790,LRP5,black,0.650715118,0.000773224,-0.46439073,0.02558854,-0.016109305,0.941843067,0.329474462,0.124729888,0.275612012,0.203052322,0.486605871,0.018543029,0.531336162,0.009079947,0.159465573,0.467353146,0.509418272,0.013033321,-0.032608933,0.882575911,-0.107354833,0.625863577,-0.092099586,0.675981734,0.021079056,0.923946038
941,ENSGALG00010004042,PLAG1,black,0.565182248,0.004950517,-0.457168209,0.028292418,0.163760623,0.455284656,0.442724164,0.034381621,0.364684228,0.087094523,0.285237631,0.18707834,0.504237884,0.014148626,0.278726507,0.197786346,0.542853864,0.00743764,0.169452129,0.43954625,0.050493093,0.819026164,-0.061514331,0.78037953,0.128855588,0.557902924
4843,ENSGALG00010017344,RERE,black,0.558121597,0.005647511,-0.456598359,0.028515089,0.351734188,0.099790713,0.198826263,0.363092017,0.629641916,0.001284544,0.61006559,0.001994475,0.671561293,0.000450222,0.088399209,0.688352066,0.1609508,0.463161394,-0.00467582,0.983106905,0.029139791,0.894997147,-0.228468006,0.294389899,-0.060595037,0.783585264
4135,ENSGALG00010015027,CLSPN,black,0.502941056,0.014439688,-0.45651602,0.028547378,0.480422458,0.020323389,0.090291017,0.682017878,-0.094691203,0.667365761,-0.107957813,0.623913337,0.435210985,0.037935061,0.422922157,0.044363903,0.049890942,0.821150286,0.107160422,0.626492884,0.477387827,0.021246271,0.096371464,0.661801193,-0.142859853,0.515515956
4738,ENSGALG00010016970,SYNE3,black,0.572416218,0.004312558,-0.453347265,0.02981233,0.250209805,0.249535521,0.269982558,0.212808778,0.474416967,0.022182199,0.405036542,0.055205692,0.631810718,0.001221222,0.315112164,0.14304009,0.285090413,0.187315974,0.011705311,0.957725739,0.102124328,0.642881466,0.181349681,0.407602177,0.09791681,0.656698652
5096,ENSGALG00010017881,KCNK10,black,0.556246283,0.005845809,-0.452746981,0.03005691,0.002354006,0.99149486,0.282506542,0.191520417,0.445952614,0.032938032,0.435863654,0.037615358,0.661222074,0.000591746,0.109905678,0.617630017,0.510265848,0.012857891,-0.028782688,0.896277154,-0.066281467,0.763812227,-0.249330667,0.251258066,-0.150415916,0.493309402
7489,ENSGALG00010024758,SPATA6,black,0.627263739,0.001357181,-0.43854349,0.036324851,0.563798819,0.005081094,0.592297104,0.00290344,0.353192402,0.098296516,0.517752866,0.011390619,0.547702914,0.006824222,0.037577184,0.864834322,0.377024547,0.076158348,0.407554992,0.053566365,0.100622677,0.647799951,0.003725467,0.98654006,0.07046357,0.749359887
1389,ENSGALG00010005567,NDST3,black,0.468951999,0.023990401,-0.437558048,0.036795276,0.473910871,0.022344896,-0.009040546,0.967343943,0.134939653,0.539296702,0.040768772,0.853469857,0.595254885,0.002731563,0.389203748,0.06641491,-0.027599095,0.900521427,0.049830163,0.821364757,0.428898769,0.04113867,0.016117135,0.941814847,-0.07976918,0.717499309
8913,ENSGALG00010029470,SSTR2,black,0.502747946,0.014483445,-0.437512914,0.036816937,0.113708303,0.605438433,-0.101875664,0.643694942,0.256214592,0.2379747,0.477102281,0.021334822,0.782433331,1.03E-05,0.100768829,0.647320618,0.091610946,0.677610701,-0.272963896,0.207603487,0.005780602,0.979116245,-0.102335158,0.642192069,-0.100664306,0.647663408
6359,ENSGALG00010021708,CNTNAP5,black,0.54049612,0.007752035,-0.427531571,0.041859719,0.655290836,0.00068905,0.039993618,0.856227489,0.328712372,0.125656622,0.510161169,0.012879452,0.787402994,8.25E-06,0.15194991,0.488859917,-0.080853899,0.713813767,0.083435534,0.705067154,0.25590032,0.238570913,-0.232832582,0.285008264,-0.121423332,0.58101651
6468,ENSGALG00010022006,SFI1,black,0.521580862,0.01069535,-0.426393411,0.042467496,0.321667366,0.134459999,0.445535108,0.033121966,0.321209367,0.135047204,0.373423237,0.079236432,0.488774229,0.017949487,0.226428337,0.298839115,0.393382419,0.063301119,0.193266139,0.376936074,0.06309502,0.774875511,-0.082274772,0.708995438,-0.12249396,0.577661512
2874,ENSGALG00010011050,SYT10,black,0.433165409,0.038950946,-0.423053581,0.044290919,0.357242761,0.094233061,0.001123541,0.995940537,0.46266021,0.026216717,0.42169396,0.045050506,0.642919666,0.000937001,0.139332025,0.526045771,-0.068356927,0.756630077,-0.156011374,0.477176777,0.0031504,0.988617608,-0.46418385,0.025662997,-0.03210756,0.88436949
8941,ENSGALG00010029534,,black,0.498696903,0.015426607,-0.416161232,0.048246926,0.424953507,0.043246281,-0.072084042,0.743781485,0.189480984,0.386530618,0.687045454,0.000293017,0.850600953,2.73E-07,0.071377331,0.746212792,0.039373622,0.858434315,-0.137855638,0.530482477,0.021920424,0.920919408,-0.069512688,0.752638942,-0.110785669,0.614799832
1201,ENSGALG00010005186,ESR1,black,0.360428748,0.091125455,-0.413952219,0.04957132,0.11822415,0.591091654,0.142527882,0.516502477,0.531908549,0.008991806,0.359654555,0.091873483,0.41123994,0.05123586,-0.015445153,0.944237056,0.075509715,0.732029984,-0.199268735,0.362003145,-0.257040802,0.236411928,-0.60946939,0.002020483,0.012630412,0.954387946
3814,ENSGALG00010013775,DBX2,black,0.500385055,0.015027671,-0.408844254,0.052741849,0.52237864,0.010554942,0.061127093,0.781729475,0.085066499,0.699559899,0.338176169,0.114495866,0.467052515,0.024645897,-0.086174407,0.695827159,0.042139261,0.848598384,0.277057452,0.200596743,0.416342903,0.048139244,-0.03925593,0.858853347,-0.301393704,0.162240649
6906,ENSGALG00010023221,AMY1A,black,0.581450909,0.003613974,-0.407216706,0.053784349,0.657378937,0.000653334,0.260065702,0.2307478,0.378126465,0.075234817,0.418938526,0.046621063,0.689371266,0.000274104,0.229627962,0.291878089,0.14220307,0.5174686,0.334760368,0.118437466,0.475941755,0.021697777,0.210068444,0.33601758,0.142238447,0.517363335
7039,ENSGALG00010023643,SCN4B,black,0.380990276,0.072874221,-0.406718245,0.054106795,0.12275297,0.576851132,-0.07693656,0.727152263,0.415006657,0.048935664,0.198107682,0.364864403,0.361753879,0.089855644,0.130325193,0.55338222,-0.080518992,0.714951023,-0.022614193,0.918424524,0.234198993,0.282110132,-0.179111207,0.413512203,-0.204833676,0.348470898
5651,ENSGALG00010019830,JAG2,black,0.446601561,0.032653744,-0.405429345,0.05494749,0.776987731,1.30E-05,0.106046674,0.630102928,0.221389079,0.310008638,0.34232728,0.10983552,0.39999774,0.05860157,0.189460595,0.38658267,-0.226586462,0.298492712,0.171760684,0.433246102,0.318759737,0.138219083,-0.260217352,0.230466208,0.160922499,0.463241087
7312,ENSGALG00010024421,DAPK2,black,0.421904221,0.044932379,-0.403411874,0.056283602,0.363948327,0.087781884,-0.041401384,0.851220552,0.245531408,0.258790374,0.253622345,0.242921697,0.461890901,0.026499908,0.544208944,0.007261786,-0.108718599,0.621456185,-0.067029485,0.761221498,0.181408008,0.407448809,-0.014386899,0.948052568,0.076104144,0.729996677
5725,ENSGALG00010020101,KIF15,black,0.460665724,0.026955953,-0.402783883,0.056704571,0.555100298,0.005969821,0.013522134,0.951171285,-0.311646053,0.147730875,0.356106816,0.095359868,0.436378481,0.037364675,0.186558861,0.394031031,-0.021142394,0.923718159,0.082929383,0.706779197,0.204899772,0.348311985,0.017409858,0.937156555,-0.02411905,0.913015452
1707,ENSGALG00010007184,VGLL3,black,0.50467214,0.014052239,-0.400045894,0.058568375,0.279135467,0.197101821,-0.057230002,0.795348398,0.320524806,0.135928304,0.159285566,0.4678625,0.464306584,0.025618804,0.131509584,0.549751024,-0.109618138,0.618555932,-0.042146442,0.848572871,0.366807811,0.085133563,-0.0456066,0.83629783,0.152285783,0.487888367
5536,ENSGALG00010019284,CHD5,black,0.461862684,0.026510341,-0.399989485,0.058607263,0.168871367,0.441138807,-0.072254319,0.743196031,0.256651333,0.237147767,0.698774871,0.000207994,0.742824192,4.91E-05,-0.168729424,0.441528506,0.155706201,0.478049681,-0.136692215,0.533991047,-0.095208883,0.665649522,-0.307899973,0.152921845,-0.26631111,0.219337957
1617,ENSGALG00010006580,ALDH6A1,black,0.652206188,0.000744875,-0.399941956,0.058640044,0.24941213,0.251098129,0.602241623,0.002359386,0.303923841,0.15857079,0.431388043,0.039850893,0.635928755,0.0011083,0.261187112,0.228670858,0.679180065,0.000365598,0.336757535,0.116121092,0.133073242,0.544973778,0.212115179,0.331221612,0.045555376,0.836479287
6377,ENSGALG00010021734,PARD3B,black,0.501869583,0.014683841,-0.399496538,0.058947941,0.293340939,0.174314886,0.343011182,0.109081247,0.523981092,0.010277497,0.462369392,0.026323485,0.594049449,0.002800543,0.346200241,0.105614066,0.258189238,0.234250858,0.107140172,0.626558446,0.011385572,0.958879527,-0.072979241,0.740705116,0.323600808,0.132001256
1066,ENSGALG00010004504,ZNF804B,black,0.425500214,0.042949285,-0.397228853,0.060534796,0.230897212,0.289144945,0.305242042,0.156682036,0.183528674,0.401894282,0.190027425,0.38513705,0.416853859,0.047837387,0.475039713,0.021983313,0.317663146,0.139656084,0.033469871,0.879497355,-0.009235584,0.966639807,-0.138057754,0.52987406,0.329594423,0.124584462
2278,ENSGALG00010009080,TLL1,black,0.525521377,0.010016504,-0.396463728,0.061077537,-0.021600398,0.922070505,0.426836645,0.042229994,0.352002599,0.099514426,0.317823486,0.139445308,0.511043774,0.012698583,0.182872104,0.403609477,0.589662836,0.003064119,0.10410787,0.636406796,0.002002926,0.992763294,-0.067969825,0.757968192,0.049166221,0.823708394
1802,ENSGALG00010007655,SLC9A3,black,0.436171484,0.037465308,-0.395041578,0.062096244,0.520619107,0.010866656,0.076532012,0.728534192,0.212838512,0.329536536,0.292928944,0.174948883,0.65326067,0.00072537,0.29213784,0.176170735,0.055329665,0.802010668,0.084558741,0.701272883,0.248445106,0.253000949,-0.099966865,0.649952479,-0.134510885,0.540598455
1112,ENSGALG00010004824,ATM,black,0.491153859,0.017315939,-0.394356713,0.062591442,0.584796974,0.003380672,0.201547925,0.356424413,0.14104719,0.520913677,0.243372476,0.263134502,0.439935802,0.035668298,0.56403417,0.005058679,-0.034841353,0.874596693,0.051525482,0.815387219,0.095881755,0.663421205,-0.025234728,0.909007646,0.270744884,0.211469562
6402,ENSGALG00010021774,FBXL20,black,0.39780645,0.060127536,-0.393838774,0.062967947,0.458646574,0.027721204,0.030956791,0.888488235,0.398198264,0.05985247,0.298993146,0.165777054,0.533019557,0.008822742,0.307717321,0.153178191,-0.089125922,0.685916449,-0.041694527,0.850178637,0.180185773,0.410669286,-0.178546737,0.415009901,-0.183241465,0.402644076
3356,ENSGALG00010012498,KCNT2,black,0.414019815,0.049530379,-0.392464025,0.063975699,0.235103056,0.280202847,0.040160486,0.855633714,0.605495021,0.002201316,0.146009054,0.506202739,0.635015403,0.001132543,0.496891891,0.01586266,0.071759122,0.744899017,-0.050629754,0.818544254,0.338042364,0.114648444,-0.012256251,0.955737843,-0.068455159,0.756290622
6061,ENSGALG00010021101,TMEM240,black,0.442538664,0.034466063,-0.39230396,0.064093831,0.229818226,0.291467362,-0.04535252,0.837197968,0.300322154,0.163812639,0.536832949,0.008262311,0.76099546,2.48E-05,0.020340116,0.926605054,0.139223261,0.526372019,-0.195890165,0.370365405,-0.055365376,0.801885345,-0.153466019,0.484482081,-0.254165569,0.241879516
4654,ENSGALG00010016808,ENTPD3,black,0.412202075,0.050640507,-0.391849747,0.064429959,-0.000616322,0.997773163,0.194235222,0.374501738,0.0805682,0.714783889,0.142120361,0.517714751,0.412567459,0.050415825,0.264776393,0.222106297,0.366523792,0.0853939,0.021684718,0.921767201,0.145057577,0.509007894,0.144494136,0.510672584,-0.300471699,0.163592616
6035,ENSGALG00010021052,C12H3orf14,black,0.47919868,0.020691585,-0.391708247,0.064534947,0.352919716,0.098574665,0.00681734,0.975371807,0.484659119,0.01908936,0.28717635,0.183968148,0.539017258,0.007954799,0.39731814,0.060471703,-0.089496733,0.684674817,0.016091923,0.941905715,0.402957847,0.056587713,-0.024613583,0.911238704,0.019624459,0.929181009
670,ENSGALG00010002873,MRAP2,black,0.50963067,0.012989176,-0.38706939,0.068049753,0.197671145,0.365943565,0.404146715,0.055794069,0.342499552,0.109645163,0.348130011,0.103555719,0.616394349,0.001735463,0.25178788,0.246462726,0.523152928,0.010420124,0.129833932,0.554891555,0.037604568,0.864736701,-0.049166684,0.823706759,0.034899369,0.874389484
565,ENSGALG00010002481,CKAP2,black,0.371559142,0.080866033,-0.385160444,0.069537736,0.257992746,0.234619684,0.146452528,0.504897865,0.319108239,0.137764614,0.236228485,0.277839917,0.309498404,0.150691399,-0.249217538,0.251480283,0.05497855,0.803243092,0.053679031,0.807808376,0.006958229,0.97486299,-0.413272292,0.049984594,-0.439733408,0.035763152
913,ENSGALG00010003898,NDST4,black,0.455752477,0.028848194,-0.383352113,0.070969986,0.77613699,1.34E-05,0.088944209,0.686525186,0.023950237,0.913622055,0.300116633,0.164115354,0.494375673,0.016487214,0.156885514,0.474680904,-0.133388662,0.544012435,0.280745166,0.194423087,0.312503893,0.146559932,-0.233436855,0.283724319,-0.104648377,0.634646902
1077,ENSGALG00010004583,XKR4,black,0.532987517,0.00882758,-0.381893736,0.072141286,0.487193243,0.018380701,0.01972531,0.928817959,0.247340378,0.255186087,0.521375585,0.010731725,0.724821201,9.15E-05,0.22362862,0.305013571,-0.019361278,0.930128485,0.075200131,0.73308964,0.220025633,0.313074019,-0.189718385,0.385924833,-0.014901604,0.946196666
1791,ENSGALG00010007581,LPCAT1,black,0.482724266,0.019645185,-0.37732312,0.075907269,0.157314846,0.473457501,0.092628255,0.674220908,0.521953303,0.010629611,0.308598101,0.151944836,0.785456675,8.99E-06,0.154658686,0.481052092,0.26162157,0.227869532,0.000397087,0.99856528,0.259836969,0.231172951,-0.172665965,0.430788832,-0.275186503,0.203779042
2615,ENSGALG00010010310,NT5DC3,black,0.365899302,0.085968412,-0.37673552,0.076401997,0.604545216,0.002246507,0.068868628,0.754862295,0.528920222,0.009459876,0.149139236,0.497027785,0.463182635,0.026025792,0.019660093,0.929052729,-0.240370315,0.269252383,0.126876045,0.564018429,0.314664836,0.143639446,-0.346375699,0.105425685,-0.085308601,0.698743635
4219,ENSGALG00010015175,MAPK9,black,0.54288428,0.007433655,-0.375998994,0.077025546,0.055508083,0.801384586,0.155181351,0.479552831,0.113922055,0.604756097,0.303039793,0.159846387,0.695792579,0.00022727,0.35395904,0.097517629,0.459726294,0.027309866,0.061013577,0.782125318,0.242724167,0.264448054,0.285510504,0.186638423,-0.279708081,0.19614607
395,ENSGALG00010001878,XK,black,0.519827138,0.011009408,-0.373539782,0.079135376,0.372808822,0.0797708,0.087620493,0.690965303,0.035288252,0.873000759,0.138017009,0.529996684,0.616355837,0.001736948,0.362754838,0.088905253,0.24268067,0.264536335,0.170374214,0.437024016,0.456074811,0.028720896,0.361152436,0.090430333,-0.156288666,0.476384324
4637,ENSGALG00010016768,GALNT10,black,0.440886376,0.035225458,-0.372804438,0.079774623,0.42474898,0.043357802,0.24704305,0.255776267,0.438302875,0.036439274,0.512974472,0.01231018,0.530531719,0.009205027,-0.016641907,0.939923616,0.053292869,0.809166163,0.110854051,0.614580126,-0.128014522,0.560497618,-0.355394725,0.096071308,0.143017621,0.51504743
5683,ENSGALG00010019979,,black,0.28560405,0.186487773,-0.368469247,0.083622559,-0.035361031,0.872740898,-0.170132025,0.437685741,0.342256181,0.109914154,0.084119283,0.702756586,0.535856765,0.008402887,0.412017959,0.050754018,0.03627211,0.869488969,-0.359449418,0.092072451,0.019466538,0.92974953,-0.02120355,0.923498133,-0.375544004,0.077412659
538,ENSGALG00010002415,PCDH17,black,0.397650975,0.060236953,-0.368320031,0.083757437,0.347126032,0.104622873,-0.170743248,0.436016744,0.236968737,0.276292573,0.593532026,0.0028306,0.780177506,1.13E-05,-0.127361845,0.562514857,-0.003601185,0.98698905,-0.108616278,0.621786429,0.086388669,0.695106057,-0.244719187,0.260419262,-0.408998326,0.052643977
8960,ENSGALG00010029575,ANKFN1,black,0.299040293,0.165707086,-0.367393635,0.084598467,0.386318268,0.068632316,-0.235776639,0.278787091,0.400298631,0.058394384,0.020993872,0.924252527,0.551186097,0.006410054,0.355079221,0.096387778,-0.245444404,0.258964545,-0.086498166,0.69473764,0.440083443,0.03559923,-0.033936788,0.877828449,-0.342415042,0.109738514
765,ENSGALG00010003239,RRM1,black,0.460222329,0.027122535,-0.363901317,0.08782593,0.078161241,0.722973793,-0.00880242,0.968203667,0.296326849,0.169767494,0.473121316,0.022600634,0.689067576,0.000276512,-0.039247709,0.858882616,0.318098627,0.139084149,-0.056416014,0.798200444,0.105088492,0.6332153,0.017147376,0.938102246,-0.350114338,0.101470128
4523,ENSGALG00010016451,USP46,black,0.549458975,0.006612722,-0.363669474,0.088043399,0.309371436,0.150867725,0.401470507,0.057592823,0.196797396,0.368109093,0.245536346,0.258780491,0.741145576,5.21E-05,0.316185402,0.141609357,0.509257051,0.013066911,0.238195666,0.27373994,0.343604745,0.108429688,0.345128173,0.106770469,-0.022406243,0.919172261
4001,ENSGALG00010014515,ETNK1,black,0.544117388,0.007273558,-0.360692412,0.090871739,0.429032903,0.041068457,0.126166284,0.566218391,0.330570457,0.123405781,0.218860629,0.315707844,0.793647033,6.21E-06,0.398749015,0.05946746,0.258826088,0.233058071,0.238518873,0.273070001,0.667731084,0.000498802,0.332764282,0.120785936,-0.248077418,0.253726886
4723,ENSGALG00010016942,ZBTB40,black,0.265139599,0.221449059,-0.35802278,0.093465061,-0.208448407,0.339842888,-0.249403903,0.251114278,0.232542301,0.285626338,0.261103124,0.228825982,0.422457515,0.044622685,0.044460619,0.840359295,0.041005934,0.852626476,-0.406657061,0.054146477,-0.205491091,0.346892201,0.011499238,0.958469352,-0.251598319,0.246830531
3329,ENSGALG00010012391,,black,0.461309136,0.026715682,-0.357973353,0.093513588,0.406002788,0.054572221,-0.058776636,0.789936321,0.514331673,0.012043022,0.520678689,0.010855978,0.78049327,1.12E-05,0.177397362,0.418068679,-0.044570216,0.839970703,-0.04209921,0.848740673,0.262378083,0.226478626,-0.060670774,0.783321026,-0.073271352,0.739702097
