,geneID,genename,moduleColor,GS.Mass_min,p.GS.Mass_min,MM.brown,p.MM.brown,MM.grey,p.MM.grey,MM.green,p.MM.green,MM.lightgreen,p.MM.lightgreen,MM.pink,p.MM.pink,MM.black,p.MM.black,MM.lightcyan,p.MM.lightcyan,MM.cyan,p.MM.cyan,MM.grey60,p.MM.grey60,MM.purple,p.MM.purple,MM.salmon,p.MM.salmon,MM.midnightblue,p.MM.midnightblue
533,ENSGALG00010002406,DIAPH3,purple,0.163576794,0.455797835,-0.174722159,0.425235484,0.112968622,0.607802085,-0.256226087,0.237952911,-0.02870362,0.896560605,-0.27925066,0.196909299,0.187207078,0.392360207,0.227788796,0.295866895,-0.05471818,0.804157296,-0.037734709,0.864272787,0.572685139,0.00429024,0.433306585,0.038880155,-0.548225859,0.006760659
1721,ENSGALG00010007271,CADM2,purple,0.27506905,0.203979946,-0.170533794,0.436588293,0.232856423,0.284957538,-0.107836684,0.624304912,0.096352774,0.661862996,-0.167133357,0.445922997,0.44419369,0.033718448,0.461280008,0.026726522,0.004622166,0.983300723,0.097124724,0.659312186,0.753439885,3.32E-05,0.474116032,0.022278827,-0.088187522,0.689062114
221,ENSGALG00010001281,LRRN3,purple,0.186427212,0.394370854,-0.170166872,0.437590497,0.712797236,0.000135145,0.004249995,0.984645168,0.05445997,0.805064157,-0.23126145,0.288363572,0.205073926,0.347893478,0.515584123,0.01180072,-0.299706986,0.164719892,0.334341062,0.118928022,0.635269691,0.001125748,-0.121437779,0.58097118,-0.035521716,0.872167218
2238,ENSGALG00010008938,ZBED4,purple,0.312409818,0.14668802,-0.167773366,0.444158078,0.40191747,0.057289342,0.476612303,0.021487461,0.23620547,0.277888114,-0.007995777,0.971116206,0.112191665,0.610288953,0.540805366,0.007710181,0.178727168,0.414530846,0.418653264,0.046786064,0.464184863,0.025662632,0.289288905,0.180619667,0.485522967,0.018845347
5687,ENSGALG00010019992,CHAC2,purple,0.278619959,0.197964953,-0.165590652,0.450192399,0.354515428,0.096955219,0.126187801,0.566151642,0.133147473,0.544747464,-0.266695845,0.218647583,0.131639609,0.549353048,0.361826208,0.089786716,-0.079473748,0.718504156,0.284509366,0.188255896,0.659782888,0.000614198,0.03257525,0.882696389,0.017592748,0.936497673
4148,ENSGALG00010015047,NPY2R,purple,0.315424016,0.142623306,-0.162659612,0.458362747,0.634090228,0.00115756,0.035391749,0.872631226,0.179528786,0.412406159,-0.013329971,0.951864402,0.402732136,0.056739367,0.0995981,0.651164046,-0.173221413,0.429284855,0.367775514,0.084251014,0.741473569,5.15E-05,0.119057208,0.588460955,-0.195119881,0.372287357
5501,ENSGALG00010019185,ANKDD1A,purple,0.177734106,0.417171247,-0.162016408,0.460165938,0.218923899,0.315564459,-0.095602205,0.664346643,0.09703052,0.659623273,-0.278123265,0.198799004,0.02335345,0.915766881,0.222406147,0.307734004,-0.149034158,0.497334443,0.193433712,0.376514484,0.534040384,0.008669725,-0.138402166,0.528838052,-0.017086772,0.938320605
7121,ENSGALG00010023887,RASA2,purple,0.214296971,0.326154594,-0.161034545,0.462925619,0.331637559,0.122126375,0.163297674,0.456577603,-0.002936197,0.989391479,-0.483945682,0.019292809,-0.18010767,0.410875556,0.475226316,0.021923998,-0.076579895,0.728370585,0.342676955,0.109449388,0.670851441,0.000458903,0.264106852,0.223321251,0.04129219,0.851608723
2321,ENSGALG00010009188,GPR22,purple,0.188052783,0.390186339,-0.158285574,0.47069729,0.30187234,0.161541896,-0.029701812,0.89298314,0.099238591,0.65234602,-0.135855125,0.536522177,0.287545552,0.183379901,0.361891909,0.089724139,-0.144590577,0.510387463,0.140203449,0.52343532,0.587953752,0.003172327,0.279857367,0.195897414,0.128164098,0.56003578
7808,ENSGALG00010025597,SCN2A,purple,0.184286262,0.399920234,-0.15467566,0.481003365,0.266695764,0.218647728,-0.327155809,0.127564888,0.260813012,0.229362346,-0.212080571,0.331302364,0.527199867,0.009738337,0.487850319,0.018200476,-0.197669952,0.365946516,-0.032899209,0.881537753,0.729763757,7.75E-05,0.224189886,0.303769526,-0.301177991,0.162556254
7229,ENSGALG00010024191,DPYD,purple,0.310985218,0.148637412,-0.145789459,0.50684948,0.50701532,0.013541358,0.131699242,0.549170569,0.510644437,0.012780158,-0.036977586,0.866972303,0.538245586,0.008062335,0.314572236,0.143763739,0.029047042,0.895329573,0.420562393,0.045690406,0.807249936,3.24E-06,0.112270228,0.610037301,-0.232277784,0.286190285
6778,ENSGALG00010022875,SPON1,purple,0.150538265,0.492953784,-0.143749276,0.51287732,-0.047233997,0.830537147,0.293134451,0.174632441,0.608702448,0.002054361,-0.368516177,0.083580172,0.167988436,0.443565822,0.470292927,0.023536142,0.308975899,0.151417958,0.243016695,0.263854839,0.571491615,0.004390036,0.382959513,0.071283874,-0.121100619,0.582029438
7898,ENSGALG00010025993,MEIOC,purple,0.18752439,0.391543768,-0.141336763,0.520049586,0.074985737,0.733823755,-0.168124311,0.443191868,0.224884321,0.302234637,-0.193285153,0.376888224,0.195529555,0.37126446,0.099444992,0.651667327,-0.105158337,0.632988225,0.007760006,0.971967572,0.541391006,0.007631433,0.120630565,0.583506212,-0.003409539,0.987681404
6002,ENSGALG00010020992,KCNH7,purple,0.252997519,0.244124045,-0.137755687,0.530783477,0.58205044,0.003571204,0.18816784,0.389891113,-0.104100116,0.636432056,-0.203850656,0.350839367,0.18957722,0.386284985,0.440557291,0.035378273,0.054516603,0.804865234,0.417923992,0.047209958,0.568118518,0.004682657,0.089453678,0.684818943,-0.200249027,0.35959752
2820,ENSGALG00010010942,NRN1,purple,0.210131501,0.335869209,-0.137281532,0.532212471,0.186805638,0.393394478,0.016591346,0.94010582,0.19085152,0.383040784,0.176613252,0.420162431,0.274378573,0.205163713,-0.082478662,0.708304904,0.093451838,0.671481111,0.309379803,0.150856101,0.513111612,0.012282966,0.11076628,0.614862134,-0.18062695,0.409505215
5785,ENSGALG00010020290,NELL1,purple,0.339073788,0.113476129,-0.135619993,0.537234159,0.528295101,0.009560289,0.252949127,0.244217325,0.001891896,0.993164445,-0.07382111,0.737815517,0.41010968,0.051942161,0.196608784,0.368577524,0.216968661,0.3200138,0.511484061,0.012609138,0.722592762,9.85E-05,0.366868303,0.085078193,-0.290932721,0.178043333
113,ENSGALG00010000729,EDNRB,purple,0.083510405,0.704814022,-0.129981836,0.554436943,0.116201625,0.597499286,-0.281630284,0.192960737,0.15542767,0.478847085,-0.052411434,0.812267371,0.211540057,0.332565091,0.10633854,0.629156094,-0.200912206,0.357975377,-0.059506801,0.787384526,0.488773571,0.017949665,0.123711255,0.57385721,-0.07814811,0.723018554
6696,ENSGALG00010022622,MPPED2,purple,0.151607313,0.489851908,-0.129681515,0.555360212,0.653120409,0.000727939,0.034708069,0.875072758,-0.105223037,0.632777906,-0.310001105,0.149994704,-0.168413665,0.442396064,0.147927938,0.500568481,-0.368527234,0.083570188,0.396424876,0.061105196,0.62864528,0.00131457,-0.089815802,0.68360707,-0.087017155,0.69299235
2661,ENSGALG00010010439,HGF,purple,0.315699703,0.142255575,-0.127317884,0.562650845,0.304463653,0.157795413,0.318158811,0.139005239,0.258026245,0.234556778,-0.126016484,0.566683196,0.435306079,0.037888348,0.384783126,0.069834754,0.290946264,0.178022212,0.429425069,0.040863715,0.588223775,0.00315502,0.401001089,0.057912881,-0.336726535,0.116156793
2650,ENSGALG00010010410,CACNA2D1,purple,0.260662556,0.229640838,-0.126035628,0.566623785,0.429701943,0.040719647,0.16652233,0.44761144,0.437697349,0.036728488,-0.114031365,0.604407284,0.33418993,0.119105196,0.18114048,0.408152526,0.042485381,0.847368922,0.47582942,0.021733172,0.801201683,4.35E-06,0.050648979,0.818476466,-0.43302461,0.03902165
2814,ENSGALG00010010935,LGALS1A,purple,0.169162542,0.440339967,-0.123445268,0.574687535,0.498709719,0.015423547,0.060918138,0.782458164,0.061853608,0.779197284,0.106381514,0.629016732,0.39115982,0.064943095,0.112888755,0.608057531,0.046220942,0.834122202,0.372429084,0.080102419,0.572266805,0.004325,0.364389513,0.087369314,-0.086133686,0.695964235
4888,ENSGALG00010017451,GABPB1,purple,0.163763629,0.455276265,-0.122772384,0.57679041,0.325136563,0.13007137,0.340596621,0.111761302,0.402749334,0.056727801,-0.309375187,0.150862514,-0.02787993,0.899514132,0.419931676,0.04605014,0.061930453,0.778929575,0.387540609,0.067686208,0.549203938,0.006643096,-0.118088022,0.591522005,0.197597007,0.366127024
3046,ENSGALG00010011601,ANO4,purple,0.180139902,0.410790426,-0.122662783,0.57713325,0.660251031,0.000606816,0.025186005,0.90918263,-0.04968526,0.821876123,-0.02474783,0.910756453,0.427912173,0.041658006,0.251002427,0.247989058,-0.087431743,0.69159923,0.346866437,0.104900114,0.68876151,0.000278957,0.312142032,0.147053064,-0.356402481,0.095065624
2848,ENSGALG00010010989,TRIQK,purple,0.215948946,0.322349264,-0.122138203,0.578775399,0.33361136,0.119785231,-0.187183197,0.392421693,0.059621043,0.786985462,-0.189816633,0.385674287,0.434771895,0.038151346,0.281637036,0.192949611,-0.159938877,0.466015233,0.059572913,0.787153579,0.65779843,0.000646354,0.399475916,0.058962226,-0.023545324,0.915077232
3062,ENSGALG00010011643,C8H1ORF21,purple,0.272238005,0.208862907,-0.119051969,0.588477484,0.283730048,0.189521602,0.145920684,0.506462956,0.524035295,0.010268218,-0.007252895,0.973798841,0.420379937,0.045794245,0.310938656,0.148701434,0.131899508,0.548557951,0.355608819,0.095856997,0.703761321,0.000178923,0.328126169,0.126372842,-0.026847208,0.903219012
7739,ENSGALG00010025390,BCL7A,purple,0.251602331,0.246822741,-0.112931208,0.607921744,0.481266148,0.020072643,0.351254081,0.100286318,0.28771726,0.183106761,-0.307660557,0.153257917,0.082992513,0.706565585,0.410767233,0.051530344,0.110396967,0.616049306,0.638564695,0.001040808,0.856934982,1.78E-07,0.373758322,0.078946142,0.038943468,0.859966014
8426,ENSGALG00010028024,RBM3,purple,0.193393623,0.376615318,-0.108491895,0.622187976,0.176806255,0.419646541,0.115721185,0.599025673,0.166680461,0.447174155,-0.238687302,0.272721295,-0.08940052,0.684996904,0.307627581,0.153304248,0.091726433,0.677225577,0.324121818,0.131344248,0.578937024,0.003798036,0.060173074,0.785057862,-0.134934467,0.539312438
6819,ENSGALG00010023030,HS2ST1,purple,0.246948798,0.255963536,-0.107813437,0.624380076,0.503161374,0.014389898,0.082062864,0.709713361,0.070923914,0.747773923,-0.265672762,0.220486616,0.344953475,0.106959788,0.223245948,0.305863556,0.053747721,0.807566912,0.489526969,0.017747079,0.911376716,1.50E-09,0.343640241,0.108390814,-0.217577809,0.318623567
3070,ENSGALG00010011660,,purple,0.238473033,0.273164953,-0.105101263,0.633173777,0.333354436,0.120088113,0.236798536,0.27664786,0.212741809,0.329761517,-0.181181643,0.408044205,0.188212703,0.389776032,0.498549673,0.015461805,0.11361946,0.605722127,0.473057554,0.022621388,0.647944494,0.000828365,0.40879998,0.052769999,0.218358087,0.316848132
1219,ENSGALG00010005236,TMTC4,purple,0.307757052,0.153122403,-0.103772184,0.637500751,0.541002922,0.007683542,0.178234485,0.41583967,-0.128658181,0.558511439,-0.167238485,0.445632837,0.225540737,0.300788187,0.513197161,0.012266015,0.018832443,0.932032615,0.31331554,0.145458111,0.634915183,0.00113523,0.543362824,0.007371181,0.15471175,0.480899769
1089,ENSGALG00010004669,ELMOD1,purple,0.304470389,0.157785754,-0.101291273,0.645608268,0.636358927,0.001097037,0.245466172,0.258920961,0.233222771,0.284178784,-0.16793206,0.443721029,0.225344186,0.301220849,0.200587499,0.358769079,-0.004262912,0.984598507,0.689193026,0.000275515,0.900532382,4.79E-09,0.178471624,0.415209421,-0.221511359,0.309734619
2047,ENSGALG00010008183,ALG10,purple,0.181941496,0.406047502,-0.100063672,0.649634567,0.4407362,0.03529513,0.278211887,0.198650016,0.102187661,0.642674342,-0.300225898,0.163954367,-0.207141036,0.342948686,0.248668138,0.252561263,-0.074915999,0.734062596,0.357935299,0.093550962,0.455907799,0.028786798,0.035757668,0.87132493,0.022265158,0.919679606
468,ENSGALG00010002253,GK2,purple,0.196046125,0.369976963,-0.099813768,0.650455371,0.631379499,0.001233595,0.083351015,0.705352939,0.359497867,0.09202543,0.034544849,0.875655808,0.377865043,0.075453148,0.065320314,0.767144735,-0.092048431,0.676152204,0.418521289,0.046862555,0.696994243,0.000219324,0.156123418,0.476856497,-0.274814009,0.204416657
3144,ENSGALG00010011913,CXXC5,purple,0.2064807,0.34452375,-0.09826014,0.655567019,0.548822458,0.006688745,0.17293279,0.430066001,-0.06142402,0.780694307,-0.018690989,0.932541996,0.208181703,0.34047511,0.146190136,0.505669725,0.067050276,0.761149524,0.52798922,0.009609743,0.708757697,0.000153403,0.171067789,0.43513194,-0.009707284,0.964936954
8984,ENSGALG00010029611,YWHAG,purple,0.219288992,0.314737845,-0.093576082,0.671068142,0.620035116,0.00159986,-0.000934654,0.996622998,-0.002557799,0.990758575,-0.007095946,0.974365637,0.32409542,0.131377479,0.210971728,0.3338959,-0.106838442,0.627535686,0.46429906,0.025621511,0.84148327,4.88E-07,0.14308819,0.51483793,-0.185972357,0.395546218
1011,ENSGALG00010004265,PIP4K2A,purple,0.298485402,0.166531869,-0.087851891,0.690188413,0.418403489,0.046930912,0.47321841,0.022569059,0.146351666,0.505194496,0.009650983,0.965140196,0.341710489,0.110519045,0.147226397,0.502624777,0.420723374,0.045598941,0.591717581,0.002938164,0.643651277,0.000920462,0.631447974,0.001231623,-0.154725374,0.480860664
3884,ENSGALG00010014091,CHIC2,purple,0.134760669,0.539839927,-0.084970094,0.699885025,0.304180022,0.158202483,-0.15116125,0.49114499,-0.065094917,0.767926812,-0.344073168,0.107917514,0.199785993,0.360732639,0.224273846,0.303583696,-0.118906549,0.588936349,0.151564106,0.489977086,0.724540305,9.24E-05,0.271725302,0.209755528,-0.302356703,0.160836929
4108,ENSGALG00010014922,MAN1A1,purple,0.106479696,0.628698377,-0.083518911,0.704785266,0.599951569,0.002476325,-0.191034249,0.382576851,0.167061987,0.446120038,-0.030819241,0.888980731,0.275728844,0.202853093,-0.001100169,0.996024979,-0.373728164,0.078972235,0.204233486,0.349915862,0.60503928,0.002222903,-0.257836492,0.234913253,-0.215137497,0.324215071
2398,ENSGALG00010009404,GNG4,purple,0.157361029,0.473325993,-0.083420808,0.705116942,0.608104442,0.00208111,0.227443534,0.296619453,0.232113173,0.286541583,-0.273624267,0.206462187,-0.222317158,0.307932615,0.131470471,0.549870766,-0.288242209,0.182273441,0.538925397,0.007967538,0.627462195,0.001350988,-0.190024429,0.385144684,0.004917298,0.98223461
591,ENSGALG00010002586,GPR63,purple,0.341172892,0.111117341,-0.082796516,0.707228842,0.377025427,0.076157607,0.202102512,0.355074596,0.185322555,0.397228734,-0.003284896,0.988131707,0.414105198,0.049478703,0.413297098,0.04996947,0.181289107,0.407761489,0.422113183,0.04481522,0.734087917,6.68E-05,0.365030885,0.086772128,0.007460587,0.973048811
4399,ENSGALG00010015963,C9H3orf58,purple,0.247375198,0.255117027,-0.080726755,0.714245446,0.479650493,0.020555027,0.444528163,0.033568929,0.239057711,0.271955413,-0.291176358,0.177663651,-0.069749074,0.751823389,0.285609876,0.186478395,0.139780756,0.524700776,0.683841824,0.000320913,0.81705955,1.96E-06,0.253062433,0.243998952,0.100644555,0.647728189
1075,ENSGALG00010004576,STEAP2,purple,0.224856324,0.302296426,-0.08017501,0.716119706,0.165673902,0.449961462,0.142990305,0.515128536,0.26145223,0.228181647,-0.314669719,0.143632894,0.122521015,0.577576841,0.431269373,0.039911557,0.144389132,0.510983112,0.341278228,0.110999925,0.801146793,4.36E-06,0.213271944,0.328529285,-0.137224894,0.532383284
8013,ENSGALG00010026697,CHN1,purple,0.215886356,0.322492948,-0.078058845,0.723322867,0.619554696,0.001617219,0.1638887,0.454927291,0.298208142,0.166945054,-0.095830453,0.663591005,0.217218477,0.319443212,0.104151919,0.636263303,-0.154404821,0.481781154,0.548133398,0.006771862,0.719201749,0.000110067,0.128842145,0.557944351,-0.062370296,0.777397742
5246,ENSGALG00010018355,PRKCB,purple,0.11072532,0.614993754,-0.077868616,0.723971506,0.55895748,0.005560951,-0.198681033,0.363449825,0.287990915,0.182672026,0.245230515,0.259393042,0.593401125,0.002838247,0.028157415,0.898519001,-0.239328164,0.271397069,0.253468983,0.243216452,0.675361853,0.000406108,0.090082915,0.682713645,-0.197633697,0.366036227
3184,ENSGALG00010011998,MPPED1,purple,-0.183777961,0.401244118,-0.07693545,0.727156052,0.146410767,0.505020671,-0.283112147,0.190529265,0.159919994,0.466068572,-0.177815746,0.416953833,0.323683157,0.131897254,0.275433554,0.203356895,-0.261253819,0.228547702,-0.098537393,0.654653715,0.524998117,0.010104548,0.345728389,0.106121897,-0.003952889,0.985718474
1593,ENSGALG00010006472,DCLK1,purple,0.227129958,0.297303974,-0.072677572,0.74174138,0.505338185,0.013905447,-0.167151174,0.445873813,0.135726811,0.53691066,-0.076570178,0.728403784,0.560441086,0.005410042,0.28554396,0.186584534,-0.145014156,0.509136087,0.28105448,0.1939112,0.888375821,1.52E-08,0.320209781,0.136335153,-0.288914242,0.181210443
2847,ENSGALG00010010988,ANKRD44,purple,0.171616204,0.433638967,-0.071412268,0.746092544,0.531775032,0.009012303,-0.202326646,0.354529923,-0.184842815,0.398473472,-0.449150017,0.031556092,0.051060512,0.817025683,0.463627453,0.025864107,-0.370868021,0.081476573,0.188503119,0.389031532,0.666158991,0.000520011,0.257704545,0.235161342,-0.031928428,0.885010439
6042,ENSGALG00010021067,SLC4A10,purple,0.151976544,0.488782838,-0.069702241,0.751984948,0.330223045,0.123824395,-0.096233132,0.662258662,0.200358413,0.359329666,-0.255310733,0.239692065,0.469663258,0.023748583,0.31671276,0.140910081,-0.049298179,0.823242481,0.225434202,0.301022652,0.846706808,3.51E-07,0.288877576,0.181268329,-0.281990045,0.192368504
953,ENSGALG00010004079,AP1AR,purple,0.218345286,0.31687721,-0.063272987,0.774256472,0.469381598,0.023844109,0.210709982,0.334509877,0.209222214,0.338012524,-0.114230844,0.603770952,0.087649529,0.690867801,0.106210498,0.629571401,0.034773167,0.874840235,0.544077833,0.007278649,0.702607389,0.000185316,0.194125246,0.374777542,-0.24974494,0.250445402
2902,ENSGALG00010011139,UBASH3A,purple,0.299638222,0.164821523,-0.059155305,0.788612678,0.38599201,0.068886537,0.202480946,0.354155241,0.041789639,0.849840633,0.040191233,0.855524314,0.337184375,0.115630337,0.494572697,0.0164376,0.189627443,0.386156831,0.446159725,0.03284709,0.589574768,0.003069618,0.313195341,0.145620911,0.182195565,0.405381081
2893,ENSGALG00010011117,SLC6A15,purple,0.136063654,0.535891122,-0.058410306,0.791217369,0.502094975,0.014632204,0.059051393,0.788975849,0.076652978,0.728120889,0.051469906,0.815583018,0.306911769,0.154312362,-0.164247112,0.453928022,0.005831665,0.978931808,0.375686537,0.077291232,0.493394328,0.016736149,0.021180722,0.923580263,-0.56424041,0.005039105
725,ENSGALG00010003063,GGH,purple,0.230705751,0.289556201,-0.055588129,0.801103739,0.547579424,0.006839305,0.266633932,0.218758581,0.489719709,0.017695552,0.053647481,0.807919291,0.200718817,0.358447966,0.369928388,0.082312199,-0.03746629,0.865229668,0.490286787,0.01754465,0.578053198,0.003864592,0.078425779,0.722072219,0.132989914,0.545227877
6699,ENSGALG00010022643,SP3,purple,0.166228849,0.448423608,-0.049356829,0.823035422,0.495217605,0.016276051,0.111470763,0.612600136,0.091262655,0.678772643,-0.330365633,0.12365246,0.110108015,0.616978801,0.514065415,0.012095055,-0.088324992,0.68860098,0.416997732,0.047752657,0.840086409,5.31E-07,0.268726661,0.215027417,0.014275333,0.948454882
8003,ENSGALG00010026581,DNER,purple,0.18350679,0.401951384,-0.049215537,0.823534267,0.658342766,0.000637393,0.021085558,0.923922646,0.076146183,0.729852942,0.031060355,0.888117451,0.336871481,0.115989935,-0.075707716,0.731352507,-0.106989367,0.627046797,0.53213798,0.008956676,0.760794024,2.50E-05,0.098069259,0.65619608,-0.382697594,0.071493866
398,ENSGALG00010001883,KBTBD11,purple,0.196286842,0.369377879,-0.045258196,0.837532183,0.123729466,0.573800381,0.274501278,0.204953008,0.384262931,0.07024582,0.021207178,0.923485082,0.54282063,0.007441997,0.084543547,0.701324166,0.44876582,0.031719668,0.414566558,0.049200198,0.662531924,0.000571931,0.407473931,0.053618537,-0.281554215,0.193086121
4100,ENSGALG00010014903,MCF2L,purple,0.207186306,0.342840862,-0.042873256,0.845991551,0.446973948,0.03249149,0.020982703,0.924292715,0.092681172,0.674044748,-0.178758255,0.414448336,0.384012899,0.070444052,0.404905136,0.055292279,0.056335936,0.798481156,0.421077096,0.045398469,0.811092941,2.67E-06,0.52659608,0.009837656,-0.328792353,0.125559128
495,ENSGALG00010002341,FAM49A,purple,0.191474601,0.381460146,-0.04147336,0.850964707,0.554273405,0.006060658,0.159525636,0.467183256,0.264209386,0.223134908,-0.219671474,0.313873274,0.310726441,0.148993474,0.209354206,0.337700897,0.000858569,0.9968979,0.551953528,0.006321675,0.904171179,3.30E-09,0.344867236,0.107053334,-0.22025948,0.312546961
1158,ENSGALG00010005010,NKAIN2,purple,0.147622127,0.50146434,-0.041018486,0.852581845,0.318658463,0.13835135,0.202343032,0.354490123,0.122582172,0.577385462,-0.250463149,0.249040551,0.322485055,0.13341618,0.443012739,0.034250585,0.238408591,0.273298474,0.423918518,0.043812932,0.72882014,8.00E-05,0.690427047,0.000265873,-0.16880258,0.441327635
213,ENSGALG00010001254,NETO1,purple,0.121942553,0.579388387,-0.036374909,0.869122176,0.297846574,0.167484949,0.037498737,0.865113988,0.041466777,0.850988103,-0.199252511,0.362043036,0.365603714,0.08624135,0.027146399,0.902145462,0.126069501,0.566518675,0.284929084,0.187576623,0.608156505,0.00207877,0.058249699,0.79177917,-0.381590365,0.072386772
4158,ENSGALG00010015062,,purple,0.004583662,0.983439814,-0.036339838,0.869247309,0.307297894,0.153767985,-0.00073544,0.997342778,-0.034658092,0.875251277,-0.450145248,0.031135474,-0.174252953,0.426499286,0.395327547,0.061890362,-0.178495068,0.415147143,0.261724964,0.227679103,0.694941756,0.000233046,0.075135998,0.733309218,0.05686751,0.796618186
593,ENSGALG00010002589,SLC4A7,purple,0.145068913,0.508974428,-0.035853308,0.870983558,0.520858111,0.010823875,-0.151009487,0.491585318,-0.010802139,0.960985072,-0.035109935,0.873637495,0.245613208,0.258626689,0.392354346,0.064056627,-0.226184856,0.299372993,0.279397604,0.196663897,0.589314208,0.003085935,0.254935637,0.240407133,-0.217954165,0.317766459
4748,ENSGALG00010016982,GLRX5,purple,0.06759528,0.759263538,-0.034685832,0.87515219,0.508645201,0.013195033,0.056652839,0.797370398,0.126063436,0.566537494,-0.321695278,0.134424271,-0.100769592,0.647318113,0.231975526,0.286835545,-0.238769782,0.272550635,0.46912938,0.02392991,0.821970831,1.51E-06,0.035775694,0.871260588,0.040254854,0.855297952
1917,ENSGALG00010007965,EGLN1,purple,0.184434367,0.399534949,-0.030783078,0.88911022,0.429321362,0.04091778,0.296400549,0.169656306,0.256359375,0.237700356,-0.206758418,0.343860803,-0.008874309,0.967944117,0.12981863,0.554938597,0.070630319,0.748785294,0.665010991,0.000535986,0.821245241,1.57E-06,0.218403179,0.316745714,-0.083062574,0.706328545
7262,ENSGALG00010024285,CCND2,purple,0.112202051,0.610255682,-0.027206473,0.901929926,0.200425645,0.359165094,0.070374125,0.749668153,0.23907213,0.271925628,-0.022294035,0.919575763,0.076770355,0.727719919,-0.252756758,0.244588369,-0.018248771,0.934134611,0.388626419,0.066854138,0.544379324,0.007239922,0.085313704,0.698726436,-0.000378922,0.998630914
1078,ENSGALG00010004588,MINDY3,purple,0.240116442,0.269773843,-0.022153715,0.920080379,0.425342469,0.043034815,0.248207649,0.253469613,0.275801306,0.202729592,-0.270870511,0.21124941,0.284258057,0.18866342,0.267652338,0.216937505,0.186039807,0.395371801,0.572883664,0.004273826,0.902259157,4.02E-09,0.403977168,0.055906724,-0.246560324,0.256736322
2553,ENSGALG00010010035,ATP10B,purple,0.123305631,0.575123648,-0.021758942,0.921500219,0.312243085,0.146915234,0.057681588,0.793767227,-0.092405825,0.674961552,-0.411011485,0.051378018,0.014088925,0.949127112,0.575066294,0.004096818,-0.092733414,0.673870855,0.214444844,0.325812871,0.604299011,0.002258348,0.359487034,0.092035942,0.223424487,0.305466808
849,ENSGALG00010003703,TDRP,purple,0.130613522,0.552497239,-0.020169874,0.927217762,0.272972667,0.207588301,0.10033627,0.648739672,0.224177367,0.303797238,-0.438832634,0.036187725,0.057798632,0.79335754,0.251590705,0.246845311,-0.054945835,0.803357948,0.403378145,0.05630615,0.758986089,2.69E-05,0.054243035,0.805826246,-0.143584375,0.513366034
4884,ENSGALG00010017439,PPP4R4,purple,0.119161948,0.588130556,-0.019828587,0.928446194,0.442145112,0.034645754,0.064110731,0.77134427,0.238069346,0.274002059,-0.444134585,0.033744924,0.152884447,0.486159065,0.397335762,0.060459256,-0.091350485,0.678479564,0.424924374,0.043262153,0.86171091,1.28E-07,0.202530841,0.35403413,-0.368159888,0.083902373
2932,ENSGALG00010011273,RUNX1T1,purple,0.05980312,0.786349543,-0.013862756,0.949942768,0.660361964,0.000605078,-0.337959908,0.114742543,-0.052548408,0.811785264,-0.183010449,0.403247735,0.183203357,0.40274362,0.302134519,0.16116004,-0.581148471,0.003635713,0.159930578,0.466038673,0.735915197,6.27E-05,0.108448161,0.622329186,-0.03885632,0.860276394
3533,ENSGALG00010013037,MORC4,purple,0.184423095,0.399564266,-0.013005451,0.953035001,0.520166367,0.010948075,0.100797385,0.647226978,-0.13949956,0.52554342,-0.099556851,0.651299619,0.10671719,0.627928565,0.604693888,0.002239382,-0.068646338,0.755630097,0.379311303,0.074251263,0.666401141,0.000516694,0.347041193,0.10471342,0.277969866,0.199057072
3878,ENSGALG00010014045,GOLT1B,purple,0.137493317,0.531573977,-0.01297051,0.953161045,0.328399655,0.126038332,0.240119312,0.269767945,0.315261505,0.142840391,-0.314334171,0.144083635,-0.11959311,0.586771295,0.338416109,0.114222631,-0.008471178,0.969399635,0.518998388,0.011160438,0.739032936,5.62E-05,0.103946921,0.636931217,0.007578203,0.972624079
3397,ENSGALG00010012699,RNF128,purple,0.116815976,0.595549846,-0.012450941,0.955035427,0.2280317,0.295338154,-0.236037553,0.278239907,0.302948142,0.159979039,0.067228649,0.76053212,0.442203924,0.034618855,0.124163714,0.572445991,-0.135653932,0.537131364,0.125297217,0.568917318,0.644510037,0.00090137,0.279381679,0.196690482,-0.148139399,0.499949478
6731,ENSGALG00010022760,ELAVL4,purple,0.148782536,0.498069152,-0.012162971,0.956074396,0.458736935,0.027686591,0.076495467,0.728659072,-0.004428248,0.984001234,-0.34537514,0.106503255,0.166956357,0.446411752,0.331188968,0.122663039,0.016050931,0.942053465,0.502576703,0.014522337,0.909136779,1.93E-09,0.270402087,0.21207107,-0.212836148,0.329542037
2250,ENSGALG00010009007,TMEM65,purple,0.162105238,0.459916689,-0.010313603,0.962748342,0.476789284,0.021432226,0.153285999,0.485000865,0.031342112,0.887108806,-0.233841418,0.282866746,0.153741536,0.483688633,0.136184796,0.535524675,0.110782773,0.614809138,0.619954827,0.00160275,0.860071834,1.43E-07,0.449858235,0.031256315,-0.323743778,0.131820732
922,ENSGALG00010003965,SNTG1,purple,0.197042334,0.367501288,-0.005510326,0.980092485,0.470260813,0.02354694,-0.23644073,0.277395705,-0.164017335,0.45456852,-0.212798505,0.329629601,0.32676505,0.128047197,0.454034017,0.029534465,-0.24913687,0.251638816,0.191744012,0.380777854,0.77665783,1.31E-05,0.464602822,0.025512388,-0.065572566,0.766269738
