"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GSF2960.NOF1.TnA","GSF2960.NOF10.TnA","GSF2960.NOF11.TnA","GSF2960.NOF12.TnA","GSF2960.NOF2.TnA","GSF2960.NOF3.TnA","GSF2960.NOF4.TnA","GSF2960.NOF5.TnA","GSF2960.NOF6.TnA","GSF2960.NOF7.TnA","GSF2960.NOF8.TnA","GSF2960.NOF9.TnA","GSF2960.NOM1.TnA","GSF2960.NOM10.TnA","GSF2960.NOM11.TnA","GSF2960.NOM12.TnA","GSF2960.NOM2.TnA","GSF2960.NOM3.TnA","GSF2960.NOM4.TnA","GSF2960.NOM5.TnA","GSF2960.NOM6.TnA","GSF2960.NOM7.TnA","GSF2960.NOM8.TnA","GSF2960.NOM9.TnA"
"216","ENSGALG00010011555",110.327099003036,6.96560147496091,0.424931229453835,16.3923030178644,2.17062621290242e-60,5.97931802135563e-58,217,215,214,259,207,204,251,225,255,240,216,150,0,1,0,2,2,1,2,0,4,4,1,0
"217","ENSGALG00010011559",1467.20624653459,-1.00129548521675,0.0605001323743517,-16.5503023864662,1.59300527239309e-61,4.60223108573077e-59,791,997,1115,1212,1003,994,1045,1035,890,881,1143,763,1728,1556,1582,2360,2125,2006,1672,2046,2230,1961,2286,2129
"218","ENSGALG00010011571",241.842771461156,-0.52940944792735,0.0662605188597823,-7.98981742125599,1.35138742459769e-15,7.21044326322507e-14,190,178,207,211,206,228,183,234,232,196,230,141,202,248,269,331,307,297,227,315,333,305,298,293
"219","ENSGALG00010011572",163.970208576231,-1.02888313806893,0.0988137015015819,-10.4123529675938,2.17771440119101e-25,1.66419529561984e-23,81,115,114,145,92,131,104,102,112,98,107,76,171,165,140,259,256,197,217,235,289,257,286,245
"220","ENSGALG00010011636",1288.65514347393,-0.231077262603734,0.0742901702913171,-3.1104688776133,0.0018679057861117,0.0434682594037191,990,1161,1755,1318,1130,1223,1061,1107,1489,1199,1432,838,1006,1150,1466,1802,1694,1429,1081,1395,1635,1195,1410,1404
"221","ENSGALG00010011649",964.135977881812,-0.910622724106318,0.0753342621252211,-12.0877632357064,1.22578617663193e-33,1.25167562605217e-31,600,672,803,739,639,817,708,629,611,604,761,497,1097,1101,1160,1433,1466,1296,1184,1269,1277,1167,1507,1218
"222","ENSGALG00010011712",584.658755719016,-0.498622888930849,0.0499471308176089,-9.98301365401072,1.80887656556411e-23,1.29855411630951e-21,427,491,543,475,516,440,466,448,615,482,557,366,521,603,565,730,792,797,557,816,774,650,725,850
"223","ENSGALG00010011723",2005.61054414512,0.283451816000517,0.0831390448383909,3.40937060982,0.000651129572275735,0.0165507076901418,1793,2738,2306,2140,1897,2198,2533,2354,2043,2187,2358,1923,1603,1668,1431,1826,1981,1924,1309,2040,2105,1762,2169,2129
"224","ENSGALG00010011724",259.791643772529,-0.735187536507414,0.186889662290499,-3.93380525972938,8.3611533631248e-05,0.002463628397667,183,210,141,171,199,157,206,126,540,166,154,109,255,267,310,404,381,270,259,433,360,310,371,370
"225","ENSGALG00010011747",238.6428576618,-0.898893826470294,0.0677623666062642,-13.2653841872636,3.67532434213922e-40,4.68109858415474e-38,135,159,171,202,169,187,164,170,165,173,172,146,269,265,238,372,351,320,268,354,338,317,369,300
"226","ENSGALG00010011759",774.519275393807,-0.577642697796346,0.0667930565232236,-8.64824471081815,5.22975912955367e-18,3.20966305127271e-16,613,644,674,667,554,572,552,477,914,643,705,544,794,881,787,1011,983,909,730,1089,1042,901,989,1092
"227","ENSGALG00010011774",510.322758729518,-1.02712567621539,0.0441887827943101,-23.2440364106985,1.63448765596998e-119,4.84012657124109e-116,250,324,424,397,343,334,328,328,369,380,367,282,567,582,567,778,753,765,556,716,802,677,761,731
"228","ENSGALG00010011792",751.846900273433,0.218046527031771,0.051438508365663,4.23897453405404,2.24543125539804e-05,0.000689044902077456,628,828,881,853,746,804,723,773,1069,771,950,659,536,595,610,788,937,682,634,800,805,668,805,720
"229","ENSGALG00010011808",2845.07155988072,-0.875874771284953,0.0509007285495148,-17.2075095238161,2.33249307526978e-66,8.12599425781488e-64,1851,1886,2369,2441,2129,2303,2150,1824,2117,2045,2325,1379,3087,3372,3212,4105,4127,3792,2743,4013,4434,3607,3658,4016
"230","ENSGALG00010011837",468.965071639196,-0.766745496352123,0.0945481830433762,-8.10957409938127,5.07974950733333e-16,2.76007490432859e-14,302,374,468,307,304,268,300,364,435,419,317,313,403,609,509,657,603,680,491,646,625,525,710,733
"231","ENSGALG00010011846",86.1895774333678,8.19639612237083,0.723281346582243,11.3322376708616,9.08535400232413e-30,8.21496321813201e-28,152,171,229,191,157,139,175,154,223,157,182,156,4,0,0,0,0,0,0,0,0,0,0,0
"232","ENSGALG00010011864",34.2642084316289,-1.0567493205456,0.153795087884316,-6.87115131622727,6.36857950789684e-12,2.80430573498283e-10,20,31,35,22,20,18,21,20,31,17,28,15,45,39,45,47,52,49,28,57,47,51,39,54
"233","ENSGALG00010011873",314.447425959754,-0.816049055916788,0.0858255944870076,-9.50822491582418,1.93943575522543e-21,1.31272094403687e-19,179,209,281,304,217,244,263,193,262,257,228,146,287,349,321,464,546,458,281,435,507,380,377,495
"234","ENSGALG00010011881",380.23276356892,-1.08135146645801,0.0651466361148001,-16.5987306628154,7.11803147054408e-62,2.10782706921487e-59,183,235,260,255,253,291,267,206,296,252,262,199,445,466,447,585,573,554,444,502,505,510,622,581
"235","ENSGALG00010011887",116.385980437255,-0.692033934228986,0.14217315950053,-4.86754276728589,1.12994384382831e-06,3.85711378390383e-05,86,69,116,134,73,65,44,96,92,105,89,81,86,103,123,159,174,130,107,201,191,172,179,172
"236","ENSGALG00010011911",109.803148991223,-0.93158293062066,0.114329692886849,-8.1482151057874,3.69334958879633e-16,2.01602423406878e-14,74,77,70,114,71,72,83,68,60,71,98,58,107,121,105,194,159,154,143,146,171,141,178,127
"237","ENSGALG00010011947",55.6888606728281,-0.853611584228785,0.119051138685212,-7.17012532308367,7.4929142749348e-13,3.48053214065109e-11,29,41,42,50,44,35,41,51,49,40,46,32,71,56,58,82,90,77,44,58,82,82,72,79
"238","ENSGALG00010011968",249.319999918459,-0.49352369371274,0.0902085132861124,-5.47092148772524,4.47701612597068e-08,1.64180359170659e-06,176,179,218,300,169,237,195,194,236,211,243,160,212,209,239,391,377,280,246,300,394,288,353,276
"239","ENSGALG00010011971",466.916088985371,-0.52117804104051,0.0584952800831179,-8.90974520166329,5.11499785526965e-19,3.20566929077614e-17,275,401,420,472,409,404,433,337,479,368,437,280,454,441,509,692,623,536,448,581,590,576,585,588
"240","ENSGALG00010011972",398.067405149908,-1.03551474688438,0.0557501161793442,-18.5742168420458,5.19575997793229e-77,2.79744440630036e-74,251,246,277,300,241,287,277,280,317,232,283,198,434,496,429,646,592,531,466,537,632,521,598,568
"241","ENSGALG00010011996",46.9475668257421,-1.12899521424112,0.14144999723205,-7.98158526923827,1.44465726103758e-15,7.67352702107183e-14,26,35,37,44,23,38,15,27,31,27,32,30,46,43,61,89,75,77,51,63,71,65,60,76
"242","ENSGALG00010012011",1226.19919405828,-0.654801079832401,0.0527138500826572,-12.4218033553924,1.99024013070424e-35,2.17911346143777e-33,764,1024,1011,935,975,993,1003,968,1142,986,1048,724,1198,1297,1384,1714,1706,1435,1156,1501,1630,1594,1731,1797
"243","ENSGALG00010012046",34.906091184986,-1.00946122193562,0.220826093338224,-4.5712950253098,4.84719278367991e-06,0.000156444137664001,32,18,39,30,25,19,32,26,16,17,12,15,41,52,34,70,54,39,47,45,62,24,46,46
"244","ENSGALG00010012051",128.288027366436,-0.625481988487037,0.0937746509232156,-6.67005403197068,2.55709263922714e-11,1.08561872084751e-09,78,99,132,138,103,125,85,95,80,108,118,95,129,141,137,163,153,181,123,172,186,155,139,167
"245","ENSGALG00010012063",2618.39244735652,-0.720064233862927,0.0792604066944453,-9.08479105638239,1.0389804834032e-19,6.6884368619081e-18,1660,1919,2172,2729,2156,2067,2013,1975,1813,1962,2557,1249,2672,2666,2422,4175,3751,3037,2874,3505,4069,3556,3215,3435
"246","ENSGALG00010012067",262.414572331566,-0.825246747384645,0.0760771317287497,-10.847500801253,2.04952811444656e-27,1.69766856752584e-25,173,159,187,234,192,201,186,171,178,210,238,151,317,292,276,396,378,329,249,414,378,285,372,395
"247","ENSGALG00010012088",7791.31187725603,-0.950723058801797,0.0698400043165599,-13.6128722800833,3.35783170686062e-42,4.62482750787954e-40,4945,5274,5656,6591,5145,5791,5574,4821,4538,5136,6423,4576,8831,8550,9258,11534,11824,10669,9378,10315,10641,10839,10978,10580
"248","ENSGALG00010012095",821.150995912681,-1.03993829768571,0.0790716300041172,-13.1518510195321,1.66058857541089e-39,2.04892413288979e-37,464,476,565,738,606,589,567,548,538,545,692,352,889,850,930,1425,1268,1149,797,1076,1184,1317,1261,1140
"249","ENSGALG00010012110",682.030365313763,-0.865031430129839,0.0802070655716563,-10.7849779064293,4.05340719835535e-27,3.31121436307029e-25,353,565,519,538,485,380,443,506,730,514,515,285,678,847,711,982,984,881,699,1010,944,881,1038,1131
"250","ENSGALG00010012119",390.735206338415,-0.351636055247259,0.0754241759346604,-4.66211331963216,3.12978766044702e-06,0.000102127644181804,320,336,351,362,322,341,398,292,399,442,386,236,374,383,338,444,530,474,317,476,532,466,450,515
"251","ENSGALG00010012121",2040.20234781475,-0.71633051251347,0.0597518553126869,-11.9884229328922,4.0861053743393e-33,4.03332651325409e-31,1194,1754,1959,1712,1619,1552,1590,1687,1760,1552,1755,1096,2070,2376,2349,2716,2656,2743,1690,2668,2675,2741,2538,3016
"252","ENSGALG00010012131",23.1049208037978,-1.08564595557358,0.191875832698919,-5.65806511587687,1.53089056526877e-08,5.73841732455967e-07,11,15,18,18,16,20,17,22,15,11,16,10,23,28,31,54,27,25,26,29,26,39,28,33
"253","ENSGALG00010012148",621.708210685058,-0.42982186717088,0.0737276536035974,-5.82985957320507,5.54740388085418e-09,2.1334090574259e-07,400,592,568,534,513,484,544,418,796,558,644,394,512,639,530,793,792,788,552,807,888,745,785,898
"254","ENSGALG00010012154",278.010387970656,-0.921494954232298,0.0798014168260227,-11.5473507975588,7.61310711856845e-31,7.1005711668853e-29,137,184,218,209,188,243,161,205,285,163,204,146,311,256,325,433,414,372,304,406,411,385,423,376
"255","ENSGALG00010012159",502.104225255388,0.260072478777521,0.0702794109204183,3.70055006681854,0.000215132627142694,0.00592615341512841,475,582,662,520,515,522,487,522,649,539,558,516,370,405,358,416,480,474,384,583,590,481,553,511
"256","ENSGALG00010012188",209.991450845995,-0.945585601357671,0.119382872114085,-7.92061360740296,2.36341320794848e-15,1.24976024322097e-13,107,170,166,116,185,151,199,146,175,128,130,77,189,253,228,328,292,279,201,353,320,310,293,313
"257","ENSGALG00010012204",274.190212796814,-0.939435057417668,0.137938850231169,-6.81051825387325,9.72477721584516e-12,4.2349259603561e-10,159,238,179,154,227,222,220,117,161,218,197,160,357,316,310,380,361,327,336,445,379,365,479,275
"258","ENSGALG00010012210",441.24990391829,-0.905967487886104,0.0555165299987073,-16.3188781414689,7.24549036585725e-60,1.90717407519065e-57,247,304,334,371,336,340,297,275,353,248,323,250,466,510,462,651,658,568,555,624,641,582,668,621
"259","ENSGALG00010012240",21.9139242760169,-1.1529976831437,0.245058896844623,-4.70498193695351,2.53888432160623e-06,8.37690384106569e-05,5,15,16,14,10,15,9,15,29,18,9,14,16,41,25,25,26,35,34,38,29,38,18,34
"260","ENSGALG00010012247",1744.75348145774,-0.895825066739961,0.0471020772189574,-19.0188017096497,1.19176218683589e-80,8.30377829592415e-78,885,1184,1507,1250,1299,1289,1221,1125,1336,1249,1385,1037,1750,2010,2023,2543,2467,2364,2014,2386,2535,2252,2440,2710
"261","ENSGALG00010012250",759.543911290893,-0.77992065626059,0.0696988501465502,-11.1898640310523,4.57134090593741e-29,4.01092837265397e-27,436,701,674,582,509,527,605,535,600,589,679,447,849,885,921,1077,1082,1011,705,1042,937,929,1066,968
"262","ENSGALG00010012263",49.682343442511,-1.04785138918213,0.13599387062367,-7.70513688871905,1.30703108878746e-14,6.6479609129927e-13,25,29,31,35,32,37,25,22,42,34,39,26,64,46,51,88,83,50,52,97,69,70,87,77
"263","ENSGALG00010012285",197.910699861531,-0.404167201247775,0.104041438765308,-3.88467524136681,0.000102466762894773,0.00297480099629556,125,182,224,187,175,195,144,162,199,221,186,166,142,223,187,322,255,265,112,213,258,232,226,217
"264","ENSGALG00010012290",209.465658410818,-0.341961456868408,0.0732016398573419,-4.67149994911091,2.99008173407134e-06,9.78384479007597e-05,160,182,211,243,169,158,159,148,232,199,215,154,212,204,217,245,255,206,220,284,281,217,263,239
"265","ENSGALG00010012308",39.3151111574525,-1.04241444801621,0.148236566535018,-7.03210059691961,2.03447028337067e-12,9.26857711789448e-11,15,15,39,26,20,32,22,24,32,36,39,21,45,48,45,61,53,55,37,50,54,62,63,62
"266","ENSGALG00010012309",296.297886189488,-0.90131330911309,0.0755744799694341,-11.9261595908781,8.64715132711458e-33,8.46491797270018e-31,144,195,246,239,223,247,226,210,199,186,238,143,319,299,374,419,472,404,329,384,427,376,409,477
"267","ENSGALG00010012322",223.151072216944,-0.625073262540428,0.156233813910598,-4.00088333565303,6.31064668868369e-05,0.00189239519056857,141,267,167,145,157,118,195,179,156,213,218,164,282,268,157,267,342,269,239,279,263,337,319,215
"268","ENSGALG00010012326",1548.91767990464,-0.92180614876236,0.0742123155253489,-12.4212018212462,2.00526270406684e-35,2.17911346143777e-33,810,1223,1177,1201,1068,1220,1194,1062,983,1163,1290,754,1679,1676,1755,2430,2280,2001,1553,1945,2249,2254,2484,2098
"269","ENSGALG00010012336",276.963453010206,-1.01469403376211,0.0620238508845549,-16.3597393468967,3.70711151434662e-60,9.97971270168995e-58,143,187,223,207,197,198,177,146,244,178,191,140,293,314,298,459,456,363,295,422,419,392,400,397
"270","ENSGALG00010012346",247.823739107781,-0.630394924593424,0.0827748924595019,-7.61577461307906,2.62114723613868e-14,1.31557156830774e-12,178,217,244,198,172,168,181,217,184,197,219,178,225,309,269,314,368,318,239,312,298,318,333,324
"271","ENSGALG00010012353",381.526828101587,-1.0068924461738,0.0680711775950442,-14.7917588874958,1.65569876628486e-49,2.72385442870057e-47,195,267,287,264,248,270,229,218,289,301,327,219,394,420,375,654,574,579,404,489,596,530,554,599
"272","ENSGALG00010012357",76.8506475603447,9.24817690401426,0.776971347606511,11.9028545035845,1.14367054437056e-32,1.11039160639912e-30,119,178,140,182,192,137,139,151,201,150,174,107,1,0,0,0,0,0,0,0,0,0,0,0
"273","ENSGALG00010012387",554.942291290414,-0.691037207635866,0.074918897711602,-9.22380372300714,2.86743664924852e-20,1.87650757515739e-18,314,452,490,448,426,482,483,355,481,414,574,334,549,583,608,868,736,610,560,625,819,742,678,832
"274","ENSGALG00010012414",55.8223051310934,-0.863735149289911,0.14851832063546,-5.81568082371439,6.03875944568582e-09,2.30739050432737e-07,33,31,44,61,32,48,42,52,40,41,38,30,50,78,68,58,101,77,43,80,97,75,58,78
"275","ENSGALG00010012425",84.6706574386673,-1.01346880531261,0.184627272183842,-5.48926923593093,4.03600026909385e-08,1.48929667250519e-06,58,49,41,86,78,81,23,49,88,66,50,45,70,101,131,163,111,151,79,94,91,103,118,127
"276","ENSGALG00010012437",361.592928135334,9.67932279224385,0.601969653350083,16.0794198484533,3.55694301493236e-58,8.59836530854567e-56,652,775,877,766,749,511,614,787,1279,591,796,462,5,0,0,0,0,1,0,0,0,0,0,0
"277","ENSGALG00010012439",139.86592101362,-0.897914259556145,0.0764758295523427,-11.7411509598805,7.84120012379771e-32,7.4902431827729e-30,89,98,108,106,95,93,105,91,116,98,134,85,155,174,157,223,184,187,120,194,188,192,188,207
"278","ENSGALG00010012442",5444.66723285982,-0.276542209006223,0.0879417423335143,-3.14460689165621,0.00166310141942544,0.0397166054699482,3555,4333,5679,5880,4853,5463,4972,5431,3980,4922,6177,3726,4904,4496,4538,7334,8255,6445,4581,6114,6917,5893,7560,6502
"279","ENSGALG00010012449",6049.44129659598,-0.928163303847108,0.093156174930264,-9.96351883857323,2.20130463500986e-23,1.57075020492119e-21,3080,4108,4578,5260,4119,4927,4784,4833,3236,3802,4822,2810,6994,5965,6670,9386,9198,8106,7175,8210,8773,8179,9397,8066
"280","ENSGALG00010012458",196.668620778398,-1.05235307544891,0.0683210393941153,-15.4030600936606,1.56103784230649e-53,3.13398190544412e-51,102,149,135,165,111,139,115,120,160,115,137,123,227,224,218,322,283,286,232,288,296,263,287,263
"281","ENSGALG00010012470",502.104434203402,-0.941068502626849,0.0851979717504697,-11.04566791077,2.30050441011265e-28,1.9890127545828e-26,261,365,402,363,364,342,329,354,556,334,379,182,441,607,566,720,774,684,524,761,833,701,667,749
"282","ENSGALG00010012532",203.745444751228,-1.04509824932186,0.0804021517156348,-12.9983865732617,1.24951650366883e-38,1.49500232181387e-36,111,139,173,161,140,127,117,149,160,122,157,96,226,249,296,304,293,320,230,245,281,229,285,315
"283","ENSGALG00010012535",290.013905201361,-0.769964563002876,0.0820878219905146,-9.3797660156198,6.61192946824216e-21,4.42476296900161e-19,153,220,210,232,231,200,219,185,356,220,248,146,287,315,295,408,412,351,283,386,443,405,391,478
"284","ENSGALG00010012536",315.047876257252,-1.04871620219576,0.061687072049381,-17.0005832236007,8.13069600710976e-65,2.67522483900597e-62,178,213,233,243,200,214,173,246,236,181,205,167,380,325,378,468,477,471,353,470,454,421,471,469
"285","ENSGALG00010012551",769.069037506451,-0.952439390765425,0.0713758536862432,-13.3439999884582,1.28381795222318e-40,1.67107952132787e-38,357,525,698,599,492,524,579,587,508,558,602,340,830,894,839,1118,1220,1038,813,1049,1152,1044,1095,1225
"286","ENSGALG00010012555",42.3698557974989,-0.876470650373072,0.243471717255636,-3.59988692014198,0.000318355596053279,0.0085508436173494,19,38,22,32,23,33,38,31,6,29,58,22,50,39,44,77,70,46,67,44,50,59,71,51
"287","ENSGALG00010012574",1197.59003717227,-1.0277292626967,0.0496460336975481,-20.7011353405952,3.38306356515558e-95,4.45248754769643e-92,612,777,925,881,780,860,755,787,840,826,936,547,1374,1253,1384,1875,1822,1619,1404,1680,1742,1665,1960,1745
"288","ENSGALG00010012578",1850.05801305837,-1.0546563417291,0.0713537120015979,-14.780679408879,1.9518728395198e-49,3.16711421700165e-47,936,1112,1288,1586,1130,1318,1291,1256,1098,1104,1437,914,2105,1858,2308,2964,3042,2643,2250,2603,2810,2260,2972,2556
"289","ENSGALG00010012587",530.767310234482,-0.525007764376536,0.0737013308000075,-7.12345026443515,1.05258245173124e-12,4.87024966435804e-11,284,465,519,410,441,438,429,401,567,493,438,373,487,551,558,582,662,698,465,725,758,620,786,745
"290","ENSGALG00010012588",1880.98826277259,0.129430957964135,0.0412682570070215,3.13633207096954,0.00171075378060466,0.0406089750125494,1625,1761,2077,2265,1939,2104,1944,1934,2318,1858,2082,1614,1432,1613,1708,1888,2151,1715,1549,2093,1979,1734,2166,2006
"291","ENSGALG00010012599",52.2729052998052,-0.843229903582418,0.178887336075135,-4.71374845242399,2.43200865601379e-06,8.06922759957518e-05,22,45,33,48,38,21,52,38,22,34,54,26,53,51,41,82,105,68,63,76,58,86,76,79
"292","ENSGALG00010012607",68.4302014913665,-0.570115919254077,0.127052885151903,-4.48723315942375,7.21540970779496e-06,0.00022913278281188,51,55,85,56,79,49,49,47,73,46,53,37,66,92,65,99,95,80,70,83,93,71,95,69
"293","ENSGALG00010012614",472.877373287287,-0.887618921631719,0.139870161436637,-6.34602057018303,2.2095570384909e-10,9.24812831128083e-09,296,244,539,450,305,332,342,341,227,265,436,241,559,476,555,799,906,631,547,663,720,441,510,650
"294","ENSGALG00010012640",372.92538172965,-1.07212085037587,0.0694059266421194,-15.4471080820531,7.89050356742553e-54,1.61143128889923e-51,178,240,283,302,233,281,288,233,216,243,272,177,408,434,441,587,557,538,430,541,532,546,528,540
"295","ENSGALG00010012662",839.505222337908,0.356916210259145,0.115027759757731,3.10287022029183,0.00191653665346974,0.0443386262897442,602,1181,882,886,951,817,931,982,1084,1157,1256,702,577,693,665,711,743,791,536,724,710,837,1186,756
"296","ENSGALG00010012667",4278.99835994186,-0.521669892798861,0.0857572757491384,-6.08309776916045,1.17882413154756e-09,4.73327858921386e-08,2933,2891,4614,4854,3687,3837,3885,3575,2828,3448,4001,2466,4093,4217,4692,6067,5977,5743,4162,5305,5393,4534,4936,5616
"297","ENSGALG00010012669",669.785952967064,-0.998265882714198,0.0502113675007503,-19.8812725564441,5.91153333366349e-88,6.3656465761131e-85,393,470,500,471,457,481,461,418,481,470,479,334,722,739,862,1083,956,859,749,947,985,845,1029,1025
"298","ENSGALG00010012688",792.734482940888,-1.08898189650534,0.0600375003167721,-18.1383617032624,1.58691505659596e-73,7.83208701890797e-71,467,487,523,658,451,577,460,394,683,543,633,410,932,896,996,1307,1156,1102,840,1112,1280,995,1203,1130
"299","ENSGALG00010012704",910.578238537447,-0.518652590215983,0.0512835377911413,-10.1134323518838,4.81665971590088e-24,3.54368536241279e-22,679,683,832,919,708,820,730,834,923,741,789,522,892,897,974,1357,1168,1097,843,1150,1192,991,1224,1135
"300","ENSGALG00010012705",43.6547254411512,1.0840680683942,0.310053411163091,3.49639136149986,0.000471596480090313,0.0123312589551209,27,62,29,33,72,42,39,56,134,37,64,50,22,19,28,32,20,21,21,40,19,27,70,112
"301","ENSGALG00010012722",383.58909664154,-0.940252094769501,0.0724611335810157,-12.9759506690334,1.6750502962334e-38,1.97582289396534e-36,233,206,279,342,295,306,238,233,316,238,332,207,390,385,428,579,602,544,360,570,621,548,495,600
"302","ENSGALG00010012751",596.341915093275,-0.960529019601279,0.0800309308013231,-12.0019723622332,3.4692894818863e-33,3.4532549506675e-31,370,409,446,543,352,395,438,393,490,390,530,248,700,623,626,1123,900,745,633,814,873,784,740,945
"303","ENSGALG00010012763",84.6882415232281,0.675890714624934,0.185978484676858,3.63424143281579,0.000278799699284172,0.0075742716468372,77,138,125,122,102,64,98,85,181,104,78,80,59,57,34,69,39,47,70,80,86,88,81,101
"304","ENSGALG00010012771",230.029795581549,-0.829553651388013,0.0826825357010238,-10.0329972267377,1.09151956294249e-23,7.93193203868333e-22,136,186,241,184,154,141,144,157,204,166,186,124,246,231,231,388,350,297,236,276,373,264,312,382
"305","ENSGALG00010012795",878.147312107827,-0.987038210109627,0.0626078942630451,-15.7653954302091,5.38343291676645e-56,1.20314646979431e-53,428,666,637,679,529,596,599,632,657,566,658,422,901,1016,1088,1386,1363,1232,1096,1239,1112,1121,1402,1234
"306","ENSGALG00010012796",548.216414350876,-0.903395393008418,0.0592570215456388,-15.2453729439074,1.7672101849727e-52,3.37622655500026e-50,339,385,405,423,365,414,366,370,491,381,468,291,659,680,616,827,707,761,582,747,674,692,851,751
"307","ENSGALG00010012803",425.583740777911,-0.997744743112733,0.0573524713937605,-17.3967175060791,8.73681848084123e-68,3.33831015824401e-65,292,297,305,306,279,281,278,236,324,313,286,228,422,454,464,691,676,580,456,639,679,591,620,641
"308","ENSGALG00010012818",54.1123048254529,0.509105717286035,0.137390030519654,3.70555065284162,0.000210931968645164,0.00586499804836144,36,67,67,73,49,62,61,41,86,68,72,59,40,41,43,46,70,43,37,57,34,43,64,57
"309","ENSGALG00010012830",379.792024037123,-0.673957996266592,0.079082263311683,-8.52223960270781,1.56497213401936e-17,9.17677966705905e-16,239,310,377,279,280,239,298,249,443,343,314,226,381,453,431,531,513,504,338,519,490,416,484,565
"310","ENSGALG00010012833",554.438840359754,-0.60142253803645,0.0950948981931622,-6.32444588998672,2.54142886304612e-10,1.05625350465899e-08,362,374,516,579,428,486,438,420,315,486,628,299,505,545,580,804,795,675,510,786,803,657,713,795
"311","ENSGALG00010012845",190.258404827039,-0.916902823512389,0.118999915710959,-7.70507120139034,1.30770358187193e-14,6.6479609129927e-13,144,112,144,152,105,135,120,81,155,127,138,142,167,208,254,221,247,315,241,302,307,194,305,283
"312","ENSGALG00010012847",11.9686978713145,-0.993872372544644,0.324436892377755,-3.06337656380779,0.00218854472381111,0.0499405989352295,10,11,5,17,12,6,8,5,8,4,9,6,10,4,12,16,14,14,12,24,41,20,13,14
"313","ENSGALG00010012861",437.923306982935,-1.08502569001601,0.0589758360377802,-18.3978009115621,1.36805142054563e-75,7.04546481580997e-73,232,275,334,357,279,313,278,283,291,240,316,218,482,481,523,720,681,591,497,709,662,624,655,580
"314","ENSGALG00010012871",53.2793508157837,-0.714119147492662,0.192958866886991,-3.70088796132336,0.000214846328031678,0.00592615341512841,50,42,28,53,51,26,48,43,28,39,55,19,56,49,58,89,113,54,60,56,88,56,74,56
"315","ENSGALG00010012878",91.1197472725213,-1.09160959885672,0.177808654858379,-6.13923770879528,8.29184105063804e-10,3.36359100153451e-08,46,80,87,52,68,40,25,75,112,62,66,31,85,110,147,152,149,140,82,107,135,111,116,143
"316","ENSGALG00010012888",805.49643198336,-0.587784902557098,0.0565023359888019,-10.4028425067875,2.40645472165647e-25,1.82720872936031e-23,541,667,688,843,616,623,691,627,626,617,691,494,767,790,770,1171,1194,1040,836,1072,1033,991,1130,1029
"317","ENSGALG00010012889",496.80886390105,-0.678788117976412,0.070949197150758,-9.56724170583739,1.09795796619617e-21,7.47431730436418e-20,328,338,402,465,378,316,361,393,544,435,456,233,492,549,485,736,704,539,542,656,712,655,677,691
"318","ENSGALG00010012893",30.471722155887,-1.25509765013505,0.279004789640217,-4.49848065960993,6.84408213218055e-06,0.000217925142085157,5,21,55,27,15,9,13,6,21,24,19,20,24,48,47,56,42,45,29,33,53,38,35,60
"319","ENSGALG00010012903",96.1520659913985,-0.951235553787292,0.0990382717413145,-9.60472691074311,7.6360080656422e-22,5.28938687353987e-20,65,79,73,83,49,63,64,80,59,67,77,54,105,109,97,147,138,145,84,128,158,129,125,156
"320","ENSGALG00010012904",189.849922489627,-0.69668826907523,0.0849376208631765,-8.20235205548674,2.35728753015274e-16,1.30476966330183e-14,128,139,148,135,159,153,143,138,191,133,189,89,175,189,186,316,287,238,203,238,272,223,243,312
"321","ENSGALG00010012913",139.068367463902,-0.616497739482658,0.155748992036392,-3.95827755558512,7.54922023306835e-05,0.00224674657438931,114,92,173,144,99,71,91,121,130,131,106,63,115,147,106,191,241,180,83,205,258,166,229,167
"322","ENSGALG00010012930",1703.4835795292,-0.423106268892297,0.0509371254426735,-8.30644181852145,9.86145478610869e-17,5.56233009245035e-15,1295,1468,1665,1729,1454,1608,1427,1350,1599,1609,1620,970,1583,1606,1636,2310,2333,1892,1445,2038,2464,1978,2164,2196
"323","ENSGALG00010012932",1096.07329735627,0.178933189076675,0.0547971640901086,3.26537316388193,0.00109319952422408,0.027146642273447,1149,1131,1236,1249,1232,1083,1134,993,1211,1112,1278,977,873,827,877,1055,1176,1015,944,1344,1252,992,1179,1189
"324","ENSGALG00010012940",326.564935523445,-0.729389543773937,0.154938562467335,-4.70760495101219,2.50644243648855e-06,8.29296387156616e-05,228,442,220,178,306,192,294,264,323,247,220,150,309,416,405,483,360,331,326,457,487,438,443,347
"325","ENSGALG00010012952",1040.76124440728,-0.851358889272722,0.115096105634912,-7.39693914556287,1.39359374635265e-13,6.82112310973020e-12,635,846,992,671,698,594,701,788,1339,645,632,522,926,1365,1132,1317,1575,1406,949,1703,1599,1399,1238,1688
"326","ENSGALG00010012961",56.8624636452823,-0.805688514476628,0.235031006002147,-3.42800947067073,0.000608024248057449,0.0155551775771933,21,63,59,33,41,26,49,32,80,63,35,27,43,84,109,94,104,63,37,84,67,48,54,65
"327","ENSGALG00010012965",706.061271721744,-0.873564286560869,0.0461828193802432,-18.9153520353193,8.52493365933127e-80,5.31462311551468e-77,359,488,581,565,524,454,499,483,643,525,556,366,730,759,753,1006,1030,1037,788,947,976,957,1037,1094
