"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GSF2960.NOF1.TnA","GSF2960.NOF10.TnA","GSF2960.NOF11.TnA","GSF2960.NOF12.TnA","GSF2960.NOF2.TnA","GSF2960.NOF3.TnA","GSF2960.NOF4.TnA","GSF2960.NOF5.TnA","GSF2960.NOF6.TnA","GSF2960.NOF7.TnA","GSF2960.NOF8.TnA","GSF2960.NOF9.TnA","GSF2960.NOM1.TnA","GSF2960.NOM10.TnA","GSF2960.NOM11.TnA","GSF2960.NOM12.TnA","GSF2960.NOM2.TnA","GSF2960.NOM3.TnA","GSF2960.NOM4.TnA","GSF2960.NOM5.TnA","GSF2960.NOM6.TnA","GSF2960.NOM7.TnA","GSF2960.NOM8.TnA","GSF2960.NOM9.TnA"
"106","ENSGALG00010009307",1388.82682361401,-0.743795766084414,0.142244535975367,-5.22899358477445,1.70435278619758e-07,6.06248010585897e-06,829,1057,1521,1036,1097,1355,1397,918,632,850,869,976,1632,1838,1449,1886,1764,1624,1376,2251,1812,1602,1725,1882
"107","ENSGALG00010009340",95.4826143815574,-0.722157474994507,0.187655582149608,-3.84831331273039,0.000118933881482613,0.00339463090641338,77,52,68,126,89,99,80,64,38,54,90,61,149,92,75,173,117,89,92,122,154,107,115,120
"108","ENSGALG00010009367",2948.48797525731,-0.533030190934257,0.0713959218747418,-7.46583525974234,8.27728531241974e-14,4.08518518856716e-12,1852,2637,2765,2405,2619,2592,2619,2020,3246,2430,2452,1677,2470,3200,3009,4074,3715,3210,2508,4167,4032,3871,3907,4309
"109","ENSGALG00010009388",1777.75257021566,-0.642628331653659,0.0482999390413332,-13.3049511947359,2.16634540027213e-40,2.78916970285037e-38,1078,1447,1481,1702,1409,1301,1435,1368,1639,1435,1602,953,1830,1775,1703,2401,2555,2235,1925,2219,2520,2321,2571,2264
"110","ENSGALG00010009396",796.22827282586,-0.476401619084969,0.0885999325228043,-5.37699753848403,7.5738208581982e-08,2.73511914833408e-06,510,773,796,690,684,636,809,680,549,728,767,430,816,714,802,1054,1067,975,779,946,993,958,1148,977
"111","ENSGALG00010009408",61.0604086122964,-0.984294594002189,0.136384697810111,-7.21704567892671,5.31291346972938e-13,2.50722948402169e-11,35,34,50,36,41,50,28,44,45,36,49,25,44,97,66,88,93,77,87,87,87,67,98,118
"112","ENSGALG00010009431",151.726147052474,-1.07106068547973,0.0823954260580837,-12.999030853056,1.23903503512417e-38,1.49500232181387e-36,86,108,108,107,94,92,93,95,156,96,93,69,169,207,200,209,219,205,187,215,223,192,216,226
"113","ENSGALG00010009444",953.893824875219,-0.508686524097235,0.106572640520903,-4.77314366624387,1.81372311945799e-06,6.08599160056088e-05,731,1038,1113,1004,633,598,730,673,816,693,965,571,973,897,868,1553,1311,995,934,1259,1308,1078,1460,1005
"114","ENSGALG00010009446",2189.45487059722,-1.06659154478024,0.105492063200617,-10.1106330885943,4.9562954792104e-24,3.62390863896588e-22,1208,1703,1559,1729,1345,1357,1689,1595,1078,1261,1663,942,2783,2206,2517,3883,3645,2817,2452,2961,3050,2993,3725,2824
"115","ENSGALG00010009451",260.353509066204,-0.55601885209486,0.0990250347621837,-5.61493215761229,1.96639381125541e-08,7.34761346823984e-07,151,237,223,282,194,222,147,260,198,202,304,161,226,260,286,372,384,322,250,300,363,309,308,370
"116","ENSGALG00010009457",1035.39037311003,-0.939930836050462,0.0863094480623684,-10.8902426924484,1.28297918138839e-27,1.07020340870038e-25,607,777,841,810,774,851,787,759,706,628,816,432,947,1263,1269,1496,1726,1425,919,1550,1658,1453,1239,1428
"117","ENSGALG00010009464",1409.66151476737,-0.516849550674901,0.070420841158808,-7.33944017381643,2.1448911196412e-13,1.03277379317683e-11,834,1208,1322,1252,1300,1243,1198,1148,1221,1140,1431,820,1284,1440,1576,1884,1968,1496,1374,1730,1725,1908,2024,1634
"118","ENSGALG00010009486",48.4829903624035,-0.813122415112177,0.138264342261021,-5.88092636044319,4.07976657802501e-09,1.58963273410218e-07,37,38,32,43,37,29,31,32,56,46,31,26,46,62,47,64,56,71,40,53,69,74,78,80
"119","ENSGALG00010009492",2088.50113658339,-0.964183501570775,0.0848553526593952,-11.3626715505026,6.41522918096436e-30,5.84526074219406e-28,1183,1561,1491,1600,1422,1436,1845,1572,1219,1366,1394,986,2395,2209,2302,3305,3149,2761,2377,2965,2944,2944,3158,2912
"120","ENSGALG00010009534",156.19931129406,-1.05884456248966,0.0862469359924341,-12.2768948288499,1.20536369897658e-34,1.28626423552951e-32,81,94,126,102,101,123,94,120,115,103,124,65,164,187,193,240,211,265,201,205,224,189,234,218
"121","ENSGALG00010009543",527.624778466778,0.241257846198369,0.078435235847597,3.07588602993613,0.00209878051396232,0.0481784015269063,522,471,530,675,676,588,637,535,600,532,588,488,384,381,415,489,503,486,372,568,654,482,589,620
"122","ENSGALG00010009548",1258.46203726753,-0.879073730476393,0.0409582727776568,-21.4626660466976,3.47779004341449e-102,5.14930288303058e-99,833,886,950,930,879,939,918,814,971,898,930,650,1380,1329,1392,1818,1890,1660,1459,1781,1859,1561,1853,1893
"123","ENSGALG00010009565",1939.36612660217,-0.937745201497372,0.109115124410609,-8.5940900178839,8.3927214862941e-18,5.07202989822212e-16,1281,1228,1710,1776,1206,1187,1196,1083,1094,1143,1526,1361,2363,2359,2249,2229,2863,2702,2580,3451,3040,2056,2483,2506
"124","ENSGALG00010009574",29.6347640824197,-1.2925383227324,0.20521028367471,-6.29860404452868,3.00338100243315e-10,1.23954870988922e-08,15,12,26,20,20,14,10,12,18,24,15,24,35,42,45,32,30,55,37,60,52,28,42,44
"125","ENSGALG00010009593",855.451541556835,-0.340985293098848,0.0493517976494997,-6.9092780676512,4.87126293933479e-12,2.16105279087717e-10,541,668,874,868,726,707,774,773,999,796,909,561,796,759,816,1104,1048,1043,818,1033,1026,987,1119,1055
"126","ENSGALG00010009595",243.746312711683,-1.10350184179242,0.102460701964369,-10.7700007967559,4.769970681716e-27,3.8698837482826e-25,113,194,215,182,151,174,151,188,154,153,174,80,323,282,268,416,380,348,234,339,345,335,400,318
"127","ENSGALG00010009602",58.6506807576431,-0.633897891427315,0.117269904253057,-5.40546097879833,6.46419232617638e-08,2.34154000316695e-06,33,37,60,60,53,51,45,37,42,48,48,41,58,65,61,84,86,76,60,61,82,59,83,93
"128","ENSGALG00010009603",2191.2694289788,-0.882318126498201,0.0583152490000423,-15.1301442011773,1.02470621434176e-51,1.8965070482622e-49,1102,1643,1780,1786,1524,1642,1657,1473,1628,1451,1659,1281,2275,2414,2705,3421,2928,2806,2555,3111,2946,2736,3507,2983
"129","ENSGALG00010009605",153.6485496707,-0.671748415554821,0.147378280336396,-4.55798788004265,5.16460169681802e-06,0.000165337046212999,104,165,144,164,109,128,126,109,87,90,195,67,129,170,177,216,247,178,155,155,215,246,186,164
"130","ENSGALG00010009606",73.7900649531974,-0.532578847797447,0.163416422796875,-3.2590289193849,0.00111794271427867,0.0276451596046574,78,62,99,51,45,57,49,46,60,74,53,44,61,74,91,96,101,99,47,123,101,66,90,129
"131","ENSGALG00010009608",576.578561199407,0.313464300816594,0.0942037464438756,3.32751416636438,0.000876245338454553,0.0220363610063571,513,880,778,700,594,552,542,662,636,737,808,448,416,436,520,571,674,505,395,484,580,513,558,476
"132","ENSGALG00010009617",763.695421827906,-0.354036644544326,0.0515434675720972,-6.86870055936985,6.47893391032071e-12,2.84233230250922e-10,471,719,767,739,682,715,678,674,765,729,733,480,672,736,743,990,925,954,714,875,912,852,1048,970
"133","ENSGALG00010009620",184.873194792152,-0.720570754840967,0.149693954463865,-4.81362629120008,1.48215860921835e-06,5.00175747184939e-05,141,187,138,193,144,125,158,114,136,138,239,75,162,188,226,231,305,243,122,192,286,319,254,184
"134","ENSGALG00010009635",192.389609972695,-0.705688166017768,0.0736047220335253,-9.58753931162654,9.02107589154891e-22,6.21247929856959e-20,131,154,162,194,160,164,114,157,149,133,165,99,199,209,224,268,278,236,176,246,269,227,272,283
"135","ENSGALG00010009640",25.6278528993988,-0.817931946497384,0.226520398398253,-3.61085338133367,0.000305191163082988,0.00825340028931049,23,14,24,16,23,21,10,19,30,15,10,18,22,42,21,32,35,28,19,53,40,37,23,47
"136","ENSGALG00010009663",328.902319109351,-0.767573169488885,0.102987310708395,-7.45308489181002,9.1182569059688e-14,4.48156651664732e-12,194,306,260,271,287,271,310,234,222,231,296,145,300,370,325,499,497,406,285,433,544,482,376,457
"137","ENSGALG00010009665",537.503392949522,-0.333242235642809,0.10738882529311,-3.10313698593172,0.0019148098646464,0.0443386262897442,432,402,471,449,484,604,489,362,804,550,579,286,451,482,610,600,638,722,428,696,648,643,603,647
"138","ENSGALG00010009676",1464.39720151951,-0.442925995371183,0.0517395322019782,-8.56068805651567,1.12195898088717e-17,6.64480206430426e-16,1006,1239,1352,1454,1237,1501,1194,1154,1233,1228,1441,967,1312,1435,1544,1995,1909,1835,1461,1806,1814,1568,1877,1923
"139","ENSGALG00010009683",144.889922709545,-1.13752630677713,0.184195800998125,-6.17563647278102,6.58974553508767e-10,2.69157020217632e-08,78,53,157,142,93,93,78,83,54,117,81,80,103,236,197,220,235,237,154,197,252,134,166,281
"140","ENSGALG00010009704",314.452745018144,-0.960062130887635,0.0643653380543773,-14.9158251926923,2.60042433504661e-50,4.59731735054136e-48,218,180,195,253,226,194,200,206,247,220,246,175,326,392,367,428,456,399,364,489,449,439,434,497
"141","ENSGALG00010009722",86.697250732551,-0.630660743333516,0.104368028220781,-6.04266224134667,1.51591785875083e-09,6.0458070831325e-08,66,68,69,83,65,63,50,52,74,70,74,69,88,88,97,106,96,111,118,124,116,94,127,120
"142","ENSGALG00010009724",764.012970639853,-0.599245144619335,0.151786638775705,-3.94794396564008,7.88252477000725e-05,0.0023342126475184,395,708,607,573,505,501,511,448,1469,706,618,432,741,725,1057,975,982,910,683,1104,876,912,1163,1041
"143","ENSGALG00010009726",356.110477975223,-0.539509098422799,0.0922907330153033,-5.84575591498813,5.04273015684695e-09,1.95199799698863e-07,215,318,365,313,255,288,273,329,255,289,387,210,368,333,334,458,424,488,334,410,503,383,521,607
"144","ENSGALG00010009744",2672.41686171391,-0.486335834549486,0.12327289840425,-3.94519672081239,7.97344917868984e-05,0.00235524951425389,2296,2302,2093,2630,2463,2130,2412,2263,1334,1962,3039,1545,2239,2378,2531,4031,4053,3568,2394,2936,3419,3086,3542,4267
"145","ENSGALG00010009762",501.637781262932,-0.824996181173811,0.141662944660492,-5.82365546015572,5.75742082595819e-09,2.20701131661731e-07,295,327,459,469,376,345,395,529,207,348,398,190,525,496,454,830,755,603,661,698,818,648,641,705
"146","ENSGALG00010009774",102.515157331453,9.66001650296136,0.775271827509378,12.4601670797131,1.23112419450437e-35,1.37572321546266e-33,167,184,212,196,216,219,211,204,277,226,198,168,0,0,0,1,0,0,1,2,0,0,0,0
"147","ENSGALG00010009858",958.705238578417,-0.493191201310853,0.143917692144346,-3.42689765213989,0.000610519132750468,0.0155853429470459,735,659,743,941,720,894,715,744,728,787,1622,513,804,681,818,1502,1151,1178,836,1110,1354,1515,1182,1519
"148","ENSGALG00010009930",12.960477293022,1.35808573378869,0.384655698801459,3.53065283582258,0.000414535446067563,0.0109114941303784,12,18,10,11,13,12,15,17,27,33,30,6,7,7,3,4,8,2,8,20,9,12,28,7
"149","ENSGALG00010010062",1141.40544316412,-1.18923374917979,0.177556177289154,-6.69778865109883,2.11596988577486e-11,9.01570622194361e-10,491,648,928,1089,542,717,619,1016,406,638,1190,334,1519,972,1044,2082,1776,2002,1502,1343,1773,1659,1807,1699
"150","ENSGALG00010010064",378.038287395844,-1.02697511280136,0.0759648519484344,-13.5190826607348,1.20671121772788e-41,1.60601060381874e-39,176,263,272,341,292,267,247,209,288,219,279,198,384,463,471,634,642,439,381,513,591,510,546,564
"151","ENSGALG00010010122",61.2431926852055,-0.656378321393811,0.147938942851681,-4.43681906022457,9.1297972760431e-06,0.000288379863292615,30,42,69,77,51,40,48,49,62,44,51,38,51,76,67,59,92,92,44,53,113,73,89,87
"152","ENSGALG00010010147",15.2709741080379,-1.04309307986955,0.266089046153989,-3.9200902665715,8.85158082966653e-05,0.00259522215166832,11,11,12,10,6,8,13,2,12,18,9,9,25,18,21,17,30,23,12,30,24,11,16,20
"153","ENSGALG00010010150",16967.7317635916,-0.727507609617057,0.0567258973130372,-12.8249643298257,1.18841254677112e-37,1.35353332851e-35,11009,13155,13755,15431,13004,14045,13604,12516,13849,13175,15613,8827,16622,16818,19367,25431,26012,23456,15016,21660,23815,22052,23329,20685
"154","ENSGALG00010010186",1555.55184826281,-0.251154541553624,0.0470478791290414,-5.33827552278744,9.38347893866113e-08,3.3783376300438e-06,1269,1381,1711,1704,1498,1518,1439,1319,1559,1396,1562,982,1430,1444,1388,1896,1976,1733,1205,1967,1949,1766,1866,1844
"155","ENSGALG00010010254",1469.56586842247,-0.990373695963239,0.0637855725829087,-15.5266097937108,2.29179785291856e-54,4.84756170853936e-52,794,992,1036,1173,1033,1197,1038,976,1002,986,1060,664,1481,1585,1724,2514,2431,2036,1634,2047,2191,1902,2144,2050
"156","ENSGALG00010010302",535.55800802383,-0.959167205695849,0.0432411982085235,-22.1817906402691,5.14884235571406e-109,1.21976075406866e-105,306,342,411,426,361,389,360,349,462,373,347,309,540,653,599,837,794,743,575,762,800,688,788,775
"157","ENSGALG00010010311",1211.62182854888,-0.346979727597487,0.080619616381787,-4.30391191585816,1.6780840390222e-05,0.000518979254366003,824,1272,1190,1135,961,1405,1010,972,1457,1011,1178,877,1251,1167,1362,1614,1368,1326,880,1321,1368,1344,1510,1536
"158","ENSGALG00010010323",10.3138129962905,-1.14612295014684,0.306153190688243,-3.74362569134201,0.000181383802229007,0.00507917526572716,6,1,13,6,5,5,9,6,7,11,8,2,7,14,8,24,14,13,7,15,15,18,23,18
"159","ENSGALG00010010327",67.4877493294066,-0.923594618522745,0.181405583333718,-5.09132410121952,3.55571640910406e-07,1.23874884899522e-05,30,43,49,40,55,58,48,45,52,56,39,44,65,98,92,114,80,80,58,68,92,56,96,177
"160","ENSGALG00010010345",37.4020227397039,-1.02314615910516,0.188390551265718,-5.43098447470464,5.60440106286431e-08,2.03632302422171e-06,29,18,32,16,39,33,30,21,27,18,15,20,39,47,39,50,65,54,34,43,77,40,59,62
"161","ENSGALG00010010381",1195.3225049962,-0.634633678167374,0.0823284423742143,-7.70855927630357,1.27246015738534e-14,6.52480111005599e-13,626,1087,1079,918,926,925,896,917,1405,1028,1071,658,982,1342,1183,1627,1533,1592,1004,1660,1618,1711,1559,1819
"162","ENSGALG00010010393",107.80263826941,-0.846993713585371,0.104666783130874,-8.09228762219909,5.85544400989845e-16,3.16701983092453e-14,67,82,89,89,88,91,92,46,101,70,81,43,107,136,124,135,160,138,94,162,160,145,162,161
"163","ENSGALG00010010406",1584.64910292678,-0.637291095071415,0.076707919132949,-8.30802219998788,9.73103260567303e-17,5.51502780929173e-15,1025,1253,1494,1514,1245,1333,1453,1366,1139,1116,1464,793,1599,1676,1408,2313,2085,2014,1507,2067,2139,2188,2080,2210
"164","ENSGALG00010010435",169.679123525988,-0.84812832112182,0.119858023320563,-7.07610802869224,1.48259303249734e-12,6.80671103485697e-11,120,79,149,187,98,117,89,103,106,93,172,109,172,154,171,252,278,228,206,267,278,195,241,271
"165","ENSGALG00010010447",1277.33771290017,-0.558483830430246,0.0649648928307149,-8.5967020970163,8.2039587515125e-18,4.98337904675208e-16,821,1062,1279,1144,1031,1173,1076,1061,944,973,1083,811,1299,1331,1372,1768,1661,1627,1251,1682,1453,1460,1793,1733
"166","ENSGALG00010010457",402.836442852572,-1.00649840813692,0.0708643433683702,-14.203171303019,8.75585819987659e-46,1.28040914046344e-43,179,266,305,310,279,290,271,291,292,265,324,192,444,397,449,676,634,532,463,635,625,576,597,498
"167","ENSGALG00010010496",752.492251443364,-0.900212659969583,0.142658106224644,-6.3102804585953,2.78530262292431e-10,1.15356327162722e-08,584,431,609,615,307,548,443,380,648,456,642,554,883,743,1130,780,843,1048,992,1297,1208,708,1082,1184
"168","ENSGALG00010010599",178.751487010479,-0.883129114919386,0.115564288732397,-7.64188595461682,2.14062749492704e-14,1.07896734797493e-12,123,118,134,128,100,136,128,163,98,105,168,84,164,169,198,313,292,248,216,238,271,201,240,309
"169","ENSGALG00010010625",935.117199822377,-0.884983303739346,0.0614219242289328,-14.4082640661146,4.59105138851375e-47,7.15539522328228e-45,503,650,885,778,652,594,711,586,646,693,722,550,986,985,1136,1368,1349,1227,1046,1447,1475,1118,1341,1220
"170","ENSGALG00010010645",2127.69713996703,-0.352768394704739,0.0915328787186328,-3.85400743036969,0.000116200066243427,0.00333266291683629,1573,1853,1891,2493,1837,2220,2033,1660,1867,1982,2515,1157,1931,1632,1773,2772,2886,2663,1853,2410,2942,2976,2295,2625
"171","ENSGALG00010010671",408.171540012255,-0.279198231786069,0.0750960006518957,-3.71788416643225,0.00020089834235761,0.00559915497700208,325,339,388,524,325,352,338,362,407,373,462,292,422,364,336,495,520,429,423,454,584,434,526,423
"172","ENSGALG00010010688",24.2746249348598,-0.851486963220565,0.202113529424115,-4.21291422522143,2.5209681611765e-05,0.000769609996627208,11,15,26,37,13,16,21,21,17,19,14,10,22,24,24,37,40,26,22,32,49,42,32,25
"173","ENSGALG00010010713",768.462764920435,-1.03856083501554,0.0542508818341786,-19.1436673451681,1.09299234003466e-81,8.09155891731911e-79,397,456,589,594,473,525,501,488,635,466,537,438,825,941,1029,1167,1122,1090,812,1122,1027,933,1202,1244
"174","ENSGALG00010010733",388.218791422965,-0.933942268924565,0.0576555627657511,-16.1986497767627,5.15464661090622e-59,1.32732150230835e-56,241,243,317,351,255,293,261,256,307,256,297,215,422,409,434,629,610,482,372,542,639,535,538,533
"175","ENSGALG00010010751",797.396627760317,-0.920642551061305,0.0363524562952834,-25.3254565133953,1.67526232897539e-141,9.92174114335675e-138,459,524,639,635,569,514,541,556,659,548,629,403,840,893,913,1055,1120,1097,913,1145,1221,1083,1174,1206
"176","ENSGALG00010010754",105.394762737548,-0.930182699437437,0.224365731057998,-4.14583232052041,3.38581543373644e-05,0.001028332918272,61,51,94,190,39,62,43,54,144,85,89,47,98,155,109,176,114,149,125,120,229,94,162,96
"177","ENSGALG00010010799",866.078405938602,0.245974452138609,0.0706871543336006,3.47976169726339,0.000501859961669675,0.0130077270152676,860,992,1152,946,1027,712,753,888,1344,970,971,743,641,638,714,949,913,840,670,880,857,747,941,891
"178","ENSGALG00010010810",166.000586229985,-1.02072886646329,0.11041634666543,-9.24436369513452,2.36644503324499e-20,1.55725230104372e-18,129,91,107,157,109,116,72,97,137,113,118,98,207,203,205,216,226,251,218,254,276,173,203,221
"179","ENSGALG00010010844",122.809511333726,-0.806444662219781,0.209434393691431,-3.85058369833921,0.000117836650536188,0.00337143750145204,45,112,120,59,74,54,68,59,171,157,70,66,127,174,135,120,157,143,98,215,173,141,225,236
"180","ENSGALG00010010861",187.40763454007,-0.988215431221372,0.148669059551224,-6.64708201023415,2.98960475249399e-11,1.26470958190326e-09,126,112,131,182,134,175,158,137,84,83,118,78,188,190,232,353,320,220,244,236,294,239,261,238
"181","ENSGALG00010010870",799.057297936558,-0.966558128597421,0.0539791106913972,-17.9061514022213,1.05588789289853e-71,4.63221929310486e-69,433,512,659,606,552,492,543,598,577,603,594,383,766,986,946,1146,1247,1181,924,1150,1131,1043,1126,1169
"182","ENSGALG00010010905",8142.22469121768,-0.75273397912622,0.0802979733792029,-9.37425874463199,6.96635351977327e-21,4.63575603605137e-19,4877,6999,6371,7157,6419,5789,6082,5123,5083,5908,7056,4835,9017,8520,6610,12013,11586,9989,9624,11693,11741,10626,13110,11146
"183","ENSGALG00010010937",161.061384290789,-0.921117214278947,0.085633147547264,-10.7565497784669,5.51982516466255e-27,4.41772493752891e-25,88,125,130,118,113,106,111,114,140,126,118,63,175,152,179,231,281,224,158,195,262,219,244,255
"184","ENSGALG00010010951",9.60202851671438,-1.13430730155729,0.364264662284173,-3.11396470479584,0.00184591570055827,0.0431259792369086,10,9,8,1,8,7,1,4,15,8,2,5,18,12,19,12,13,10,4,13,11,12,11,16
"185","ENSGALG00010010970",685.583308243102,-0.636145663709434,0.0711345168016824,-8.94285492207615,3.79243461906397e-19,2.38943553525599e-17,440,525,542,606,483,483,440,418,753,529,634,515,645,718,723,770,941,875,714,1116,947,877,943,1007
"186","ENSGALG00010010980",436.479899887734,-0.995656172652519,0.0664078034045103,-14.9930598756244,8.15098366960883e-51,1.48536002410026e-48,234,295,301,297,285,291,279,236,422,302,280,241,464,471,527,647,598,580,527,677,684,514,645,801
"187","ENSGALG00010010985",1690.69098267533,-0.709220464951948,0.070015830727562,-10.1294301243327,4.09026269257112e-24,3.02807259959405e-22,945,1367,1611,1204,1255,1267,1386,1210,1640,1277,1205,1091,1524,1824,1931,2430,2255,2290,1547,2293,2142,2105,2592,2677
"188","ENSGALG00010010990",90.7203167632184,-1.01935645311574,0.115507794994926,-8.82500140497463,1.09458436387072e-18,6.82386936318352e-17,65,66,54,73,49,64,52,51,59,60,64,69,105,94,125,111,123,157,109,126,129,110,134,130
"189","ENSGALG00010010997",320.645540256158,0.19599288332665,0.0616599205834398,3.17861069998343,0.00147982698068079,0.0356271353377317,287,312,382,361,326,358,342,309,416,370,344,232,227,277,242,329,438,285,267,327,325,297,367,376
"190","ENSGALG00010011029",3202.12928377577,-0.424421549266437,0.0518111311559938,-8.19170590946147,2.57549331501476e-16,1.41891713099302e-14,2336,2804,3060,3428,2594,2719,2688,2634,2724,2822,3407,1989,2977,2875,2934,4481,4154,3784,3227,3897,4324,3822,4319,3768
"191","ENSGALG00010011059",152.255105147653,-0.918122084762206,0.12747613227591,-7.20230578360359,5.92027366630672e-13,2.76085203060642e-11,95,108,111,102,133,112,83,106,166,138,85,69,134,224,200,199,229,195,134,221,286,151,209,209
"192","ENSGALG00010011099",1066.11374043495,-0.643260373352639,0.134913466675584,-4.76794784985724,1.86111941278452e-06,6.2098477308261e-05,734,853,774,1186,1003,1054,1142,924,680,552,783,597,1176,1391,851,1416,1436,1416,914,1178,1495,1336,1615,1248
"193","ENSGALG00010011128",47.4299825808688,-1.10872100505466,0.256314679194628,-4.32562430110674,1.52100469345408e-05,0.000472868781993796,52,29,23,29,26,43,30,22,65,23,37,27,56,63,117,72,81,61,14,52,75,42,48,51
"194","ENSGALG00010011133",225.491070170765,-0.997899737492022,0.0726351988335256,-13.7385145703137,5.96878553656435e-43,8.41669817626247e-41,115,165,165,209,139,149,143,145,158,144,195,138,281,253,243,359,301,324,258,295,311,321,334,305
"195","ENSGALG00010011143",148.899804335925,-1.01065991455063,0.0870757106858087,-11.6066800556742,3.81127835030606e-31,3.58290413169645e-29,81,89,108,111,70,117,89,115,146,96,127,77,174,190,182,230,205,202,152,188,206,197,232,222
"196","ENSGALG00010011222",90.5748687882427,-1.01707094784359,0.0992662462340322,-10.2458890753834,1.23484310741901e-24,9.31638000469946e-23,40,56,53,79,53,69,67,68,67,63,63,54,95,113,111,138,155,115,108,116,141,121,117,127
"197","ENSGALG00010011253",387.464281734253,-1.16868996383533,0.135202631465621,-8.6439882949505,5.42841184798017e-18,3.31440919274871e-16,190,211,242,325,276,299,274,219,146,198,281,166,548,385,336,692,672,462,516,637,650,531,606,528
"198","ENSGALG00010011287",193.525210002268,-0.918257401007672,0.0847941004812404,-10.8292604768043,2.50167521120877e-27,2.05780158866443e-25,90,144,141,176,143,109,117,134,162,141,148,122,224,243,248,234,278,279,242,282,269,218,260,261
"199","ENSGALG00010011335",2057.34640867872,9.91935881178766,0.26965891948051,36.7848348235505,3.22694652730449e-296,3.82231816159216e-292,3371,3899,4731,4589,4231,4161,4036,4044,4675,4077,4608,3398,10,2,3,2,2,7,2,6,2,3,3,5
"200","ENSGALG00010011351",1403.29006968969,-0.439004429284677,0.123804634787004,-3.54594502895589,0.000391207805575696,0.0103898126839554,1073,1260,1275,1280,1233,1255,974,863,2524,973,1207,833,1567,1405,1671,1752,1928,1452,1158,1841,1671,1456,1849,1613
"201","ENSGALG00010011379",1109.88094480769,-0.370133122939485,0.0842618001986973,-4.39265624597001,1.11974101861148e-05,0.000352748201208857,794,993,1227,1257,959,1002,938,952,858,727,1136,741,1018,1125,952,1467,1395,1135,1166,1601,1658,1112,1491,1246
"202","ENSGALG00010011384",300.443645469117,-1.03862446100017,0.0698841834750213,-14.862081938346,5.8091439007903e-50,9.84971206539102e-48,159,188,224,179,203,214,227,226,236,195,192,158,345,342,399,458,443,418,347,441,426,386,426,417
"203","ENSGALG00010011406",760.351965018431,-0.721721634158577,0.0399239477818557,-18.0774115351032,4.80096228897204e-73,2.27469593251495e-70,471,608,659,652,582,545,630,542,628,574,651,448,801,828,793,1035,1031,1025,777,1014,1057,948,1000,1123
"204","ENSGALG00010011419",397.608819696635,-0.712437199883456,0.0711914351622898,-10.0073442579064,1.41499989004801e-23,1.02199229863529e-21,255,359,381,379,281,348,274,272,326,274,372,223,368,371,510,547,531,518,372,541,583,554,511,505
"205","ENSGALG00010011422",113.014879862105,-1.06443414526368,0.104890562995424,-10.1480449228795,3.38067951974293e-24,2.51849993153176e-22,63,74,81,76,51,52,71,87,98,72,96,60,124,163,118,176,161,142,153,185,171,140,166,151
"206","ENSGALG00010011429",687.956393160219,-0.874957305584841,0.0540957180619171,-16.1742433030167,7.66334967624649e-59,1.93132716840723e-56,436,544,477,536,490,484,551,465,599,488,565,366,729,753,765,995,995,909,669,929,1017,1036,890,982
"207","ENSGALG00010011436",334.386068613673,9.15633464159591,0.514523687295805,17.7957494818539,7.62404963208644e-71,3.11402992731255e-68,535,751,719,660,752,618,669,637,787,698,805,475,2,0,0,2,2,1,0,3,1,2,0,1
"208","ENSGALG00010011442",231.426305062151,10.838303894186,0.773432774994668,14.0132461987543,1.29354439773617e-44,1.86854065746158e-42,348,465,488,511,472,511,460,493,560,443,549,327,1,0,0,0,0,0,1,1,0,0,0,0
"209","ENSGALG00010011456",415.093286761595,-0.652622844868328,0.0771241125518726,-8.46198190519707,2.6287131468769e-17,1.53384764653975e-15,259,351,418,324,346,347,311,254,409,335,309,226,383,455,480,589,566,568,424,547,577,384,561,667
"210","ENSGALG00010011458",256.721068027123,-0.990108753320069,0.0721735942673685,-13.7184348842624,7.87469495114261e-43,1.09736190230923e-40,143,181,234,191,157,181,161,179,177,168,173,154,265,322,323,376,410,350,294,340,396,316,392,320
"211","ENSGALG00010011464",100.871937608169,-1.07568140974086,0.128709027455042,-8.35746669064522,6.40793908703347e-17,3.64913646566882e-15,71,61,70,79,41,43,44,64,97,68,67,72,113,138,86,135,149,145,123,148,178,131,159,162
"212","ENSGALG00010011467",34.460614876308,-0.783282129183506,0.160391131671034,-4.8835750519551,1.04179469936322e-06,3.56649081328246e-05,14,33,30,37,28,15,31,27,34,29,30,12,36,38,41,50,48,44,43,45,64,36,37,36
"213","ENSGALG00010011515",314.7637620832,-0.486004599836032,0.0942177192735751,-5.15831420653312,2.49183203379374e-07,8.81067177321995e-06,177,264,295,285,253,185,230,267,454,317,284,186,287,301,318,431,415,368,290,403,451,350,450,430
"214","ENSGALG00010011523",193.553951702452,-0.830514109754178,0.0984836000609755,-8.43301939855945,3.368588383804e-17,1.94638680030041e-15,120,153,176,125,143,127,115,133,210,144,127,111,177,230,216,225,267,255,221,281,358,229,233,326
"215","ENSGALG00010011544",269.957036678415,-0.938712233958406,0.106967811771189,-8.77565146388497,1.69917322329063e-18,1.05375428428678e-16,190,190,181,221,146,228,124,201,191,191,214,156,300,309,317,289,336,413,366,377,383,394,370,406
